결정례일련번호,구분,문장번호,내용
7316,전문,1,헌   법   재   판   소
7316,전문,2,결         정
7316,전문,3,사      건      2004헌마801    기소유예처분취소
7316,전문,4,청  구  인      정
7316,전문,5,○
7316,전문,6,환
7316,전문,7,국선대리인   변호사  김   영   진
7316,전문,8,피청구
7316,전문,9,인      서울중앙지방검찰청 검사
7316,전문,10,주           문
7316,전문,11,청구인의 심판청구를 기각한다.이           유
7316,전문,12,1.사건의 개요
7316,전문,13,이 사건 기록과 증거자료(서울중앙지방검찰청 2004년 형제94326호 불기소사건 기록)에 의하면 다음과 같은 사실이 인정된다.가.청구인은 2004.8.27.
7316,전문,14,"상해 및 재물손괴의 범죄사실로 인지되었는바, 그 피의사실의 요지는 다음과 같다.청구인은 아파트 경비원으로 근무하던 자인바,"
7316,전문,15,(1)2004.7.27.
7316,전문,16,08:10경 서울 성북구 정릉2동
7316,전문,17,○○
7316,전문,18,"아파트 앞 노상에서 교통정리를 하던 중 피해자 박 ○ 화(여, 53세)가 수신호에 응하지 않는다는 이유로 시비가 되어 말다툼을 하다가 피해자가 “미친놈아”라고 욕을 하자 화가 나서 주먹으로 피해자의 가슴부위를 3～4대, 발로 정강이 부위를 3대 때려 우주관절 염좌 등 약 2주간의 치료를 요하는 상해를 가하고,"
7316,전문,19,"(2)위 (1)항과 같은 일시, 장소에서 피해자의 차량인 서울70모"
7316,전문,20,○○○○
7316,전문,21,"스타렉스 승용차를 정차시키는 과정에서 위 차량의 본네트, 운전석 문짝 등을 주먹으로 쳐서 약 528,000원 상당의 재물을 손괴한 것이다.나.피청구인은 위 피의사건을 조사한 후, 2004.9.30."
7316,전문,22,"청구인에 대하여 기소유예처분을 하였다.다.이에 대하여 청구인은, 피해자에게 상해를 가하거나 피해자의 차량을 손괴한 사실이 없을 뿐만 아니라 오히려 피해자로부터 욕설과 위협을 당하여 파출소에 신고한 사실이 있는데도, 피청구인이 청구인의 범죄혐의를 인정한 다음 기소유예처분을 한 것은 청구인의 행복추구권 및 재판절차진술권을 침해한 것이라고 주장하면서 2004.10.18."
7316,전문,23,위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.2.판단
7316,전문,24,"기록을 자세히 살펴보아도 피청구인이 위 사건에 관하여 현저히 정의와 형평에 반하는 수사를 하였거나, 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 기소유예처분의 결정에 영향을 미친 중대한 잘못이 있었다고 보여지지 아니하며, 달리 피청구인의 위 기소유예처분이 헌법재판소가 관여할 정도의 자의적 처분이라고 볼 자료도 없으므로 이로 말미암아 청구인 주장의 기본권이 침해되었다고 볼 수 없다.3.결론"
7316,전문,25,그렇다면 청구인의 이 사건 심판청구는 이유 없으므로 이를 기각하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.2005.2.24.
7316,전문,26,재 판 장       재 판 관       윤   영   철
7316,전문,27,재 판 관       권        성
7316,전문,28,주 심 재 판 관       김   효   종
7316,전문,29,재 판 관       김   경   일
7316,전문,30,재 판 관       송   인   준
7316,전문,31,재 판 관       주   선   회
7316,전문,32,재 판 관       전   효   숙
7316,전문,33,재 판 관       이   상   경
