결정례일련번호,구분,문장번호,내용
170129,전문,1,사           건          2019헌마895    기소유예처분취소
170129,전문,2,청    구    인          전○○대리인   법무법인 율천
170129,전문,3,담당변호사 황○
170129,전문,4,피  청  구  인          대구지방검찰청 서부지청 검사
170129,전문,5,[주           문]
170129,전문,6,피청구인이 2019.4.29.
170129,전문,7,대구지방검찰청 서부지청 2019년 형제9892호 사건에서 청구인에 대하여 한 기소유예처분은 청구인의 평등권과 행복추구권을 침해한 것이므로 이를 취소한다.[이           유]
170129,전문,8,1.사건개요
170129,전문,9,가.청구인은 2019.4.29.
170129,전문,10,"대구지방검찰청 서부지청 2019년 형제9892호로 피청구인으로부터 임대주택법위반 혐의로 기소유예처분을 받았는바(이하 ‘이 사건 기소유예처분’이라 한다), 피의사실의 요지는 다음과 같다.『청구인은 임대사업자로 등록된 사람이다.공공건설임대주택의 임대사업자는 임대보증금에 관한 보증에 가입하여야 한다.그럼에도 불구하고 청구인은 2018.5.11."
170129,전문,11,○○시 ○○길 (지번 생략)에 있는 ○○아파트 ○ 동 ○호 및 2018.6.8.
170129,전문,12,같은 아파트 □동 □호의 소유권을 각각 취득하여 기존 임대차계약을 승계하였음에도 임대보증금에 관한 보증에 가입하지 아니하였다.』
170129,전문,13,나.이에 청구인은 2019.8.13.
170129,전문,14,이 사건 기소유예처분이 청구인의 행복추구권과 평등권을 침해한다며 이 사건 헌법소원심판을 청구하였다.
170129,전문,15,2.청구인의 주장
170129,전문,16,"청구인은 다른 주택에 대하여 임대사업자로 등록한 사실은 있으나 위 주택들의 임대사업자로는 등록한 바 없어 구 임대주택법 제41조 제2항에 따라 처벌되는 수범자가 아니므로, 피청구인이 청구인에 대하여 기소유예처분을 한 것은 법리오해에 기인한 자의적 처분이다."
170129,전문,17,3.판단
170129,전문,18,가.인정되는 사실
170129,전문,19,"이 사건 기록에 의하면 다음과 같은 사실이 인정된다.(1)○○시 ○○동 (지번 생략)에 있는 □□5차아파트(이하 ‘□□5차’라 한다)는 구 주택법에 따른 국민주택기금의 자금 지원을 받아 건설한, 구 임대주택법(2015.1.6."
170129,전문,20,"법률 제12989호로 개정되고, 2015.8.28."
170129,전문,21,"법률 제13499호로 ‘민간임대주택에 관한 특별법’으로 전부개정되기 전의 것, 이하 ‘구 임대주택법’이라 한다)제2조 제2호의2에 따른 공공건설임대주택이다.청구인은 2018.5.11."
170129,전문,22,"위 아파트 ○ 동 ○호(이하 ‘이 사건 ○ 호 주택’이라 한다)를, 2018.6.8."
170129,전문,23,"위 아파트 □동 □호(이하 ‘이 사건 □호 주택’이라 하고, 이 사건 ○ 호 주택과 합하여 ‘이 사건 주택’이라고 한다)를 각각 유한회사 ○○로부터 매수하였고, 위 각 날짜에 광주지방법원 순천지원 광양등기소 접수 제○○호 및 제□□호로 각각 매매를 원인으로 한 소유권이전등기를 마쳤다."
170129,전문,24,(2)청구인은 2017.6.5.
170129,전문,25,"□□시 □□면 □리 □□로 (지번 생략)에 있는 □□아파트 □동 □호와, □□시 ○○면 ○○리 ○○로 (지번 생략)에 있는 ○○아파트 ○ 동 ○호에 관하여 등록번호(생략)로 임대사업자 등록을 마쳤다.그러나 이 사건 기록상 청구인이 이 사건 주택에 대하여 임대사업자 등록을 하였다고 볼 만한 자료는 없다."
170129,전문,26,(3)광양시장은 2019.1.21.
170129,전문,27,"청구인에게 이 사건 주택은 구 임대주택법에 따른 공공건설임대주택으로서 같은 법 제17조 제1항에 따라 임대보증금에 대한 보증에 가입하여야 하므로 2019.1.31.까지 위 주택에 대한 보증서 사본을 제출하라는 공문을 발송하였다.위 공문에는, ""구 임대주택법 제41조 제2항에 의거 임대보증금에 대한 보증에 가입하여야 하는 임대사업자로서 보증에 가입하지 아니한 자는 3년 이하의 징역 또는 3천만 원 이하의 벌금에 처함을 알려드리니 불이익을 받는 일이 없도록 조속히 가입하여 주시기 바랍니다.""라는 문구가 기재되어 있었다."
170129,전문,28,"(4)청구인이 위 날짜까지 보증서를 제출하지 아니하자, 광양시장은 2019.2.18."
170129,전문,29,청구인을 비롯한 21명을 위 아파트 관련 임대주택법 위반 혐의로 광양경찰서에 고발하였다.
170129,전문,30,나.판단
170129,전문,31,"구 임대주택법에 따르면, 위 법 제2조 제2호의2에 따른 공공건설임대주택의 임대사업자는 임대보증금에 관한 보증에 가입하여야 하며(제17조 제1항 본문, 같은 법 시행령 제14조 제1항), 위 조항에 따라 임대보증금에 대한 보증에 가입하여야 하는 임대사업자로서 보증에 가입하지 아니한 자는 3년 이하의 징역 또는 3천만 원 이하의 벌금에 처해진다(제41조 제2항)."
170129,전문,32,"여기서 ""임대사업자""란 국가, 지방자치단체, 한국토지주택공사, 지방공사, 구 임대주택법 제6조에 따라 주택임대사업을 하기 위하여 등록한 자 또는 같은 법 제7조에 따라 설립된 임대주택조합을 말한다(제2조 제4호)."
170129,전문,33,일정한 호수(戶數) 이상의 주택을 임대하려는 자는 특별자치도지사·시장·군수 또는 구청장에게 등록을 신청할 수 있다(구 임대주택법 제6조 제1항).
170129,전문,34,"임대사업자로 등록하려면 임대를 하려는 주택의 매입계약서(해당 주택의 소유권을 확보한 자는 제외한다)를 첨부하여 임대사업자 등록신청서를 제출하여야 하고, 임대사업자 등록신청서를 제출받은 관할 관청은 임대하려는 주택의 등기사항증명서를 확인하여야 한다(구 임대주택법 시행령 제8조, 같은 법 시행규칙 제3조)."
