결정례일련번호,구분,문장번호,내용
16355,전문,1,사      건       2011헌마392  기소유예처분취소
16355,전문,2,청  구  인       최 ○ 화
16355,전문,3,피청구인      수원지방검찰청 안산지청 검사
16355,전문,4,주      문
16355,전문,5,이 사건 심판청구를 각하한다.
16355,전문,6,이      유
16355,전문,7,1.사건의 개요
16355,전문,8,청구인은 2009.1.14.
16355,전문,9,광명시 ○○동 소재 주차장에서 승용차 1대를 절취하였다는 혐의로 2009.2.23.
16355,전문,10,"수원지방검찰청 안산지청 검사로부터 기소유예처분을 받았다(수원지방검찰청 안산지청 2009년 형제7268호, 이하 ‘이 사건 기소유예처분’이라 한다)."
16355,전문,11,이에 청구인은 2011.7.16.
16355,전문,12,혐의없음을 주장하며 위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
16355,전문,13,2.판 단
16355,전문,14,"헌법재판소법 제68조 제1항의 헌법소원은 다른 법률에 의한 구제절차가 없는 경우에는 그 사유가 있음을 안 날부터 90일 이내, 그 사유가 있는 날부터 1년 이내에 청구하여야 한다(헌법재판소법 제69조 제1항 본문)."
16355,전문,15,또한 90일의 기간과 1년의 기간을 모두 준수하여야 적법한 청구가 되는 것이고 그 중 어느 하나라도 경과하면 부적법한 청구가 된다(헌재 2004.4.29.
16355,전문,16,2004헌마93 참조).
16355,전문,17,"살피건대, 이 사건 기소유예처분으로 인한 기본권 침해 사유가 발생한 날은 이 사건 기소유예처분이 있었던 2009.2.23.이라고 할 것이다.그런데 청구인은 그로부터 1년이 경과된 후임이 역수상 명백한 2011.7.16."
16355,전문,18,"이 사건 심판청구를 하였으므로, 이 사건 심판청구는 헌법재판소법 제69조 제1항의 청구기간이 경과된 후에 제기된 것으로서 부적법하다."
16355,전문,19,3.결 론
16355,전문,20,그렇다면 이 사건 심판청구는 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
16355,전문,21,2011.8.9.
