결정례일련번호,구분,문장번호,내용
164683,전문,1,사      건      2002헌마253   헌법소원각하결정취소
164683,전문,2,청  구  인      김 ○ 수
164683,전문,3,[주           문]
164683,전문,4,이 사건 심판청구를 각하한다.[이           유]
164683,전문,5,1.사건의 개요
164683,전문,6,가.청구인은 2001.5.19.
164683,전문,7,"서울지방검찰청 서부지청에 경찰공무원 임 ○ 식을 직권남용감금죄로 고소하였고(2001년 형제19141호), 서울지방검찰청 서부지청 검사는 같은 해 6.25.혐의없음이 명백하다는 이유로 각하의 불기소처분을 하였으며, 청구인은 이에 불복하여 같은 해 7.4.서울고등법원에 재정신청을 하였으나(2001초263호) 같은 해 9.14.기각되었다."
164683,전문,8,나.청구인은 2001.10.31.
164683,전문,9,"서울지방검찰청 서부지청에 검사 박○ ○ 홍○을 직권남용죄 등으로 고소하였고(2001년 형제47032호), 서울지방검찰청 서부지청 검사는 같은 해 11.15.혐의없음이 명백하다는 이유로 각하의 불기소처분을 하였으며, 청구인은 이에 불복하여 같은 해 11.23.서울고등법원에 재정신청을 하였으나(2001초409호) 2002.3.8."
164683,전문,10,기각되었다.
164683,전문,11,다.이에 청구인은 2002.3.25.
164683,전문,12,"위  2001년 형제19141호 사건 및 2001년 형제47032호 사건에 대한 서울지방검찰청 서부지청 검사의 위 불기소처분으로 인하여 헌법상 보장된 청구인의 평등권 및 재판절차진술권을 침해받았다고 주장하면서 헌법소원심판을 청구하였고, 헌법재판소 제3지정재판부는 4.9.청구인의 위 심판청구는 청구인이 이 사건 심판대상인 각 불기소처분에 대하여 서울고등법원에 재정신청을 하였다가 기각결정을 받고 그 재판이 확정된 후, 재정신청의 대상으로 삼았던 위 직권남용감금 내지 직권남용의 점에 대한 불기소처분의 취소를 구하고 있을 뿐, 법원의 재판에 대하여는 심판청구를 하고 있지 아니함이 명백하므로, 이 사건 헌법소원심판청구가 부적법하다는 이유로 각하결정(2002헌마203)을 하였다."
164683,전문,13,라.이에 청구인은 위 2002헌마203 불기소처분취소 사건에 대한 헌법재판소의 각하결정이유가 부적법하므로 위 각하결정을 취소하고 다시 심판을 해 달라며 이 사건 헌법소원심판을 청구하였다.
164683,전문,14,2.판단
164683,전문,15,헌법재판소의 결정에 대하여는 원칙적으로 불복신청이 허용되지 아니하고(헌재 1994.12.29.
164683,전문,16,"92헌아1, 판례집 6-2, 538; 헌재 1994.12.29."
164683,전문,17,"92헌아2, 판례집 6-2, 543 등 참조), 또 헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없는 것이다(헌법재판소법 제39조)."
164683,전문,18,그런데 청구인의 주장에 의하면 이 사건 심판청구는 실질적으로 헌법재판소의 위 2002헌마203 결정에 대한 단순한 불복소원에 불과하다고 할 것이다.따라서 이 사건 심판청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 관여재판관 전원의 일치된 의견으로 이를 각하하기로 하여 주문과 같이 결정한다.
