결정례일련번호,구분,문장번호,내용
146367,전문,1,[당 사 자]
146367,전문,2,청 구 인 계 ○ 일
146367,전문,3,피청구인 인천지방검찰청 검사
146367,전문,4,[주 문]
146367,전문,5,이 사건 심판청구를 각하한다.[이 유]
146367,전문,6,1.청구인의 주장은 다음과 같다.청구인은 1985.3.4.부터 1987.7.1.
146367,전문,7,"까지 (주)○○ 기기공업에서 2년 4개월동안 무역업무를 담당하였는데, 청구외 조 ○ 채는 당초 약속한 급여 50만엔을 지급하지 않고 300,000만원밖에 지급하지 아니하여 대검찰청에 민원서를 제출하였으나 1998.11.26."
146367,전문,8,"인천지방검찰청으로부터 청구인의 진정은 1990.7.15.자로 공소시효가 완성되어 ""공소권없음"" 종결한다는 통지를 받았다.피청구인이 위 진정사건에 대하여 종결처리한것은 청구인의 헌법상 귄리를 침해 한 것이므로 그 취소를 구하기 위하여 이 사건 헌법소원심판청구에 이르렀다."
146367,전문,9,"2.이 사건 헌법소원심판청구는 피청구인의 진정종결처분을 대상으로 하고 있는 것인 바, 이른바 진정사건에 있어서의 종결처분이란 수사기관의 내부적 사건처리방식에 불과한 것으로 그 종결처분과 관계없이 진정인은 다시 고소나 고발을 할 수도 있는 것이어서 그 종결처분이 진정인의 권리행사에 영향을 미치는 것은 아니라고 할 것이므로 이를 헌법소원의 대상이 되는 공권력의 행사라고 할 수는 없다( 헌재 1998.1.13."
146367,전문,10,98헌마2 등 참조).
146367,전문,11,"3.그렇다면, 청구인의 이 사건 청구는 부적법하고 그 흠결을 보정할 수 없는 것이므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
