결정례일련번호,구분,문장번호,내용
149447,전문,1,사 건 2018헌마926 기소유예처분취소
149447,전문,2,청 구 인 손 ○ 희
149447,전문,3,"대리인 변호사 조○, 정○"
149447,전문,4,피 청 구 인 서울중앙지방검찰청 검사
149447,전문,5,[주 문]
149447,전문,6,이 사건 심판청구를 각하한다.[이 유]
149447,전문,7,1.사건개요
149447,전문,8,가.피청구인은 2018.7.16.
149447,전문,9,"서울중앙지방검찰청 2018년 형제56905호 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)사건에서 청구인에 대하여 기소유예처분(이하 ‘이 사건 기소유예처분’이라 한다)을 하였는바, 그 피의사실의 요지는 다음과 같다.『청구인은 2018.6.19."
149447,전문,10,"15:55경 서울 종로구 대학로 120 지하철 4호선 혜화역을 출발하여 한성대입구역 방면으로 진행하는 전동차 안에서 흰색 민소매 티셔츠에 체크무늬 치마를 입고 전동차 안에 서 있던 피해자 김 ○ 인(여, 23세)의 가슴 부위 등을 휴대폰 카메라를 이용하여 촬영하였다.이로써 청구인은 성적 수치심을 유발할 수 있는 피해자의 가슴을 그 의사에 반하여 촬영하였다.』"
149447,전문,11,나.이에 청구인은 2018.9.10.
149447,전문,12,이 사건 기소유예처분이 청구인의 평등권과 행복추구권을 침해하였다고 주장하며 그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
149447,전문,13,2.판단
149447,전문,14,검사가 불기소처분을 한 사건을 재기하여 수사하는 경우 원래의 불기소처분은 그 효력을 잃게 되므로 그 원래의 불기소처분에 대한 헌법소원심판청구는 권리보호의 이익이 없어 부적법하다(헌재 2009.12.29.
149447,전문,15,2009헌마511; 헌재 2017.5.25.
149447,전문,16,2015헌마1139 참조).
149447,전문,17,"그런데 기록에 의하면, 피청구인은 이 사건 기소유예처분에 대하여 이 사건 심판청구 후인 2018.9.18."
149447,전문,18,서울중앙지방검찰청 2018년 형제79527호로 위 사건을 재기하여 2018.10.15.
149447,전문,19,"청구인을 성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)죄로 약식명령을 청구한 사실이 인정된다.이처럼 기소유예처분을 한 사건이 재기되어 피청구인이 새로운 처분을 한 이상, 이전에 행하여진 이 사건 기소유예처분은 이미 그 효력을 상실하였다 할 것이므로, 위 기소유예처분의 취소를 구하는 이 사건 심판청구는 더 이상 권리보호이익이 없어 부적법하다."
149447,전문,20,3.결론
149447,전문,21,그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
