결정례일련번호,구분,문장번호,내용
133400,전문,1,사      건      2008헌마580  기소유예처분취소
133400,전문,2,청  구  인      이 ○ 주
133400,전문,3,대리인 법무법인 동인
133400,전문,4,"담당변호사 홍○, 김○"
133400,전문,5,피청구인     서울서부지방검찰청 검사
133400,전문,6,주           문
133400,전문,7,청구인의 심판청구를 기각한다.
133400,전문,8,이           유
133400,전문,9,1.사건의 개요
133400,전문,10,"가.서대문보건소장은 2008.6.2.경 청구인을 의료기기법위반 혐의로 수사기관에 고발하였고, 이에 대하여 피청구인은 서울서부지방검찰청 2008형제26652호로 사건을 수사한 끝에 2008.6.23."
133400,전문,11,"청구인에 대하여 기소유예의 불기소처분을 하였는바, 그 피의사실의 요지는 ""피의자는 2008.3.31.부터 2008.5.21.까지 ‘안면상의 주름의 비침습적 치료에 사용하는 기구’로 품목허가를 받은 의료용 전기소작기(일명:써마지리프트)를 여드름 및 여드름 흉터 치료가 가능하다고 광고를 함으로써 품목허가를 받지 아니한 의료기기의 명칭, 제조방법, 성능이나 효능 및 효과에 관한 광고를 하여 의료기기법 제23조 제2항 제5호를 위반하였다.""는 것이다.나.이에 청구인은 2008.9.19."
133400,전문,12,위 의료용 전기소작기를 사용한 시술법이 여드름 및 여드름 흉터 치료에 효과가 있다고 광고하는 것은 위 의료기기법 조항을 위반한 행위가 아니어서 범죄 혐의가 없으므로 위 기소유예처분은 취소되어야 한다고 주장하면서 2008.9.19.
133400,전문,13,이 사건 헌법소원심판을 청구하였다.다.그런데 피청구인은 이 사건 심판이 청구된 후인 2008.10.28.
133400,전문,14,위 서울서부지방검찰청 2008형제26652호 사건을 2008형제49220호 사건으로 재기하여 같은 날 청구인에 대해 혐의없음의 불기소처분을 하였다.2.판 단
133400,전문,15,헌법소원심판은 공권력의 행사 또는 불행사로 말미암아 헌법상 보장된 기본권을 침해받은 경우 그 기본권침해의 원인이 된 공권력의 행사를 취소하거나 그 불행사가 위헌임을 확인함으로써 기본권을 침해받은 자의 구제를 그 목적으로 하는 제도이다.따라서 청구인이 헌법소원심판을 청구한 후에 기본권침해의 원인이 된 공권력 행사가 취소되거나 새로운 공권력의 행사 등 사정변경으로 말미암아 기본권 침해행위가 이미 배제되어 청구인이 더 이상 기본권을 침해받고 있지 아니하게 된 때에는 청구인의 기본권침해를 구제하기 위한 권리보호이익이 없으므로 헌법소원심판 청구는 원칙적으로 부적법하게 된다(헌재 1993.11.25.
133400,전문,16,"92헌마169, 판례집 5-2, 489, 492 참조)."
133400,전문,17,"한편, 청구인이 헌법소원심판 청구를 통해 달성하고자 하는 주관적 목적이 이미 달성된 경우에도 심판대상의 위헌 여부를 가릴 실익이 없으므로 심판의 이익을 인정할 수 없다(헌재 1997.3.27."
133400,전문,18,"93헌마251, 판례집 9-1, 366, 370 등 참조)."
133400,전문,19,"이 사건에 관하여 보건대, 청구인은 이 사건 기소유예처분을 취소하고 혐의없음의 불기소처분을 받고자 이 사건 심판을 청구하였는바, 청구인이 이 사건 심판을 청구한 후인 2008.10.28."
133400,전문,20,피청구인 스스로 이 사건 기소유예처분을 서울서부지방검찰청 2008형제49220호로 재기하여 혐의없음의 불기소처분을 결정함으로써 이 사건 기소유예처분은 이제 실효되었을 뿐 아니라 청구인이 그 취소를 통해 구하고자 한 혐의없음의 불기소처분이 내려졌으므로 청구인이 헌법소원심판을 통해 구하고자 하는 주관적 목적이 달성되었다고 할 것이다(헌재 2005.9.29.
133400,전문,21,2005헌마487 참조).
133400,전문,22,3.결 론
133400,전문,23,그렇다면 이 사건 심판청구는 권리보호이익을 인정할 수 없어 부적법하므로 이를 각하하기로 하여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
133400,전문,24,2009.4.30.
133400,전문,25,재판장    재판관  이○        이○
133400,전문,26,───────────────
133400,전문,27,재판관  이○        이○
133400,전문,28,───────────────
133400,전문,29,재판관  조○        조○
133400,전문,30,───────────────
133400,전문,31,재판관  김○        김○
133400,전문,32,───────────────
133400,전문,33,재판관  김○        해외출장으로 서명날인 불능
133400,전문,34,───────────────
133400,전문,35,재판장      이○
133400,전문,36,재판관
133400,전문,37,───────────────
133400,전문,38,재판관  민○        민○
133400,전문,39,───────────────
133400,전문,40,재판관  이○      이○
133400,전문,41,────────────────
133400,전문,42,재판관  목○        목○
133400,전문,43,───────────────
133400,전문,44,재판관  송○        송○
133400,전문,45,───────────────
