결정례일련번호,구분,문장번호,내용
153729,전문,1,사 건 2002헌마169 공권력행사 등 위헌확인
153729,전문,2,청 구 인 김 ○ 기
153729,전문,3,[주 문]
153729,전문,4,이 사건 심판청구를 각하한다.[이 유]
153729,전문,5,1.사건의 개요와 심판의 대상
153729,전문,6,"(1)청구인은 2001.5.18.경 청구외 유 ○ 조 경영의 ○○호프집에 침입하여 피해자 유 ○ 조를 주먹과 발로 때리고 맥주병을 집어들어 위협하며 반항을 억압한 뒤 피해자의 가방을 강취하고, 피해자의 옷을 벗긴 뒤 강간하려 하였으나 피해자가 도망감으로써 미수에 그친 혐의로 2001.6.1."
153729,전문,7,구속 기소되었다.그 후 서울지방법원(2001고합185)은 2001.8.31.
153729,전문,8,"강도상해죄, 강간미수죄 및 점유이탈물횡령죄로 청구인에게 징역 4년을 선고하였고, 청구인이 서울고등법원(2001노2298)에 항소하자, 서울고등법원은 2001.12.18."
153729,전문,9,"청구인에게 징역 3년6월을 선고하였으며, 청구인이 대법원(2001도7086)에 상고하였으나, 대법원이 2002.2.26."
153729,전문,10,상고기각판결을 내림으로써 청구인에 대한 형이 확정되었다.
153729,전문,11,"(2)그런데 청구인은 피해자인 유 ○ 조에 대한 상해진단서와 진료내역서에 기재된 상해날자는 2001.5.17.인 반면에, 위 피해자 진술조서에 기재된 사건일자는 2001.5.18.이어서 상해일자와 사건일자가 서로 맞지 아니함에도 이러한 중대한 사실을 오인하고, 또한 위 피해자를 구타하지 않고 범죄를 저지르지 않았음에도 피해자의 거짓진술과 진단서에만 의존한 채 강도상해죄 등을 적용하여, 청구인에게 유죄를 선고한 위 법원들의 판결은 위헌이라고 주장하며, 위 판결의 취소를 구하기 위하여 2002.3.8."
153729,전문,12,이 사건 헌법소원심판을 청구하였다.
153729,전문,13,"(3)그러므로 이 사건의 심판대상은 청구인에 대하여 유죄를 선고한 위 서울지방법원의 판결(2001고합185), 위 서울고등법원의 판결(2001노2298)및 위 대법원의 판결(2001도7086)이 헌법에 위반되는지 여부이다."
153729,전문,14,2.판단
153729,전문,15,"헌법재판소법 제68조 제1항 본문에 의하면 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 1997.12.24."
153729,전문,16,"96헌마172 등, 판례집 9-2, 842, 862)."
153729,전문,17,"그런데 이 사건에서 청구인이 심판청구의 대상으로 주장하는 위 법원들의 판결은 위에서 본 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니함이 분명하므로 그 판결의 취소를 구하는 이 사건 심판청구는 허용될 수 없는 것이어서 부적법하다.그렇다면 이 사건 심판청구는 헌법소원의 대상이 될 수 없는 법원의 재판을 대상으로 한 것으로서 부적법하므로, 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
