결정례일련번호,구분,문장번호,내용
145183,전문,1,사 건 2017헌마1358 조사기간 일부 불산입 위헌확인
145183,전문,2,청 구 인 박 ○ 기
145183,전문,3,피 청 구 인 ○○교도소장
145183,전문,4,[주 문]
145183,전문,5,이 사건 심판청구를 각하한다.[이 유]
145183,전문,6,1.사건개요
145183,전문,7,"청구인은 ○○교도소에 수용 중인데, 2017.12.7."
145183,전문,8,"금치 9일(조사기간 8일), 2017.12.14."
145183,전문,9,"금치 13일(조사기간 3일)의 징벌을 부과받았다.피청구인은 위 징벌처분을 하면서, 징벌대상행위 조사를 위하여 청구인을 조사거실에 수용하여 처우를 제한한 기간인 8일 및 3일 중 일부인 4일 및 2일만을 징벌기간에 산입하였다.청구인은 수형자에 대하여 징벌대상행위의 조사기간 전부를 징벌기간에 산입하지 아니하는 것은 위헌이라고 주장하며 2017.12.21."
145183,전문,10,이 사건 헌법소원심판을 청구하였다.
145183,전문,11,2.판단
145183,전문,12,가.수형자에 대한 징벌대상행위의 조사를 위하여 처우를 제한한 기간의 징벌기간 산입은 ‘형의 집행 및 수용자의 처우에 관한 법률 시행규칙’(2008.12.19.
145183,전문,13,"법무부령 제655호로 제정된 것)제220조 제3항에 규정되어 있다.청구인은 자신에 대한 교도소장의 구체적 징벌처분을 다투기보다는 징벌 조사를 위하여 수형자가 조사거실에 수용된 기간 전부를 징벌기간에 산입하지 않는 것을 다투는 것이므로, 결국 청구인의 주장은 위 조항의 위헌성을 다투는 것이다.그런데 위 조항은 징벌대상행위에 대한 조사기간 중 처우를 제한한 경우에는 처우를 제한한 기간의 전부 또는 일부를 징벌기간에 포함할 수 있다고 규정하여, 구체적 집행행위인 조사기간의 징벌기간 산입처분을 예정하고 있다.조사기간의 징벌기간 산입은 산입 여부 및 산입되는 기간에 대한 재량이 주어지는 재량행위로서 집행기관인 교도소장의 재량권의 행사에 의하여 비로소 이루어지고 현실화된다.따라서 위 조항에 대한 심판청구는 기본권침해의 직접성 요건을 갖추지 못하였다."
145183,전문,14,"나.설령 청구인의 주장을 피청구인의 징벌처분을 다투는 것으로 보더라도, 헌법소원은 다른 법률에 구제절차가 있는 경우에는 그 절차를 모두 거친 후에 심판청구를 하여야 하는데(헌법재판소법 제68조 제1항 단서), 청구인은 피청구인이 조사기간 전부를 징벌기간에 산입하지 아니한 징벌처분에 대하여 행정심판을 청구하거나 행정소송을 제기하여 다툴 수 있음에도 그와 같은 구제절차를 거치지 아니하였다.따라서 이 사건 심판청구는 보충성 요건을 갖추지 못하였다."
145183,전문,15,3.결론
145183,전문,16,이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
