결정례일련번호,구분,문장번호,내용
139585,전문,1,사 건 2009헌아163 형사소송법 제246조 위헌확인 등(재심)청 구 인 김 ○ 호
139585,전문,2,재심대상결정 헌법재판소 2009.10.13.
139585,전문,3,2009헌아140 결정
139585,전문,4,주 문
139585,전문,5,이 사건 심판청구를 각하한다.
139585,전문,6,이 유
139585,전문,7,청구인은 헌법재판소 2009.10.13.
139585,전문,8,"2009헌아140 결정의 취소를 구하는 내용의 이 사건 심판청구를 하였다.청구인이 기재한 청구이유를 살펴보면, 어떠한 재심사유도 적시하지 아니한 채 위 결정이 부당함을 주장하고 있을 뿐이므로, 이는 위 결정에 대한 단순한 불복소원에 불과하다 할 것이다.따라서, 헌법재판소법 제39조의 일사부재리 원칙에 따라 이 사건 심판청구를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
139585,전문,9,2009.10.27.
139585,전문,10,재판장      재판관    이○        이○
139585,전문,11,───────
139585,전문,12,재판관    김○          김○
139585,전문,13,───────
139585,전문,14,재판관    송○          송○
139585,전문,15,───────
