결정례일련번호,구분,문장번호,내용
54410,전문,1,사 건 2017헌바148 특정범죄 가중처벌 등에 관한 법률 제4조제1항 위헌소원
54410,전문,2,청 구 인 장 ○ 영
54410,전문,3,대리인 법무법인 세종
54410,전문,4,"담당 변호사 이○, 정○"
54410,전문,5,당 해 사 건 대법원 2016도17825 특정범죄가중처벌등에관한법률위반(뇌물)[주 문]
54410,전문,6,이 사건 심판청구를 각하한다.[이 유]
54410,전문,7,1.사건개요
54410,전문,8,"가.청구인은 농업협동조합중앙회(이하 ‘농협중앙회’라고 한다)축산경제부 소속으로 주식회사 농협사료(이하 ‘농협사료’라고 한다)에 파견되어 2007.3.경부터 2008.12.경까지 및 2010.2.경부터 2013.12.경까지 각 농협사료 품질관리부 부장으로 근무하면서 사료에 들어갈 원료, 부원료, 사료첨가제의 배합비율 결정 등의 업무를 담당하는 과정에서 2013.10.말경 또는 같은 해 11.초순경 자신의 주거지인 서울 송파구 ○○동 ○○아파트 후문 부근에서 김 ○ 배를 통하여 농협사료에 ‘프로솔’ 등의 사료첨가제를 납품하고 있는 사료업체 ○○의 운영자 류 ○ 희로부터 ‘프로솔’의 납품 및 납품물량 증대 등의 대가로 현금 3억 원을 교부받아 공무원으로 의제되는 농협중앙회 간부직원으로서 그 직무에 관하여 뇌물을 수수하였다는 특정범죄 가중처벌 등에 관한 법률 위반죄의 범죄사실로 2016.5.12."
54410,전문,9,"징역 6년 및 벌금 3억 원, 추징금 3억 원을 선고받았다(서울중앙지방법원 2015고합1117)."
54410,전문,10,나.이에 청구인은 항소하였으나 2016.10.14.
54410,전문,11,"항소가 기각되었으며(서울고등법원 2016노1468), 다시 상고하였으나 2017.1.25."
54410,전문,12,상고가 기각되었다(대법원 2016도17825).
54410,전문,13,다.청구인은 상고심 계속 중인 2016.12.29.
54410,전문,14,특정범죄 가중처벌 등에 관한 법률 제4조 제1항의 ‘공무원’에 해당 기관 또는 단체로 의제되지 않는 자회사에 파견되어 자회사 업무만을 행하는 간부직원이 포함되는 것으로 해석하는 한 헌법에 위반된다는 취지의 위헌법률심판 제청신청(대법원 2016초기1139)을 하였으나 2017.1.25.
54410,전문,15,각하되자 2017.2.28.
54410,전문,16,헌법재판소법 제68조 제2항에 의한 이 사건 헌법소원심판을 청구하였다.
54410,전문,17,2.판단
54410,전문,18,"한정위헌결정을 구하는 헌법소원심판청구는 원칙적으로 적법하다.그러나 재판소원을 금지하는 헌법재판소법 제68조 제1항의 취지에 비추어, 개별ㆍ구체적 사건에서 단순히 법률조항의 포섭이나 적용의 문제를 다투거나, 의미 있는 헌법문제에 대한 주장 없이 단지 재판결과를 다투는 헌법소원 심판청구는 허용되지 않는다(헌재 2012.12.27."
54410,전문,19,2011헌바117 참조).
54410,전문,20,"청구인은 형식적으로는 특정범죄 가중처벌 등에 관한 법률 제4조 제1항에 대한 한정위헌결정을 구하는 취지로 주장하고 있으나, 위와 같은 청구인의 이 사건 주장은 실질적으로 개별적ㆍ구체적 사건에서의 법률조항의 단순한 포섭ㆍ적용 또는 재판결과를 다투는 것에 불과하므로 현행의 규범통제제도에 어긋나는 것으로서 허용될 수 없다."
54410,전문,21,3.결론
54410,전문,22,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 의하여 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
