결정례일련번호,구분,문장번호,내용
132816,전문,1,사      건      2009헌마145  미결구금일수 불산입 위헌확인
132816,전문,2,청  구  인      신 ○ 훈
132816,전문,3,주           문
132816,전문,4,이 사건 심판청구를 각하한다.
132816,전문,5,이           유
132816,전문,6,청구인은 2008.4.16.
132816,전문,7,"서울중앙지방법원에서 사기죄로 징역 1년을 선고[2008고단586, 1322(병합)]받고 항소를 거쳐 2008.7.2."
132816,전문,8,대법원에 상고를 제기하였다가 2008.9.4.
132816,전문,9,"상고를 취하함으로써 징역 1년형이 확정되었다.그런데 청구인은 자신이 상고를 제기한 때부터 그 상고를 취하할 때까지의 미결구금일수가 전혀 본형에 산입되지 않았다며, 이러한 경우에 미결구금일수를 본형에 산입토록 규정하고 있지 않은 형사소송법 제482조가 평등권 및 신체의 자유를 침해하여 헌법에 위반된다고 주장하며 2009.3.6."
132816,전문,10,이 사건 헌법소원심판을 청구하였다.그러나 형사소송법 제482조는 상소제기후 판결선고전의 구금일수 등의 산입을 규정하고 있는 조항으로 청구인에 대한 기본권 침해는 이 조항에 의해 직접 발생하는 것이 아니라 미결구금일수의 법정통산에 관한 검사의 처분이 포함된 검사의 형집행처분이라는 별도의 구체적 집행행위를 매개로 하여 발생하는 것(헌재 2008.7.31.
132816,전문,11,"2006헌마704, 공보 142, 1144; 헌재 2004.11.25."
132816,전문,12,"2003헌마819, 공보 99, 1317 등 참조)이고 이에 대해서는 법원에 이의신청을 통해 다툴 수 있다(형사소송법 제489조)."
132816,전문,13,그렇다면 위 법률조항 자체에 대한 이 사건 심판청구는 기본권침해의 직접성 요건이 결여되어 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
132816,전문,14,2009.4.14.
132816,전문,15,재판장    재판관  이○      이○
132816,전문,16,재판관  김○        김○
132816,전문,17,재판관  송○        송○
