결정례일련번호,구분,문장번호,내용
148699,전문,1,사○ 건 2018헌마816 형법 제311조 위헌확인
148699,전문,2,청 구 인 김 ○ 철
148699,전문,3,[주 문]
148699,전문,4,이 사건 심판청구를 각하한다.[이 유]
148699,전문,5,1.사건개요
148699,전문,6,택시운전사인 청구인은 2018.8.6.
148699,전문,7,"술에 취한 승객이 심한 욕설을 하자 경찰에 신고하였고, 경찰서에서 승객을 모욕죄로 고소하려고 하자 경찰로부터 공연성이 없으면 모욕죄가 성립하기 어렵다는 말을 들었다.청구인은 2018.8.7."
148699,전문,8,함부로 욕을 하면 처벌을 받도록 형법 제311조가 바뀌어야 한다는 취지의 이 사건 헌법소원심판을 청구하였다.
148699,전문,9,2.판단
148699,전문,10,"헌법재판소법 제68조 제1항에 의한 헌법소원의 청구인은 자신의 기본권에 대한 공권력 주체의 침해행위가 위헌적임을 구체적이고 명확하게 주장하여야 하고, 그와 같이 기본권 침해의 가능성을 확인할 수 있을 정도로 구체적인 주장을 하지 아니하고 막연하고 모호한 주장만을 하는 경우 그 헌법소원은 부적법하다(헌재 2005.2.3."
148699,전문,11,2003헌마544등 참조).
148699,전문,12,"비록 청구인이 모욕죄의 구성요건으로 ‘공연성’을 규정한 형법 제311조가 청구인의 기본권을 침해하였다고 주장하고 있으나, 청구인의 실질적인 주장은 형법 제311조에 근거하여 자신을 모욕한 자를 고소장을 작성하는 과정에서 공연성이 없으면 형법 제311조가 적용되지 않는다는 말을 들었다는 것일 뿐, 위 조항에 의하여 어떻게 헌법에서 정한 기본권을 침해하는지에 관한 구체적인 주장이 없으므로, 이 사건 심판청구는 형법 제311조 자체의 위헌성을 구체적으로 다투는 것이라고 볼 수 없다."
148699,전문,13,3.결론
148699,전문,14,이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하한다.
