결정례일련번호,구분,문장번호,내용
150616,전문,1,사 건 2019헌마276 재항고기각결정취소
150616,전문,2,청 구 인 강 ○ 범
150616,전문,3,피 청 구 인 대검찰청 검사
150616,전문,4,[주 문]
150616,전문,5,이 사건 심판청구를 각하한다.[이 유]
150616,전문,6,1.사건개요
150616,전문,7,"피의자 이 ○ 기는 혈액종양내과 암 전문의이다.피의자는 2016.9.30.부터 2016.11.말경 및 2017.1.9.부터 2017.2.14까지 김 ○ 례 대장암 환자를 치료하면서, 김 ○ 례의 아들인 청구인의 요청에 불구하고 ‘에스비주사제’를 투여하지 않았고, 김 ○ 례는 2017.8.29.에 사망하였다.이에 청구인은 피의자를 업무상과실치사죄로 고소하였고, 수원지방검찰청 안양지청 검사는 2018.5.11."
150616,전문,8,불기소처분하였다(2018.5.11.
150616,전문,9,"수원지방검찰청 안양지청 2018형제9호, 이하 ‘이 사건 불기소처분’이라 한다)."
150616,전문,10,청구인은 서울고등검찰청에 항고하였으나 2018.7.17.
150616,전문,11,"기각되었고(2018 고불항 제7461호), 대검찰청에 재항고하였으나 2019.2.26."
150616,전문,12,"기각되었다(2018 대불재항 제1032호, 이하 ‘이 사건 재항고기각결정’이라 한다)."
150616,전문,13,청구인은 2019.3.11.에 이 사건 재항고기각결정의 취소를 구하는 헌법소원심판을 청구하였다.
150616,전문,14,2.판단
150616,전문,15,"헌법재판소법 제40조에 의하여 준용되는 행정소송법 제19조에 규정된 이른바 ‘원처분주의’의 취지에 비추어 보면, 검사의 불기소처분에 불복하여 검찰청법에 의한 항고 및 재항고를 거쳐 헌법소원심판을 청구하는 경우에는 그 항고 또는 재항고 결정 자체에 고유한 위법이 있음을 이유로 내세우는 경우가 아니면 원래의 불기소 결정이 아닌 그 항고 또는 재항고 결정에 대한 헌법소원심판을 청구할 수 없다(헌재 1993.5.13."
150616,전문,16,91헌마213; 헌재 2018.3.6.
150616,전문,17,2018헌마170 참조).
150616,전문,18,"그런데 청구인은 검사가 부실 수사를 하고 항암치료제의 효과를 잘못 판단하였다는 취지의 주장을 할 뿐 이 사건 재항고기각 결정 자체에 대하여 고유한 위법사유를 내세우고 있지 않다.설령 청구인이 이 사건 불기소처분을 다투는 것으로 선해하더라도, 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 다른 법률에 구제절차가 있는 경우 그 절차를 모두 거친 후가 아니면 헌법소원심판을 청구할 수 없다(헌법재판소법 제68조 제1항)."
150616,전문,19,"고소권자로서 고소를 한 자는 검사로부터 공소를 제기하지 아니한다는 통지를 받은 때에는 그 검사 소속의 지방검찰청 소재지를 관할하는 고등법원에 그 당부에 관한 재정을 신청할 수 있다(형사소송법 제260조 제1항, 제2항)."
150616,전문,20,그럼에도 청구인이 고등법원에 재정신청을 하는 방법으로 권리구제 절차를 거쳤다고 인정할 자료가 없으므로 이 사건 헌법소원 심판청구는 보충성 요건을 갖추지 못하였다.
150616,전문,21,3.결론
150616,전문,22,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 전문, 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
