결정례일련번호,구분,문장번호,내용
157949,전문,1,사  건○  2020헌마628 재판취소
157949,전문,2,청 구 인  배○○○
157949,전문,3,[주  문]
157949,전문,4,이 사건 심판청구를 각하한다.[이  유]
157949,전문,5,1.사건개요
157949,전문,6,청구인은 2015.11.26.
157949,전문,7,"마약류관리에관한법률위반(향정)등의 혐의로 징역 8년의 유죄판결을 선고받고[창원지방법원 진주지원 2015고합88, 2015고합102(병합)], 항소하였으나[부산고등법원(창원)2015노397] 기각되었고, 이에 대한 상고(대법원 2016도8858)역시 기각되어 위 판결이 확정되었다.이에 청구인은 2020.4.24."
157949,전문,8,"위 창원지방법원 진주지원 2015고합88, 2015고합102(병합)판결의 취소를 구하는 취지의 이 사건 헌법소원심판을 청구하였다."
157949,전문,9,2.판단
157949,전문,10,"헌법재판소법 제68조 제1항 본문에 의하면 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대해서만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2016.4.28."
157949,전문,11,2016헌마33 참조).
157949,전문,12,"그런데 청구인이 다투고 있는 위 판결은 헌법소원심판의 대상이 될 수 있는 예외적인 재판에 해당하지 아니하므로, 이 사건 심판청구는 허용될 수 없다."
157949,전문,13,3.결론
157949,전문,14,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
