결정례일련번호,구분,문장번호,내용
8129,전문,1,헌   법   재   판   소
8129,전문,2,결         정
8129,전문,3,사      건      2003헌마868     기소유예처분취소
8129,전문,4,청  구  인      사 ○ 백
8129,전문,5,국선대리인  변호사  이 상 원
8129,전문,6,피청구인
8129,전문,7,서울중앙지방검찰청 검사
8129,전문,8,주           문
8129,전문,9,청구인의 심판청구를 기각한다.
8129,전문,10,이           유
8129,전문,11,1.사건의 개요
8129,전문,12,이 사건 기록과 증거자료(서울지방검찰청 2003년 형제19027호 불기소사건기록)에 의하면 다음과 같은 사실이 인정된다.가.청구인은 2003.1.25.
8129,전문,13,"서울강남경찰서에 폭행죄로 입건되었는데, 그 피의사실의 요지는 다음과 같다.청구인은 일정한 직업이 없는 자인바,"
8129,전문,14,2003.1.25.
8129,전문,15,15:45경 서울 강남구 도곡동 소재 화장품점
8129,전문,16,○○
8129,전문,17,"상사에서 피해자 김○ ○ 란(여, 43세)이 청구인의 반품 및 환불요구를 거절했다는 이유로 “장사를 양아치같이 하느냐.”라고 욕설을 하면서 그곳 판매대에 있는 손거울을 들고 휘둘러 피해자를 때려 폭행하였다.나.피청구인은 2003.3.28."
8129,전문,18,위 피의사건에 관하여 기소유예처분을 하였다.다.청구인은 2003.10.17.
8129,전문,19,피청구인의 위 기소유예처분으로 인하여 헌법상 보장된 청구인의 평등권과 재판절차상의 진술권을 침해받았다고 주장하며 위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.2.판단
8129,전문,20,"기록을 자세히 살펴보아도 피청구인이 위 피의사건에 관하여 현저히 정의와 형평에 반하는 수사를 하였거나, 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 기소유예처분의 결정에 영향을 미친 중대한 잘못이 있었다고 보여지지 아니하며, 달리 피청구인의 위 기소유예처분이 헌법재판소가 관여할 정도의 자의적인 처분이라고 볼 자료도 없으므로 이로 말미암아 청구인 주장의 기본권이 침해되었다고 볼 수 없다.3.결론"
8129,전문,21,그렇다면 청구인의 심판청구는 이유 없으므로 이를 기각하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.2004.4.29.
8129,전문,22,재 판 장       재 판 관       윤   영   철 ____________________________
8129,전문,23,재 판 관       김   영   일 ____________________________
8129,전문,24,재 판 관       권        성 ____________________________
8129,전문,25,재 판 관       김   효   종 ____________________________
8129,전문,26,재 판 관       김   경   일 ____________________________
8129,전문,27,재 판 관       송   인   준 ____________________________
8129,전문,28,재 판 관       주   선   회 ____________________________
8129,전문,29,주 심 재 판 관       전   효   숙 ____________________________
8129,전문,30,재 판 관       이   상   경 ____________________________
