결정례일련번호,구분,문장번호,내용
54336,전문,1,사 건 2017헌마239 기본권 침해 위헌확인
54336,전문,2,청 구 인 김 ○ 철
54336,전문,3,[주 문]
54336,전문,4,이 사건 심판청구를 각하한다.[이 유]
54336,전문,5,1.사건개요
54336,전문,6,"청구인은 노점을 하던 사람인데, 2005.5.18."
54336,전문,7,"트럭을 몰고 귀가하던 도중 충북 청원군 ○○면 ○○초등학교 인근에서 도로의 노면에 튀어나온 맨홀 뚜껑 때문에 사고를 당하여 허리와 목 부위를 크게 다쳤다.청구인은 법률구조공단, 지방자치단체 등 기관에 국가배상 문의를 하였으나 소멸시효가 지나 청구권을 행사하기 어렵다는 답변을 받았다.청구인은 지체장애와 우울증 등 사고 후유증으로 계속하여 치료를 받고 있는데 국가배상청구권의 소멸시효가 완성되었다는 것은 문제가 있다고 주장하며, 2017.3.11."
54336,전문,8,이 사건 헌법소원심판을 청구하였다.
54336,전문,9,2.판단
54336,전문,10,"심판청구서의 기재를 종합하면 청구인의 주장은, 국가배상청구권의 소멸시효를 규정하고 있는 법률조항의 위헌확인을 구하는 취지로 이해할 수 있다.따라서 이 사건 심판대상은 국가재정법 제96조 제2항이다."
54336,전문,11,"법령에 대한 헌법소원은 법령시행과 동시에 기본권의 침해를 받게 되는 경우에는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 법령이 시행된 날로부터 1년 이내에 헌법소원을 청구하여야 하고, 법령이 시행된 뒤에 비로소 그 법령에 해당되는 사유가 발생하여 기본권의 침해를 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 헌법소원을 청구하여야 한다(헌재 2003.9.25."
54336,전문,12,2001헌마93등 참조).
54336,전문,13,"10년의 소멸시효를 규정한 민법 제766조 제2항은 국가재정법 제96조에서 말하는 ‘다른 법률의 규정’에 해당하지 아니하므로, 국가배상청구권은 그 발생일로부터 5년간 행사하지 않으면 심판대상조항에 의하여 시효로 소멸한다(대법원 2001.4.24."
54336,전문,14,2000다57856 참조).
54336,전문,15,"청구인은 교통사고가 발생한 2005.5.18.로부터 5년이 경과한 2010.5.19.에 심판대상조항에 해당하는 사유가 발생하여 기본권의 침해를 받게 되었다고 할 것이고, 그로부터 1년이 경과하였음이 역수상 명백한 2017.3.11.에야 이 사건 헌법소원심판을 청구하였으므로, 이 사건 심판청구는 청구기간을 도과하여 부적법하다."
54336,전문,16,3.결론
54336,전문,17,이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
