결정례일련번호,구분,문장번호,내용
20518,전문,1,사      건      2012헌마689  재판지연 위헌확인 등
20518,전문,2,청  구  인      권 ○ 현
20518,전문,3,[주      문]
20518,전문,4,이 사건 심판청구를 각하한다.
20518,전문,5,[이      유]
20518,전문,6,1.사건의 개요
20518,전문,7,청구인은 2012.6.22.
20518,전문,8,"인천지방법원에 위 법원 2009노1900 사건에 대한 상소권회복을 신청(인천지방법원 2012초기1575)한 후, 위 법원이 이에 대한 재판을 진행하지 아니하고 지연함으로써 청구인의 신속한 재판을 받을 권리를 침해하고 있다고 주장하며, 2012.8.7."
20518,전문,9,이 사건 헌법소원심판을 청구하였다.
20518,전문,10,2.판단
20518,전문,11,"헌법소원심판은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 경우에 청구할 수 있으므로(헌법재판소법 제68조 제1항), 헌법소원심판의 청구를 하려면 우선 기본권침해의 원인이 된 ‘공권력의 행사 또는 불행사’의 사실이 있어야 하고, 헌법소원의 대상이 되는 공권력의 행사 또는 불행사의 사실이 아예 존재하지 아니하는 경우에는 그 심판청구는 부적법하다(헌재 2004.11.25."
20518,전문,12,"2004헌마178, 판례집 16-2하, 438, 442 참조)."
20518,전문,13,"청구인은 자신이 신청한 위 인천지방법원 2012초기1575 사건에 대하여 위 법원이 이에 대한 재판을 진행하지 아니하고 지연하고 있다는 취지로 주장하나, 대법원의 사건검색결과에 의하면, 위 인천지방법원 2012초기1575 사건은 청구인이 이 사건 헌법소원심판을 청구하기 전인 2012.7.26.에 이미 기각되어 종결된 사실이 인정되는바, 청구인이 주장하는 바와 같은 공권력의 불행사가 존재한다고 할 수 없으므로, 이 사건 심판청구는 부적법하다."
20518,전문,14,3.결론
20518,전문,15,그렇다면 헌법재판소법 제72조 제3항 제4호에 따라 이 사건 심판청구를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.2012.8.21.
