결정례일련번호,구분,문장번호,내용
57800,전문,1,사 건 2017헌마938 형사소송법 제459조 등 위헌확인
57800,전문,2,청 구 인 진 ○ 현
57800,전문,3,[주 문]
57800,전문,4,이 사건 심판청구를 각하한다.[이 유]
57800,전문,5,1.사건개요
57800,전문,6,가.청구인은 2015.7.20.
57800,전문,7,"창원지방법원에서 국가보안법위반(찬양ㆍ고무등)죄 등으로 징역 1년 6월에 집행유예 3년을 선고[창원지방법원 2015고단1244, 1350(병합)]받고 이에 대하여 항소(창원지방법원 2015노1668)하였고, 2016.7.22."
57800,전문,8,"위 법원에서 국가보안법위반(찬양ㆍ고무등)죄로 징역 1년 6월 및 자격정지 1년 6월을 선고[창원지방법원 2015고단2584, 2016고단2002(병합)]받고 이에 대하여 항소(창원지방법원 2016노1859)하였는데, 항소심 법원은 위 2015노1668 사건과 2016노1859 사건을 병합하여 2016.9.30."
57800,전문,9,"위 1심 판결을 모두 파기하고 청구인을 징역 1년 6월 및 자격정지 1년 6월에 처한다는 판결을 선고[창원지방법원 2015노1668, 2016노1859(병합)]하였고, 그 판결은 2017.2.15."
57800,전문,10,"확정되었으며, 청구인은 현재 위 확정판결에 따른 형의 집행 중에 있다."
57800,전문,11,나.청구인은 2017.4.26.
57800,전문,12,"검찰청검사가 재판을 집행하는 것은 부당하다는 이유로 창원지방법원에 재판의집행에관한이의 신청(창원지방법원 2017초기340)을 하였는데, 2017.8.10."
57800,전문,13,"위 신청이 기각되자 같은 달 21일 형사소송법 제459조, 제460조가 청구인의 헌법상 기본권을 침해한다고 주장하면서 이 사건 헌법소원심판을 청구하였다."
57800,전문,14,2.심판대상
57800,전문,15,이 사건 심판대상은 형사소송법(1954.9.23.
57800,전문,16,"법률 제341호로 제정된 것)제459조, 제460조(이하 통틀어 ‘심판대상조항’이라 한다)가 청구인의 헌법상 기본권을 침해하는지 여부이고, 심판대상조항의 내용은 다음과 같다."
57800,전문,17,[심판대상조항]
57800,전문,18,형사소송법(1954.9.23.
57800,전문,19,"법률 제341호로 제정된 것)제459조(재판의 확정과 집행)재판은 이 법률에 특별한 규정이 없으면 확정한 후에 집행한다.제460조(집행지휘)① 재판의 집행은 그 재판을 한 법원에 대응한 검찰청검사가 지휘한다.단, 재판의 성질상 법원 또는 법관이 지휘할 경우에는 예외로 한다.② 상소의 재판 또는 상소의 취하로 인하여 하급법원의 재판을 집행할 경우에는 상소법원에 대응한 검찰청검사가 지휘한다.단, 소송기록이 하급법원 또는 그 법원에 대응한 검찰청에 있는 때에는 그 검찰청검사가 지휘한다."
57800,전문,20,3.판단
57800,전문,21,가.형사소송법 제459조에 관한 판단
57800,전문,22,헌법재판소법 제68조 제1항의 ‘헌법상 보장된 기본권을 침해받은 자’라는 것은 ‘헌법상 보장된 기본권을 침해받았다고 주장하는 자’로 해석하여야 하며 청구인은 자신의 기본권에 대한 공권력주체의 제한행위가 위헌적인 것임을 어느 정도 구체적으로 주장하여야 한다.그러므로 청구인이 기본권침해의 가능성을 확인할 수 있을 정도의 구체적 주장을 하지 않고 막연한 주장만을 하는 경우에는 그 청구는 부적법한 것이 될 것이다(헌재 2005.2.3.
57800,전문,23,2003헌마544등 참조).
57800,전문,24,"그런데 청구인은 검찰청검사가 재판의 집행을 지휘하는 것이 부당하다는 취지의 주장만 할 뿐 형사소송법 제459조가 청구인의 기본권을 침해한다는 어떠한 구체적인 주장도 하고 있지 않으므로, 이 부분 헌법소원심판청구는 부적법하다."
