결정례일련번호,구분,문장번호,내용
150584,전문,1,사 건 2001헌마540 재판취소
150584,전문,2,청 구 인 성 ○ 수
150584,전문,3,[주 문]
150584,전문,4,청구인의 심판청구를 각하한다.[이 유]
150584,전문,5,1.심판청구의 요지
150584,전문,6,가.청구인은 1999.9.8.
150584,전문,7,"인천지방법원에서 상해죄로 벌금 50만원을 선고받은 후(99고단1499)이에 대한 항소 및 상고가 모두 기각되었고, 다시 재심을 청구하였으나 재심청구도 기각되었으며, 이에 대한 항고(인천지방법원 2001로17)및 재항고(대법원 2001모160)역시 모두 기각되었다."
150584,전문,8,"나.이에 청구인은 위 재심청구기각결정에대한재항고 사건에 대한 대법원의 결정은 피해자의 범죄사실을 덮어줌으로써 채증법칙을 위배하였을 뿐만 아니라 헌법 제11조 제1항, 제13조 제1항, 제27조 제1항, 제3항에 위반한 것이라고 주장하면서 2001.8.4."
150584,전문,9,이 사건 헌법소원심판을 청구하였다.
150584,전문,10,2.판 단
150584,전문,11,"청구인은 이 사건 헌법소원 심판청구로써 위 대법원결정의 취소를 구하는 것으로 볼 수밖에 없다.헌법재판소의 위헌결정으로 효력을 상실한 법률조항을 적용한 예외적인 경우를 제외하고, 법원의 재판은 헌법소원의 대상이 되지 아니하는 것이다(헌법재판소법 제68조 제1항 및 헌재 1997.12.24."
150584,전문,12,"96헌마172등 판례집9-2, 842, 862; 헌재 1998.4.30."
150584,전문,13,"92헌마239, 판례집 10-1, 435, 441 등 참조)."
150584,전문,14,"그런데 기록에 의하면 청구인이 취소를 구하고 있는 위 대법원결정은 헌법재판소의 위헌결정으로 효력을 상실한 법률조항을 적용한 것이 아님이 명백하므로, 결국 이 사건 헌법소원 심판청구는 헌법소원의 대상이 되지 아니하는 법원의 재판을 그 대상으로 한 것이어서 부적법하다."
150584,전문,15,3.결 론
150584,전문,16,따라서 청구인의 심판청구는 부적법하므로 이를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
