결정례일련번호,구분,문장번호,내용
150729,전문,1,사 건 2001헌아16 기소유예처분취소(재심)청 구 인 신 ○ 선
150729,전문,2,피청구인 전주지방검찰청 군산지청 검사
150729,전문,3,[주 문]
150729,전문,4,청구인의 심판청구를 각하한다.[이 유]
150729,전문,5,청구인은 2001.1.12.
150729,전문,6,"헌법재판소에 기소유예처분(전주지방검찰청 군산지청 2000년형제14702)의 취소를 구하는 헌법소원심판(2001헌마32)을 청구하였고, 헌법재판소는 2001.5.31."
150729,전문,7,청구기간도과를 이유로 위 심판청구를 각하하였다.청구인은 2001.8.22.
150729,전문,8,헌법재판소의 위 결정은 청구기간의 기산일에 관하여 사실을 오인하거나 법리를 오해한 잘못이 있다면서 이 사건 재심을 청구하였다.그러나 헌법재판소의 결정에 대하여는 원칙적으로 불복신청이 허용되지 아니하고(헌재 1994.12.29.
150729,전문,9,"92헌아1, 판례집 6-2, 538, 541), 또 헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없다(헌법재판소법 제39조)."
150729,전문,10,또한 헌법재판소의 결정에 대한 재심은 재판부의 구성이 위법한 경우 등 절차상 중대하고도 명백한 위법이 있어서 재심을 허용하지 아니하면 현저히 정의에 반하는 경우에 한하여 제한적으로 허용될 수 있을 뿐인데(헌재 1995.1.20.
150729,전문,11,"93헌아1, 판례집 7-1, 113, 121; 헌재 2000.6.29."
150729,전문,12,"99헌아18, 판례집 12-1, 972, 976-977), 청구인이 주장하는 사유, 즉 청구인이 공소부제기이유고지서를 받고서 기소유예처분의 존재와 그 구체적인 내용 및 이유를 알게 된 2000.11.19.을 청구기간의 기산일로 보아야 한다는 주장과 같은 사유는 적법한 재심사유에 해당하지 않는다(이 사건 기록 및 관련사건의 기록에 비추어 보면, 청구인이 공소부제기이유고지신청서를 우편으로 접수한 같은 달 11.이전에 이미 기소유예처분이 있었음을 알게 되었다고 인정하기에 충분하므로, 청구인의 위 주장을 받아들일 수도 없다)."
150729,전문,13,따라서 청구인의 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
