결정례일련번호,구분,문장번호,내용
134647,판시사항,1,1.재도의 집행유예를 금지하는 형법 제62조 제1항 단서가 헌법에 위반되지 아니한다는 헌법재판소의 종전 결정을 그대로 유지하면서 청구인의 주장에 관한 판단을 추가한 사례
134647,판시사항,2,2.위 법률조항이 명확성의 원칙에 위반되는지 여부(소극)3.위 법률조항이 평등원칙에 위반되는지 여부(소극)
134647,결정요지,3,1.헌법재판소는 이미 1998.12.24.
134647,결정요지,4,"선고 97헌바62등 결정에서 이 사건 심판대상인 형법 제62조 제1항 단서가 평등권을 침해하지 아니하고, 과잉금지의 원칙에 위반되거나 기본권의 본질적 내용을 침해한다고 볼 수 없으며, 법관의 독립과 양형재량권을 보장한 헌법 제103조와 법률에 의한 재판을 받을 권리를 보장하고 있는 헌법 제27조 제1항을 침해하는 것도 아니라는 이유로 헌법에 위반되지 아니한다고 판시하였는바, 이 선례와 달리 판단하여야 할 사정변경이 있다고 인정되지 아니하므로 위 법률조항에 대하여 이 사건에서도 합헌임을 선고하기로 하되, 다만, 청구인이 위 법률조항이 죄형법정주의가 요구하는 명확성원칙을 위반하였고 아울러 기소시점의 차이나 재판시점의 차이에 따라 평등원칙위반의 결과가 발생한다고 주장하므로 이에 대한 판단을 추가하기로 한다.2.청구인은 위 법률조항이 규정하는 ‘금고 이상의 형의 선고를 받아’라는 것의 의미가 불명확하여 죄형법정주의의 한 내용을 구성하는 명확성원칙에 위반된다고 주장하나, 집행유예의 선고는 형의 선고와는 별개의 것으로서 형의 선고에 부종되면서도 필수적이 아닌 임의적인 관계에 있는 것이므로, 위 법률조항이 ‘금고 이상의 형의 선고를 받아’라고 규정할 뿐 그에 이어서 아무런 제한도 부가하지 않고 있는 이상, 위 법률조항이 말하는 ‘금고 이상의 형의 선고를 받아’라는 것은 형의 선고만 있었으면 되고 그에 후속하여 집행유예의 선고가 있던 없던 가리지 않는 의미임이 분명하다.대법원판례도 수십년간 기본적으로는 같은 입장을 유지하여 오고 있는바, 청구인이 주장하는 바와 같은 위 법률조항의 불명확성이 설혹 시인될 수 있다 하여도, 장기간에 걸쳐 집적된 동일한 취지의 판례가 가지는 법률보충적 기능으로 인하여 이 불명확성은 이미 치유 내지 제거되었다고 보아야 할 것이므로, 위 법률조항은 명확성의 원칙에 위반되지 않는다.3.일괄기소할 수 있는 수개의 범행이 분할기소된 경우에 먼저 재판이 끝난 사건에서 피고인이 집행유예의 선고를 받고 그 재판이 확정된 때에는 뒤에 재판하는 사건에서 다시 집행유예를 할 수도 있다는 것이 대법원 1989.9.12."
134647,결정요지,5,"선고 87도2365 전원합의체 판결 이래의 확립된 판례이므로, 위 법률조항의 해석에 관하여 이러한 판례의 견해를 따르는 한, 청구인이 주장하는 바와 같은 기소시점의 차이에 따른 평등원칙위반의 문제는 생기지 않는다.한편, 청구인은 집행유예기간중에 재범을 한 사람이 유예기간 도과후에 형의 선고를 받게 되면 다시 집행유예를 받을 수도 있지만 유예기간중에 형의 선고를 받게 되면 집행유예를 받을 수 없게 되는 것은 평등의 원칙에 어긋난다고 주장하나, 재판이란 사건의 심리가 충분히 성숙되면 판결을 선고해서 이를 종결하여야 하는 것이고 그 선고를 마냥 미룰 수는 없는 것이며, 따라서 선고기일을 기준으로 하여 그때까지 인정되지 아니한 사실이나 사정은 판결에서 이를 고려할 수 없는 것이고 이로 인하여 발생하는 차별은 재판의 속성상 불가피하다고 할 것이므로 위 법률조항이 평등의 원칙에 위반된다고 볼 수 없다."
134647,전문,6,【당 사 자】
134647,전문,7,청 구 인　김○ ○ 수
134647,전문,8,대리인 변호사　이종필
134647,전문,9,당해사건　인천지방법원 2002노711 도주 등
134647,전문,10,【주　　문】
134647,전문,11,형법(1953.9.18.
134647,전문,12,법률 제293호로 제정된 것)제62조 제1항 단서는 헌법에 위반되지 아니한다.【이　　유】
134647,전문,13,1.사건의 개요와 심판의 대상
134647,전문,14,가.사건의 개요
134647,전문,15,청구인은 2001.3.17.
134647,전문,16,"서울지방법원에서 사문서위조죄 등으로 징역 10월에 집행유예 2년을 선고받고 그 유예기간중에 운전면허 없이 자동차를 운전한 죄, 사기죄, 도주죄 등을 범한 혐의로 2002.2.7."
134647,전문,17,인천지방법원에 기소되었다.제1심에서 징역 4월의 실형을 선고받은 청구인은 그 항소심(2002노711)에서 재도의 집행유예를 금지하는 형법 제62조 제1항 단서에 대한 위헌여부심판제청을 신청(2002초기241)하고 이 신청이 기각되자 2002.6.10.
134647,전문,18,이 소원을 제기하였다.
134647,전문,19,나.심판대상
134647,전문,20,심판대상법률은 형법(1953.9.18.
134647,전문,21,법률 제293호로 제정된 것)제62조 제1항 단서(이하 ‘계쟁법률’이라 한다)이다.그 규정내용은 다음과 같다.형법 제62조(집행유예의 요건)① 3년 이하의 징역 또는 금고의 형을 선고할 경우에 제51조의 사항을 참작하여 그 정상에 참작할 만한 사유가 있는 때에는 1년 이상 5년 이하의 기간 형의 집행을 유예할 수 있다.단 금고 이상의 형의 선고를 받아 집행을 종료한 후 또는 집행이 면제된 후로부터 5년을 경과하지 아니한 자에 대하여는 예외로 한다.② 생략
134647,전문,22,2.청구인의 주장
134647,전문,23,가.계쟁법률이 규정하는 ‘금고 이상의 형의 선고를 받아’라는 것에 집행유예의 선고를 받은 경우도 포함되는지 여부가 불명확하고 그 결과 유예기간중의 피고인에게 다시 집행유예를 선고하는 것이 가능한지 여부가 불명확하여 죄형법정주의가 요구하는 명확성의 원칙에 위반된다.
134647,전문,24,"나.집행유예의 선고를 받기 전에 범한 죄에 대하여는 재도의 집행유예를 허용하면서, 집행유예선고후의 범행에 대하여는 이를 불허하는 것은 합리적인 이유가 없어 헌법 제11조의 평등의 원칙에 어긋난다.또한 집행유예의 선고를 받고 그 유예기간중에 다시 형의 선고를 받게 되는 경우에는 집행유예가 불가능하지만 유예기간이 도과한 후에 형의 선고를 받게 되는 때에는 집행유예가 가능하다고 하는 것 역시 평등의 원칙에 어긋난다.이는 자신의 범행을 곧바로 뉘우치고 자수하여 자백까지 함으로써 재판을 신속히 진행할 수 있도록 한 자가 그렇게 하지 아니한 자에 비하여 오히려 더 불리한 처벌을 받는 차별을 일으키기 때문이다.3.판　단가.헌법재판소는 1998.12.24."
134647,전문,25,"선고 97헌바62등 결정(판례집 10-2, 899)에서 계쟁법률이 헌법에 위반되지 아니함을 선언한 바 있는데 그 이유의 요지는 다음과 같다.「집행유예의 결격사유를 어떻게 규정하느냐 하는 것은 입법의 재량에 속하는 문제인데 계쟁법률은 재범자를 초범자에 비하여 엄하게 처벌하는 것이 재범방지의 한 방법이 된다는 판단하에 초범자나 과거의 범죄일로부터 상당한 기간이 지날 때까지 재범을 하지 아니한 자에 한하여 집행유예를 할 수 있게 규정한 것으로서 그 내용이 합리적이므로 헌법 제11조 제1항 소정의 평등권을 침해하지 아니한다.아울러 계쟁법률은 입법목적의 달성을 위한 방법의 적정성, 피해의 최소성, 법익의 균형성을 갖추고 있어서 헌법 제37조 제2항의 과잉금지의 원칙에 위반되거나 기본권의 본질적 내용을 침해한다고 볼 수 없다.그리고 법관의 독립과 양형재량권을 보장한 헌법 제103조와 법률에 의한 재판을 받을 권리를 보장하고 있는 헌법 제27조 제1항을 침해하는 것도 아니다.」"
134647,전문,26,"이 선례와 달리 판단하여야 할 무슨 사정변경이 있다고 인정되지 아니하므로 계쟁법률에 대하여 이 사건에서도 합헌임을 선고하기로 한다.다만, 계쟁법률이 죄형법정주의가 요구하는 명확성원칙을 위반하였고 아울러 기소시점의 차이나 재판시점의 차이에 따라 평등원칙위반의 결과가 발생한다고 청구인이 주장하므로 이에 대한 판단을 다음과 같이 추가한다."
134647,전문,27,나.명확성의 원칙 위반 여부
134647,전문,28,(1)계쟁법률이 규정하는 ‘금고 이상의 형의 선고를 받아’라는 것에 집행유예의 선고를 받은 경우도 포함되는지 여부가 불명확하고 그 결과 유예기간중의 피고인에게 다시 집행유예를 선고하는 것이 가능한지 여부가 분명치 아니하므로 이 법률은 죄형법정주의의 한 내용을 구성하는 명확성원칙에 위반된다고 청구인은 주장한다.
134647,전문,29,(2)우리 헌법 제12조 제1항 및 제13조 제1항이 천명하고 있는 죄형법정주의로부터 파생되는 명확성의 원칙은 법률이 처벌하고자 하는 행위가 무엇이며 그에 대한 형벌이 어떠한 것인지를 국민이 알고 그에 따라 자신의 행위를 결정할 수 있도록 범죄의 구성요건과 형벌은 명확히 규정되어야 한다는 원칙이다.계쟁법률은 집행유예의 결격사유를 정하는 법률로서 형벌에 관한 법률에 속하므로 이 원칙이 준수되어야 함은 당연하다.한편 개별적인 법률규정의 문언만으로는 그 내용이 쉽게 판별되지 않더라도 법률의 체계와 관련시킨 논리적인 의미 추구에 의하여 그 내용이 판별되는 경우에는 명확성의 원칙이 준수된 것으로 보아야 할 것이다.법률에 관한 학문과 학설 그리고 선례가 존중되는 이유는 이들이 바로 체계관련적으로 법률규정의 논리적인 의미를 추구하여 그 합당한 내용을 밝힘으로써 법률규정의 모호성과 의미분쟁(意味紛爭)을 제거하는 중요한 역할을 수행하기 때문이다.
