결정례일련번호,구분,문장번호,내용
139809,전문,1,사 건 2009헌아166 재판취소(재심)청 구 인 김 ○ 봉
139809,전문,2,재심대상결정 헌법재판소 2009.10.13.
139809,전문,3,2009헌마560 결정
139809,전문,4,주 문
139809,전문,5,이 사건 재심청구를 각하한다.
139809,전문,6,이 유
139809,전문,7,1.사건의 개요
139809,전문,8,청구인은 2009.6.19.
139809,전문,9,대한민국을 상대로 손해배상금 등 700만 원의 지급을 구하는 소를 제기하였다가 2009.9.25.
139809,전문,10,"청구가 기각되자(서울중앙지방법원 2009가소180324)이 판결의 취소를 구하는 헌법소원심판을 청구하였으나, 2009.10.13."
139809,전문,11,위 판결은 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니한다는 이유로 각하되었다(2009헌마560).
139809,전문,12,이에 청구인은 위 2009헌마560 결정이 헌법에 위반된다는 취지로 주장하면서 2009.10.20.
139809,전문,13,이에 대한 재심을 구하는 이 사건 헌법소원심판을 청구하였다.2.판단
139809,전문,14,"재심청구인으로서는 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유를 재심청구의 이유로 주장하여야 하고, 이에 해당하지 아니하는 사유를 들어 재심을 청구하면 그 심판청구는 부적법하다(헌재 2007.2.22."
139809,전문,15,"2006헌아50, 판례집 19-1, 195, 197 참조)."
139809,전문,16,청구인은 단순히 재심대상결정인 2009헌마560 결정이 헌법에 위반된다고 주장하고 있으나 이는 위와 같은 재심청구의 이유라고 볼 수 없고 달리 적법한 재심사유 주장이 없으므로 이 사건 심판청구는 부적법하다.3.결론
139809,전문,17,그렇다면 이 사건 심판청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
139809,전문,18,2009.11.3.
139809,전문,19,재판장      재판관    이○        이○
139809,전문,20,───────
139809,전문,21,재판관    김○          김○
139809,전문,22,───────
139809,전문,23,재판관    송○          송○
139809,전문,24,───────
