결정례일련번호,구분,문장번호,내용
153833,전문,1,사 건 2018헌바207 형법 제35조 등 위헌소원
153833,전문,2,청 구 인 김○○○
153833,전문,3,국선대리인 변호사 김○
153833,전문,4,"당 해 사 건 수원지방법원 2017노8926 근로기준법위반, 근로자퇴직급여보장법위반"
153833,전문,5,[주 문]
153833,전문,6,형법(1953.9.18.
153833,전문,7,법률 제293호로 제정된 것)제35조와 형사소송법(1954.9.23.
153833,전문,8,법률 제341호로 제정된 것)제232조 제3항 중 제232조 제1항을 준용하는 부분은 헌법에 위반되지 아니한다.[이 유]
153833,전문,9,1.사건개요
153833,전문,10,가.청구인은 2016.1.14.
153833,전문,11,인천지방법원에서 사기죄 및 변호사법위반죄로 징역 2월을 선고받고 2016.2.24.
153833,전문,12,○○교도소에서 그 형의 집행을 종료하였다.
153833,전문,13,"나.청구인은 자신이 대표이사로 있는 회사의 근로자를 해고하면서 해고예고수당, 임금, 퇴직금 등을 지급하지 않아 근로기준법과 ‘근로자퇴직급여 보장법’을 위반하였다는 이유 등으로 2017.11.16."
153833,전문,14,징역 6월을 선고받고(수원지방법원 2016고단8308)항소하였으나 2018.4.20.
153833,전문,15,기각되었다(수원지방법원 2017노8926).
153833,전문,16,"청구인은 위 항소심 계속 중 누범을 가중처벌하는 형법 제35조, 고소 취소 내지 처벌불원 의사표시의 시기를 제1심 판결선고 전까지로 제한하고 있는 형사소송법 제232조 등에 대하여 위헌법률심판제청신청을 하였으나 2018.4.20."
153833,전문,17,"기각되자(수원지방법원 2018초기347), 2018.5.15."
153833,전문,18,이 사건 헌법소원심판청구를 하였다.
153833,전문,19,2.심판대상
153833,전문,20,청구인의 당해사건에서는 반의사불벌죄에 있어서 처벌을 희망하는 의사를 철회할 수 있는 시기를 제1심 판결선고 전까지로 제한하여 항소심 재판 중에는 피해자가 처벌불원의 의사표시를 하더라도 공소기각판결을 받을 수 없도록 규정한 형사소송법조항이 문제되었다.이는 고소의 취소시기를 제1심 판결선고 전까지로 제한하고 있는 친고죄에 관한 형사소송법 제232조 제1항을 반의사불벌죄에 준용하는 형사소송법 제232조 제3항에 의해서 발생하므로 이 부분으로 심판대상을 한정한다.따라서 이 사건 심판대상은 형법(1953.9.18.
153833,전문,21,법률 제293호로 제정된 것)제35조(이하 ‘이 사건 형법조항’이라 한다)와 형사소송법(1954.9.23.
153833,전문,22,"법률 제341호로 제정된 것)제232조 제3항 중 제232조 제1항을 준용하는 부분(이하 ‘이 사건 형사소송법조항’이라 한다)이 헌법에 위반되는지 여부이고, 심판대상조항 및 관련조항은 다음과 같다."
153833,전문,23,[심판대상조항]
153833,전문,24,형법(1953.9.18.
153833,전문,25,법률 제293호로 제정된 것)제35조(누범)① 금고 이상의 형을 받아 그 집행을 종료하거나 면제를 받은 후 3년 내에 금고 이상에 해당하는 죄를 범한 자는 누범으로 처벌한다.② 누범의 형은 그 죄에 정한 형의 장기의 2배까지 가중한다.형사소송법(1954.9.23.
153833,전문,26,법률 제341호로 제정된 것)제232조(고소의 취소)③ 피해자의 명시한 의사에 반하여 죄를 논할 수 없는 사건에 있어서 처벌을 희망하는 의사표시의 철회에 관하여도 전 2항의 규정을 준용한다.
153833,전문,27,[관련조항]
153833,전문,28,형사소송법(1954.9.23.
153833,전문,29,법률 제341호로 제정된 것)제232조(고소의 취소)① 고소는 제1심 판결선고 전까지 취소할 수 있다.② 고소를 취소한 자는 다시 고소하지 못한다.
