결정례일련번호,구분,문장번호,내용
54718,전문,1,사 건 2016헌마997 기소유예처분취소
54718,전문,2,청 구 인 최 ○ 범
54718,전문,3,국선대리인 변호사 정○
54718,전문,4,피 청 구 인 부산지방검찰청 검사
54718,전문,5,[주 문]
54718,전문,6,이 사건 심판청구를 기각한다.[이 유]
54718,전문,7,1.사건개요
54718,전문,8,가.피청구인은 2016.5.27.
54718,전문,9,청구인에 대하여 폭행 혐의로 기소유예처분을 하였다.그 피의사실의 요지는 “청구인은 2016.1.31.
54718,전문,10,03:20경 부산 북구 낙○○○길○○에 있는 ○○ 나이트 VIP 6번방에서 피해자 김 ○ 명이 반말을 하였다는 이유로 시비가 되어 피해자의 가슴을 발로 1회 차 피해자를 폭행하였다.”는 것이다.
54718,전문,11,나.청구인은 2016.7.8.
54718,전문,12,위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.피청구인은 2016.12.14.
54718,전문,13,청구인에 대한 위 폭행사건을 부산지방검찰청 2016년 형제97162호로 재기하여 2016.12.20.
54718,전문,14,청구인에 대해 공소권없음 불기소처분을 하였다.
54718,전문,15,2.판단
54718,전문,16,검사가 불기소처분을 한 사건을 재기하여 새로운 처분을 한 경우 원래의 불기소처분은 그 효력을 잃게 되므로 원래의 불기소처분의 취소를 구하는 청구는 부적법하다(헌재 2016.9.29.
54718,전문,17,2010헌마311 참조).
54718,전문,18,앞서 살펴본 바와 같이 피청구인은 2016.12.14.
54718,전문,19,부산지방검찰청 2016년 형제97162호로 재기하여 2016.12.20.
54718,전문,20,"청구인에 대해 공소권없음 불기소처분을 하였다.이처럼 기소유예처분 사건이 재기되어 피청구인이 새로운 처분을 내린 이상, 이전에 행해진 이 사건 기소유예처분은 이미 그 효력을 상실하였다 할 것이므로 이미 효력을 상실한 이 사건 기소유예처분을 헌법소원 심판청구의 대상으로 삼아 그 취소를 구하는 이 사건 심판청구는 부적법하다."
54718,전문,21,3.결론
54718,전문,22,그러므로 이 사건 심판청구를 각하하기로 하여 관여 재판관의 일치된 의견으로 주문과 같이 결정한다.
