결정례일련번호,구분,문장번호,내용
14770,전문,1,사      건      2010헌마787  재판취소
14770,전문,2,청  구  인      이 ○ 범
14770,전문,3,주      문
14770,전문,4,이 사건 심판청구를 각하한다.
14770,전문,5,이      유
14770,전문,6,1.사건의 개요
14770,전문,7,"청구인은 남양주시를 상대로 토지수용이의재결 무효확인 등의 소를 제기하였다가 일부 패소하고(의정부지방법원 2006구합717), 이에 대한 항소마저 기각되자(서울고등법원 2008누36007), 2010.12.30."
14770,전문,8,위 2008누36007 판결의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
14770,전문,9,2.판단
14770,전문,10,"헌법재판소법 제68조 제1항 본문은, ""공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다""고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대해서만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2002.5.30."
14770,전문,11,"2001헌마781, 판례집 14-1, 556, 562 등 참조)."
14770,전문,12,"그런데 청구인이 취소를 구하고 있는 서울고등법원 2008누36007 판결은 헌법소원의 대상이 되는 예외적인 재판에 해당되지 아니하므로, 그 취소를 구하는 이 사건 심판청구는 허용될 수 없다."
14770,전문,13,3.결론
14770,전문,14,"그렇다면 이 사건 심판청구는 부적법하므로, 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
14770,전문,15,2011.1.18.
