결정례일련번호,구분,문장번호,내용
173887,전문,1,사　　　건　2022헌마700 형의 집행 및 수용자의 처우에 관한 법률 제108조 제11호 위헌확인
173887,전문,2,청　구　인　김○○○
173887,전문,3,[주           문]
173887,전문,4,이 사건 심판청구를 각하한다.
173887,전문,5,[이           유]
173887,전문,6,1.사건개요
173887,전문,7,가.청구인은 ○○교도소 수용 중 교도소 직원에게 욕설 및 폭행을 하였다는 혐의로 2021.6.9.
173887,전문,8,"보호실에 수용되었고, 이후 징벌위원회에 회부되어 2021.6.24."
173887,전문,9,"금치 30일의 징벌처분을 받았으며, 2021.7.9."
173887,전문,10,징벌의 집행이 종료되었다.나.청구인은 2022.5.6.
173887,전문,11,"위 보호실 수용 및 금치기간 중 교도관이 국가인권위원회로부터 온 서신을 전달하여 주지 않았는바, 그 근거가 된 형의 집행 및 수용자의 처우에 관한 법률 제108조 제11호가 청구인의 기본권을 침해한다고 주장하며 이 사건 헌법소원심판을 청구하였다."
173887,전문,12,2.심판대상
173887,전문,13,이 사건 심판대상은  ‘형의 집행 및 수용자의 처우에 관한 법률’(2020.2.4.
173887,전문,14,법률 제16925호로 개정된 것)제108조 제11호가 청구인의 기본권을 침해하는지 여부이다.심판대상조항은 다음과 같다.[심판대상조항]
173887,전문,15,형의 집행 및 수용자의 처우에 관한 법률(2020.2.4.
173887,전문,16,법률 제16925호로 개정된 것)제108조(징벌의 종류)징벌의 종류는 다음 각 호와 같다.11.30일 이내의 편지수수 제한
173887,전문,17,3.판단
173887,전문,18,"법령에 대한 헌법소원심판의 청구기간은 법령의 시행과 동시에 기본권의 제한을 받게 되는 경우에는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 그 법령이 시행된 날부터 1년 이내에 헌법소원심판을 청구하여야 하고, 법령이 시행된 후에 비로소 그 법령에 해당하는 사유가 발생하여 기본권의 제한을 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날부터 1년 이내에 헌법소원심판을 청구하여야 한다(헌재 1998.7.16."
173887,전문,19,95헌바19 등 참조).
173887,전문,20,"청구인은 보호실 수용 및 금치기간 중 교도관이 국가인권위원회로부터 온 서신을 전달하여 주지 않았다고 주장하는바, 청구인은 늦어도 금치 집행이 종료된 2021.7.9.경에는 심판대상조항으로 인한 기본권침해 사유가 발생하였음을 알았다고 할 것인데, 그로부터 90일이 경과한 2022.5.6."
173887,전문,21,"이 사건 헌법소원심판을 청구하였으므로, 이 사건 심판청구는 청구기간을 준수하지 못하였다."
173887,전문,22,4.결론
173887,전문,23,"그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
