결정례일련번호,구분,문장번호,내용
150587,전문,1,사 건 2001헌사309 기피신청
150587,전문,2,신 청 인 정 ○ 명
150587,전문,3,본안사건 2001헌마467 형법 제227조 위헌확인 등
150587,전문,4,[주 문]
150587,전문,5,이 사건 신청을 기각한다.[이 유]
150587,전문,6,1.사건의 개요
150587,전문,7,청구인은 2001.7.9.
150587,전문,8,"이 재판소에 불기소처분(서울지방검찰청 2000년 형제135363호)의 취소와 아울러 형법 제227조, 형사소송법 제249조 및 제251조, 검찰청법 제7조, 헌법재판소법 제69조의 위헌확인을 구하기 위하여 헌법재판소법 제68조 제1항에 의한 헌법소원심판청구를 하면서(2001헌마467)2001.7.31."
150587,전문,9,"재판관 송○, 재판관 주선회에 대한 이 사건 기피신청을 하였다."
150587,전문,10,2.판단
150587,전문,11,"청구인은 기피신청 이유의 구체적 주장은 없이 단지 “검찰출신 주선회, 송○ 재판관 기피합니다”라고 기재하여 제출하였는바, 위 2001헌마467 사건의 심판청구 대상이 불기소처분 등이므로 검사의 경력을 가진 위 재판관들에게는 심판의 공정을 기대할 수 없다는 주장인 듯 하다.살피건대, 재판관들이 검사로 재직한 경력이 있다는 사실만으로 검찰의 처분을 다투는 사건에 관하여 심판의 공정을 기대하기 어려운 객관적 사정이 있다고 할 수는 없는 것이므로, 재판관 송○, 재판관 주선회에게 이 신청사건의 본안사건인 2001헌마467 사건에 관하여 기피의 원인이 있다고 인정할 수 없다.그렇다면 이 사건 기피신청은 이유 없으므로 이를 기각하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
