결정례일련번호,구분,문장번호,내용
146030,전문,1,사○ 건 97헌마288 형사○소송법 제482조 제1항 등 위헌확인
146030,전문,2,청 구 인 김 ○ 천
146030,전문,3,[주 문]
146030,전문,4,이 사건 심판청구를 각하한다.[이 유]
146030,전문,5,1.이 사건 심판청구의 요지
146030,전문,6,가.청구인은 특정범죄가중처벌등에관한법률위반(절도)죄로 징역형을 선고받고 상고를 하였으나 대법원은 상고를 기각하면서 상고이후의 미결구금일수전부를 본형에 산입하지 않고 그 일부만을 산입한다는 판결을 선고하였다.
146030,전문,7,"나.그런데 청구인은 죄를 저지른 일이 없고 제1심에서부터 상고심에 이르기까지 일관하여 무죄를 주장하였으나 그 무죄를 입증하지 못하여 억울하게 유죄를 선고받게 되었는바, 비록 무죄가 밝혀지지 아니하여 원판결이 파기되지 않았다고 하더라도 국민의 인권존중을 위하여 마땅이 미결구금일수전부를 본형에 산입하여야 함에도 불구하고 검사가 상고를 제기한 때와 피고인이 상고를 제기한 경우에 원판결이 파기된 때만 그 전부를 산입하고 그 이외의 경우에는 일부만을 산입할 수 있도록 규정한 형사소송법 제482조 제1항 및 형법 제57조는 헌법 제10조가 보장하고 있는 청구인의 기본권을 침해한 것이므로 그 위헌확인을 구한다는 것이다."
146030,전문,8,2.판 단
146030,전문,9,"먼저 이 사건 심판청구의 적법여부에 관하여 판단한다.가.법령자체에 대하여 헌법소원심판을 청구하려면 그 법령에 의하여 별도의 구체적인 집행행위를 기다리지 아니하고 직접ㆍ현재 헌법상 보장된 자기의 기본권을 침해받아야 하는 것을 요건으로 하고, 구체적인 집행행위를 통하여 비로소 당해 법령에 의한 기본권침해의 법률효과가 발생하는 경우에는 직접성의 요건이 결여되어 법령자체에 대하여 헌법소원심판을 청구할 수 없다고 할 것이다."
146030,전문,10,나.그런데 이 사건 심판청구의 대상인 형사소송법 제482조제1항 및 형법제 57조제1항은 그 자체만으로 기본권침해의 법률효과가 생기는 것이 아니고 구체적인 소송사건에서 법원이 위 법률조항을 해석ㆍ적용하여 재판하면서 미결구금일수전부를 본형에 산입하지 아니하고 그 일부만을 산입하는 판결을 할 경우에 비로소 기본권침해의 법률효과가 발생하는 것이므로 위 법률조항자체에 대한 이 사건 헌법소원심판청구는 기본권침해의 직접성의 요건이 결여된 것으로서 부적법하다.
146030,전문,11,다.그렇다면 이 사건 헌법소원심판청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 재판관 전원의 일치된 의견으로 이를 각하하기로 하여 주문과 같이 결정한다.
