결정례일련번호,구분,문장번호,내용
43095,전문,1,사 건 2014헌마1165 공권력행사 위헌확인
43095,전문,2,청 구 인 김 ○ 진
43095,전문,3,[주 문]
43095,전문,4,이 사건 심판청구를 모두 각하한다.[이 유]
43095,전문,5,1.사건 개요
43095,전문,6,"청구인은 검찰과 경찰에 존○○, 전 ○ 관, 홍 ○ 일, 김 ○ 훤, 박 ○ 배를 살인 등의 혐의로 고소 내지 진정하였으나, 검찰로부터는 각하처분을, 경찰로부터는 종결처리 및 송치처리를 각 통지받았다(광주지방검찰청 순천지청 2014.12.3.자 2014년 형제25715 각하처분, 수원지방검찰청 평택지청 2014.12.16.자 2014년 형제22918 각하처분, 경기안성경찰서 2014.10.16.자 2014-004645 종결처리, 전남보성경찰서 2014.11.27.자 2014-001170 송치처리)."
43095,전문,7,이에 2014.12.23.
43095,전문,8,각 그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
43095,전문,9,2.판단
43095,전문,10,"이 사건 심판청구 중 검사가 한 각하 처분의 취소를 구하는 부분에 관하여 보건대, 재정신청이 허용되는 검사의 불기소처분에 대하여는 검찰청법 제10조에 따른 항고를 거쳐, 관할 고등법원에 재정신청을 하는 방법으로 권리구제를 받아야 하고(형사소송법 제260조 제1항, 제2항), 헌법재판소에 헌법소원을 청구하는 방법으로는 권리구제를 받을 수 없다고 할 것인바(헌재 2013.7.16."
43095,전문,11,"2013헌마465), 위 각하 처분은 재정신청이 허용되는 검사의 불기소처분에 해당하여 헌법재판소에 헌법소원을 청구하는 방법으로는 권리구제를 받을 수 없으므로, 이 부분 심판청구는 부적법하다.이 사건 심판청구 중 경찰이 한 종결처리 및 송치처리의 취소를 구하는 부분에 관하여 보건대, 진정에 의하여 이루어진 내사사건의 종결처리는 구속력이 없는 진정사건에 대한 수사기관의 내부적 사건처리방식에 지나지 아니하는 것이고 진정인의 권리행사에 어떠한 영향을 미치는 것이 아니므로 이는 헌법소원심판의 대상이 되는 공권력의 행사라고 할 수 없고(헌재 1998.2.27."
43095,전문,12,94헌마77; 헌재 2002.6.18.
43095,전문,13,"2002헌마376 참조), 송치처리는 고소에 대한 종국적인 처분이 아니라 종국적인 처분권자인 검사에게 의견을 제시하는 것에 불과하므로 고소사건을 송치하였다는 사실 그 자체로 인하여 고소인의 헌법상 기본권이 침해된다고 보기 어렵다(헌재 2000.12.12."
43095,전문,14,2000헌마723; 헌재 2005.9.6.
43095,전문,15,2005헌마745 참조).
43095,전문,16,따라서 이 부분 심판청구 역시 모두 부적법하다.
43095,전문,17,3.결론
43095,전문,18,"그렇다면 헌법재판소법 제72조 제3항 제1호, 제4호에 의하여 이 사건 심판청구를 모두 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
