결정례일련번호,구분,문장번호,내용
137814,전문,1,사      건       2009헌마116  기소유예처분취소
137814,전문,2,청  구  인       1.형 ○ 영
137814,전문,3,2.장 ○ 배
137814,전문,4,국선대리인 변호사 이○
137814,전문,5,피청구인      서울중앙지방검찰청 검사직무대리
137814,전문,6,주           문
137814,전문,7,청구인들의 심판청구를 모두 기각한다.
137814,전문,8,이           유
137814,전문,9,"청구인들은 서울중앙지방검찰청 2009형제7507호 사건에 대하여 피청구인이 2009.1.29.에 한 기소유예처분이 헌법상 보장된 청구인들의 평등권 등을 침해하였다고 주장하며 위 기소유예처분의 취소를 구하는 이 사건 심판을 청구하였다.그러나 기록을 자세히 살펴보아도, 피청구인이 현저히 정의와 형평에 반하는 수사를 하였거나, 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 위 기소유예처분의 결정에 영향을 미친 중대한 잘못이 있었거나, 달리 헌법재판소가 관여할 정도의 자의적인 처분을 함으로써 이로 말미암아 청구인들이 주장하는 기본권을 침해하였다고 볼 자료가 없다.그렇다면 이 사건 심판청구는 이유 없으므로 이를 기각하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
137814,전문,10,2009.7.30.
137814,전문,11,재판장    재판관  이○        이○
137814,전문,12,─────
137814,전문,13,재판관  이○      이○
137814,전문,14,─────
137814,전문,15,재판관  조○        조○
137814,전문,16,─────
137814,전문,17,재판관  김○      김○
137814,전문,18,─────
137814,전문,19,재판관  김○      김○
137814,전문,20,─────
137814,전문,21,재판관  민○      민○
137814,전문,22,─────
137814,전문,23,재판관  이○      이○
137814,전문,24,─────
137814,전문,25,재판관  목○        목○
137814,전문,26,─────
137814,전문,27,재판관  송○        송○
137814,전문,28,─────
