법령일련번호,MST,구분,문장번호,내용
012315,198574,조문,1,제1조(목적) 이 법은 한국보건의료인국가시험원을 설립하여 보건의료인 국가시험제도를 전문적ㆍ객관적으로 운영하고 국내외 시험제도에 대한 조사ㆍ연구ㆍ개발을 통하여 우수한 보건의료인을 배출함으로써 국가 보건의료 발전에 이바지함을 목적으로 한다.
012315,198574,조문,2,"제2조(법인격) 한국보건의료인국가시험원(이하 ""국시원""이라 한다)은 법인으로 한다."
012315,198574,조문,3,제3조(설립)
012315,198574,항,4,① 국시원은 그 주된 사무소의 소재지에서 설립등기를 함으로써 성립한다.
012315,198574,항,5,② 제1항에 따른 설립등기 사항은 다음 각 호와 같다.
012315,198574,호,6,1. 목적
012315,198574,호,7,2. 명칭
012315,198574,호,8,3. 주된 사무소
012315,198574,호,9,4. 임원의 성명과 주소
012315,198574,호,10,5. 공고의 방법
012315,198574,항,11,③ 설립등기 외의 등기에 관하여는 「민법」 중 재단법인의 등기에 관한 규정을 준용한다.
012315,198574,조문,12,제4조(사무소) 국시원의 주된 사무소의 소재지는 정관으로 정한다.
012315,198574,조문,13,제5조(정관)
012315,198574,항,14,① 국시원의 정관에는 다음 각 호의 사항을 기재하여야 한다.
012315,198574,호,15,1. 목적
012315,198574,호,16,2. 명칭
012315,198574,호,17,3. 주된 사무소
012315,198574,호,18,4. 사업에 관한 사항
012315,198574,호,19,5. 재산 및 회계에 관한 사항
012315,198574,호,20,6. 임원 및 직원에 관한 사항
012315,198574,호,21,7. 이사회에 관한 사항
012315,198574,호,22,8. 정관의 변경에 관한 사항
012315,198574,호,23,9. 내부 규정의 제정ㆍ개정 및 폐지에 관한 사항
012315,198574,호,24,10. 공고에 관한 사항
012315,198574,항,25,② 국시원은 정관을 변경하려는 경우에는 보건복지부장관의 승인을 받아야 한다.
012315,198574,조문,26,제6조(사업)
012315,198574,항,27,① 국시원은 다음 각 호의 사업을 수행한다.
012315,198574,호,28,"1. 「보건의료기본법」에 따른 보건의료인(이하 ""보건의료인""이라 한다) 국가시험의 시행 및 관리"
012315,198574,호,29,2. 국내외 보건의료인 시험 제도 조사ㆍ연구 및 간행물 발간
012315,198574,호,30,3. 정부로부터 위탁받은 사업
012315,198574,호,31,4. 그 밖에 보건의료인 국가시험과 관련하여 보건복지부장관이 필요하다고 인정하는 사업
012315,198574,항,32,② 국시원은 제1항의 사업을 수행할 때에는 보건복지부장관의 승인을 받아 이용자에게 그 실비(實費)를 부담하게 할 수 있다.
012315,198574,조문,33,제7조(임원)
012315,198574,항,34,① 국시원은 원장 1명과 상임이사 1명을 포함한 15명 이내의 이사와 감사 1명을 둔다.
012315,198574,항,35,② 원장 및 감사는 정관으로 정하는 바에 따라 이사회에서 선임하되 보건복지부장관의 승인을 받아야 한다.
012315,198574,항,36,③ 원장 및 상임이사 외의 임원은 비상근으로 한다.
012315,198574,항,37,"④ 임원의 자격ㆍ선임ㆍ임기ㆍ직무, 그 밖의 필요한 사항은 정관으로 정한다."
012315,198574,조문,38,제8조(임원의 결격사유) 다음 각 호의 어느 하나에 해당하는 사람은 임원이 될 수 없다.
012315,198574,항,39,
012315,198574,호,40,1. 「국가공무원법」 제33조 각 호의 어느 하나에 해당하는 사람
012315,198574,호,41,2. 「공공기관의 운영에 관한 법률」 제34조제1항제2호에 해당하는 사람
012315,198574,조문,42,제9조(임원의 직무)
012315,198574,항,43,"① 원장은 국시원을 대표하고, 업무를 총괄하며 소속 직원을 지도ㆍ감독 한다."
012315,198574,항,44,② 원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 정관으로 정하는 바에 따라 그 직무를 대행한다.
012315,198574,항,45,③ 이사는 이사회에 부쳐진 안건을 심의하고 의결에 참여한다.
012315,198574,항,46,④ 감사는 「공공기관의 운영에 관한 법률」 제32조제5항에 따른 감사기준에 따라 국시원의 업무와 회계를 감사하고 그 의견을 이사회에 제출한다.
012315,198574,조문,47,제10조(이사회)
012315,198574,항,48,① 다음 각 호의 사항을 심의ㆍ의결하기 위하여 국시원에 이사회를 둔다.
012315,198574,호,49,1. 사업계획 및 예산ㆍ결산에 관한 사항
012315,198574,호,50,2. 주요 재산의 취득과 처분에 관한 사항
012315,198574,호,51,3. 정관 변경에 관한 사항
012315,198574,호,52,4. 중요 규정의 제정ㆍ개정 및 폐지에 관한 사항
012315,198574,호,53,5. 임원의 선임 및 해임에 관한 사항
012315,198574,호,54,6. 그 밖에 원장이 필요하다고 인정하여 이사회의 심의ㆍ의결을 요청하는 사항
012315,198574,항,55,② 이사회는 원장을 포함한 이사로 구성한다.
012315,198574,항,56,③ 원장은 이사회를 소집하고 그 의장이 된다.
012315,198574,항,57,④ 감사는 이사회에 출석하여 의견을 진술할 수 있다.
012315,198574,항,58,⑤ 이사회의 운영에 필요한 사항은 정관으로 정한다.
012315,198574,조문,59,제11조(사무처) 국시원은 제6조제1항에 따른 사업을 수행하기 위하여 사무처를 둔다.
012315,198574,조문,60,제12조(직원의 임면) 국시원 사무처의 직원은 정관으로 정하는 바에 따라 원장이 임면(任免)한다.
012315,198574,조문,61,제13조(시험위원)
012315,198574,항,62,① 원장은 시험 문항 개발 및 출제ㆍ채점 등 시험 실시에 있어 전문성ㆍ타당성을 높이기 위하여 해당 분야 전문가를 출제ㆍ채점 위원 등 시험위원으로 위촉할 수 있다.
012315,198574,항,63,② 시험위원 위촉에 필요한 사항은 정관으로 정한다.
012315,198574,조문,64,"제14조(재원) 국시원은 제6조에 따른 실비, 제15조에 따른 출연금 및 그 밖의 수입금으로 설립ㆍ운영한다."
012315,198574,조문,65,제15조(출연금)
012315,198574,항,66,① 정부는 국시원의 설립ㆍ운영에 소요되는 경비에 충당하기 위하여 필요한 출연금을 예산의 범위에서 지급할 수 있다.
012315,198574,항,67,② 제1항에 따른 출연금의 지급ㆍ사용 및 관리에 대하여 필요한 사항은 대통령령으로 정한다.
012315,198574,조문,68,제16조(사업연도) 국시원의 사업연도는 정부의 회계연도에 따른다.
012315,198574,조문,69,제17조(사업계획 및 예산의 승인 등)
012315,198574,항,70,① 국시원은 대통령령으로 정하는 바에 따라 매 사업연도의 사업계획서 및 예산서를 작성하여 보건복지부장관의 승인을 받아야 한다. 이를 변경하려는 경우에도 또한 같다.
012315,198574,항,71,② 국시원은 대통령령으로 정하는 바에 따라 매 사업연도의 세입ㆍ세출 결산서 및 사업성과보고서를 작성하여 「주식회사 등의 외부감사에 관한 법률」 제2조제7호 및 제9조에 따른 감사인 또는 공인회계사의 회계감사를 받아 다음 연도 2월 말까지 보건복지부장관에게 제출하여야 한다. <개정 2017.10.31>
012315,198574,조문,72,제18조(시험 계획 승인) 국시원은 국가시험을 시행하고자 할 경우 시험 시행 계획을 수립하여 대통령령으로 정하는 바에 따라 보건복지부장관의 승인을 받아야 한다.
012315,198574,조문,73,제19조(지도ㆍ감독 등)
012315,198574,항,74,① 보건복지부장관은 국시원을 지도ㆍ감독한다.
