법령일련번호,MST,구분,문장번호,내용
011141,251935,조문,1,제1장 총칙
011141,251935,조문,2,제1조(목적) 이 법은 농림수산식품산업에 대한 투자를 촉진하고 농림수산식품경영체의 건전한 성장기반을 조성하여 국민경제의 균형 있는 발전에 이바지함을 목적으로 한다.
011141,251935,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2015.6.22, 2020.2.18, 2020.12.8>"
011141,251935,항,4,
011141,251935,호,5,"1. ""농림수산식품산업""이란 「농업ㆍ농촌 및 식품산업 기본법」 제3조제1호에 따른 농업, 「수산업ㆍ어촌 발전 기본법」 제3조제1호가목에 따른 어업, 같은 호 마목에 따른 양식업, 「농업ㆍ농촌 및 식품산업 기본법」 제3조제8호에 따른 식품산업, 「수산식품산업의 육성 및 지원에 관한 법률」 제2조제4호의 수산식품산업 및 대통령령으로 정하는 농림수산식품 관련 산업을 말한다."
011141,251935,호,6,"2. ""투자""란 다음 각 목의 사항을 말한다."
011141,251935,목,7,"가. 주식회사가 발행한 주식, 무담보 전환사채 또는 무담보 신주인수권부 사채의 인수"
011141,251935,목,8,나. 유한회사 자본증가에 따른 출자의 인수
011141,251935,목,9,다. 농림수산식품경영체의 자산을 농림수산식품산업 및 관련 사업에 운용하고 그 수익을 배분하기 위하여 농림수산식품경영체에 대한 자금의 지원
011141,251935,조문,10,"제3조(농림수산식품경영체의 범위) 농림수산식품경영체(이하 ""농식품경영체""라 한다)는 다음 각 호의 어느 하나에 해당하는 자를 말한다. <개정 2013.3.23, 2020.2.18, 2020.12.29>"
011141,251935,항,11,
011141,251935,호,12,1. 「농어업경영체 육성 및 지원에 관한 법률」 제2조제7호에 따른 농어업경영체
011141,251935,호,13,2. 「식품산업진흥법」 제2조제3호에 따른 식품사업자 및 「수산식품산업의 육성 및 지원에 관한 법률」 제2조제6호에 따른 수산식품사업자
