법령일련번호,MST,구분,문장번호,내용
000154,230781,조문,1,제1장 총칙 <개정 2013.7.30>
000154,230781,조문,2,"제1조(목적) 이 법은 「유해폐기물의 국가 간 이동 및 그 처리의 통제에 관한 바젤협약」 및 같은 협약에 따른 양자간ㆍ다자간 또는 지역적 협정을 시행하고, 폐기물의 수출ㆍ수입 및 국내 경유를 규제함으로써 폐기물의 국가 간 이동으로 인한 환경오염을 방지하여 국제협력을 증진하며, 환경보전과 국민생활의 질적향상에 이바지함을 목적으로 한다."
000154,230781,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2017.4.18, 2020.3.31>"
000154,230781,항,4,
000154,230781,호,5,"1. ""폐기물""이란 다음 각 목의 어느 하나에 해당하는 물질을 말한다."
000154,230781,목,6,"가. 수출입규제폐기물: 「유해폐기물의 국가 간 이동 및 그 처리의 통제에 관한 바젤협약」(이하 ""협약""이라 한다) 부속서 등에 규정된 폐기물 및 협약 제11조에 따른 양자간ㆍ다자간 또는 지역적 협정에서 수출ㆍ수입 및 국내 경유(이하 ""수출입등""이라 한다)의 규제가 필요한 것으로 정하는 물질로서 대통령령으로 정하는 물질"
000154,230781,목,7,나. 수출입관리폐기물: 「폐기물관리법」 제2조제1호의 폐기물 중 수출입규제폐기물 외의 폐기물로서 수출ㆍ수입의 관리가 필요하여 대통령령으로 정하는 물질
000154,230781,호,8,"2. ""협약당사국""이란 협약에 가입한 국가 또는 국제기구를 말한다."
000154,230781,호,9,"3. ""이동서류""란 협약 부속서에 규정된 통지에 포함되어야 하는 정보를 적은 서류를 말한다."
000154,230781,호,10,"4. ""처리""란 폐기물의 운반, 보관, 재활용 및 처분을 말한다."
000154,230781,호,11,"5. ""폐기물취급자""란 다음 각 목의 어느 하나에 해당하는 자를 말한다."
000154,230781,목,12,가. 「폐기물관리법」 제4조 또는 제5조에 따라 폐기물처리시설을 설치ㆍ운영하는 자
000154,230781,목,13,"나. 「폐기물관리법」 제25조제3항에 따라 폐기물 중간처분업, 폐기물 최종처분업, 폐기물 종합처분업 또는 폐기물 재활용업의 허가를 받은 자"
000154,230781,목,14,다. 「폐기물관리법」 제46조에 따라 폐기물처리 신고를 한 자
000154,230781,목,15,라. 「건설폐기물의 재활용촉진에 관한 법률」 제21조에 따라 건설폐기물 중간처리업의 허가를 받은 자
000154,230781,조문,16,제3조(적용 범위)
000154,230781,항,17,① 이 법은 「원자력안전법」 제2조제5호에 따른 방사성물질 및 이에 의하여 오염된 물질에 대해서는 적용하지 아니한다.
000154,230781,항,18,② 이 법은 「해양폐기물 및 해양오염퇴적물 관리법」 및 「해양환경관리법」에 따른 해역(海域) 배출 폐기물과 선박의 항행(航行)에 따라 배출되는 폐기물에 대해서는 적용하지 아니한다. <개정 2019.12.3>
000154,230781,조문,19,제4조(국가의 책무)
000154,230781,항,20,"① 국가는 폐기물의 국가 간 이동으로 인하여 발생하는 사람의 건강과 환경에 대한 피해의 위험성을 인식하고, 국민의 건강 보호와 환경오염 예방을 위하여 폐기물의 수출입등을 통제ㆍ관리하기 위한 적절한 시책을 마련하여야 한다. <개정 2017.4.18>"
000154,230781,항,21,"② 국가는 폐기물을 적정하게 관리하기 위한 기술의 개발, 정보의 수집ㆍ이용 및 전파, 관리체계의 구축 등을 위하여 협약당사국 등과 서로 협력하여야 한다."
000154,230781,항,22,③ 국가는 폐기물과 관련된 기술의 개발 및 이전(移轉) 등에 대한 지원을 하여야 한다.
000154,230781,조문,23,제5조(폐기물 수출입자 등의 책무)
000154,230781,항,24,"① 폐기물을 수출ㆍ수입 또는 처리하는 자는 폐기물의 수출입등으로 인하여 사람의 건강과 환경에 위해(危害)가 발생하지 아니하도록 하여야 하며, 위해 방지를 위한 기술의 개발 및 정보의 교환 등에 적극 노력하여야 한다. <개정 2017.4.18>"
000154,230781,항,25,② 폐기물을 수출ㆍ수입 또는 처리하는 자는 폐기물의 수출입등으로 인하여 사람의 건강과 환경에 위해가 발생하였을 때에는 이를 제거하는 데에 필요한 모든 조치를 하여야 한다. <개정 2017.4.18>
000154,230781,조문,26,제5조의2(폐기물 수출입자의 자격)
000154,230781,항,27,① 다음 각 호의 어느 하나에 해당하는 자를 제외하고는 폐기물을 수출하여서는 아니 된다.
000154,230781,호,28,1. 폐기물취급자
000154,230781,호,29,2. 「폐기물관리법」 제18조제1항에 따른 사업장폐기물배출자
000154,230781,항,30,② 폐기물취급자를 제외하고는 폐기물을 수입하여서는 아니 된다.
000154,230781,항,31,"③ 제1항 및 제2항에도 불구하고 위해성이 크지 않고, 수출입으로 인한 환경오염 우려가 적다고 환경부장관이 인정하는 폐기물에 대해서는 환경부장관이 수출입자의 자격에 관한 사항을 따로 정하여 고시할 수 있다. <신설 2021.4.1>"
000154,230781,조문,32,제2장 폐기물 수출입등의 통제 및 관리 <개정 2013.7.30>
000154,230781,조문,33,제6조(수출입규제폐기물의 수출허가)
000154,230781,항,34,① 수출입규제폐기물을 수출하려는 자는 대통령령으로 정하는 바에 따라 환경부장관의 허가를 받아야 한다. 허가받은 사항을 변경하려는 경우에도 또한 같다. <개정 2017.4.18>
000154,230781,항,35,② 환경부장관은 수출입규제폐기물의 수출허가 신청 또는 변경허가 신청을 받은 경우에는 다음 각 호의 어느 하나에 해당하는 경우에만 이를 허가할 수 있다. <개정 2017.4.18>
000154,230781,호,36,1. 국내에서 해당 폐기물을 환경적으로 건전하고 적정하게 처리하기 위하여 필요한 기술과 시설을 가지고 있지 아니한 경우
000154,230781,호,37,2. 해당 폐기물이 수입국의 재활용을 위한 산업의 원료로 필요한 경우
000154,230781,항,38,"③ 환경부장관은 제2항에 따른 수출허가를 하려는 경우에는 수출하려는 수출입규제폐기물의 수입국 및 경유국의 동의를 받아야 한다. 다만, 대통령령으로 정하는 경우에는 동의 없이 허가할 수 있다. <개정 2017.4.18>"
000154,230781,항,39,④ 환경부장관은 제2항에 따라 허가를 하는 경우에는 필요한 조건을 붙일 수 있다.
000154,230781,항,40,⑤ 환경부장관은 제2항에 따른 허가를 할 때 물리적ㆍ화학적 특성이 같은 수출입규제폐기물을 국내의 같은 세관 및 수입국의 같은 세관을 통하여 같은 자에게 두 번 이상 수출하는 경우에는 12개월의 범위에서 기간을 정하여 한꺼번에 허가할 수 있다. <개정 2017.4.18>
000154,230781,항,41,⑥ 제5항에 따라 한꺼번에 허가를 받은 자는 수출입규제폐기물을 수출할 때마다 「관세법」 제241조에 따른 신고일의 10일 전까지 대통령령으로 정하는 자료를 환경부장관에게 제출하여야 한다. <신설 2020.3.31>
000154,230781,항,42,⑦ 제1항에 따라 수출허가 또는 변경허가를 받은 자는 다른 자에게 자기의 명의나 상호를 사용하여 수출입규제폐기물을 수출하게 하거나 수출입규제폐기물 수출허가서 또는 변경허가서를 빌려주어서는 아니 된다. <신설 2020.3.31>
000154,230781,항,43,⑧ 제1항에 따라 수출입규제폐기물을 수출하려는 자는 「폐기물관리법」 제13조에 따른 폐기물의 처리 기준ㆍ방법에 따라 수출입규제폐기물을 처리하여야 한다. <신설 2020.3.31>
000154,230781,조문,44,제7조(수출이동서류의 작성 등)
000154,230781,항,45,"① 제6조제1항에 따라 수출입규제폐기물의 수출허가(변경허가를 포함한다. 이하 같다)를 받은 자는 대통령령으로 정하는 바에 따라 해당 수출입규제폐기물에 관한 이동서류(이하 ""수출이동서류""라 한다)를 작성하여야 한다. 수출이동서류의 내용을 변경할 때에도 또한 같다. <개정 2017.4.18>"
000154,230781,항,46,② 수출입규제폐기물의 수출허가를 받은 자가 해당 수출입규제폐기물을 수출하지 아니하게 되었을 때에는 대통령령으로 정하는 바에 따라 해당 수출이동서류를 첨부하여 환경부장관에게 신고하여야 한다. <개정 2017.4.18>
000154,230781,조문,47,제8조(수출입규제폐기물의 운반)
000154,230781,항,48,"① 수출허가를 받은 수출입규제폐기물을 운반하는 자는 해당 수출입규제폐기물에 관한 수출이동서류를 지녀야 하며, 수출입규제폐기물을 인도(引渡)하는 경우에는 수출이동서류에 인도일과 그 밖에 대통령령으로 정하는 사항을 적고 서명하여야 한다. <개정 2017.4.18>"
000154,230781,항,49,"② 수출허가를 받은 수출입규제폐기물을 운반하는 자는 수출이동서류에 적힌 내용을 준수하여야 한다. 다만, 제20조제1항에 따른 반입명령에 따라 반입하는 경우에는 그러하지 아니하다. <개정 2017.4.18>"
000154,230781,조문,50,제9조 삭제 <1999.2.8>
000154,230781,조문,51,제10조(수출입규제폐기물의 수입허가)
000154,230781,항,52,① 수출입규제폐기물을 수입하려는 자는 대통령령으로 정하는 바에 따라 환경부장관의 허가를 받아야 한다. 허가받은 사항을 변경하려는 경우에도 또한 같다. <개정 2017.4.18>
000154,230781,항,53,② 환경부장관은 제1항에 따른 수출입규제폐기물의 수입허가 신청 또는 변경허가 신청을 받은 경우에는 다음 각 호의 어느 하나에 해당하는 경우에만 이를 허가할 수 있다. <개정 2017.4.18>
000154,230781,호,54,1. 해당 폐기물을 환경적으로 건전하고 적정하게 처리하기 위하여 필요한 기술과 시설을 가지고 있는 경우
000154,230781,호,55,2. 해당 폐기물이 재활용을 위한 산업의 원료로 사용되는 경우
000154,230781,항,56,"③ 환경부장관은 제2항에 따른 수입허가를 할 때 수출국의 주무관청으로부터 해당 폐기물의 수입 동의 요청이 없는 경우에는 수입을 허가하여서는 아니 된다. 다만, 수출국의 법령에 따라 국가 간 이동 통제 대상 폐기물로 규정되지 아니한 경우에는 그러하지 아니하다."
000154,230781,항,57,④ 환경부장관은 수출국의 주무관청이 수출입규제폐기물의 수입 동의 요청을 하였을 때에는 그 수출입규제폐기물의 수입에 관한 동의 여부를 결정하여 수출국에 통지하여야 한다. <개정 2017.4.18>
000154,230781,항,58,⑤ 환경부장관은 제2항에 따라 허가를 하는 경우에는 필요한 조건을 붙일 수 있다.
000154,230781,항,59,"⑥ 환경부장관은 제2항에 따른 허가를 할 때 물리적ㆍ화학적 특성이 같은 수출입규제폐기물을 수출국의 같은 세관 및 국내의 같은 세관을 통하여 같은 자가 두 번 이상 수입하는 경우에는 12개월의 범위에서 기간을 정하여 한꺼번에 허가할 수 있다. 이 경우 한꺼번에 허가를 받은 자에 대해서는 제6조제6항을 준용한다. <개정 2017.4.18, 2020.3.31>"
000154,230781,항,60,⑦ 제1항에 따라 수입허가 또는 변경허가를 받은 자는 다른 자에게 자기의 명의나 상호를 사용하여 수출입규제폐기물을 수입하게 하거나 수출입규제폐기물 수입허가서 또는 변경허가서를 빌려주어서는 아니 된다. <신설 2020.3.31>
000154,230781,항,61,⑧ 제1항에 따라 수출입규제폐기물을 수입하려는 자는 「폐기물관리법」 제13조에 따른 폐기물의 처리 기준ㆍ방법에 따라 수출입규제폐기물을 처리하여야 한다. <신설 2020.3.31>
000154,230781,조문,62,"제11조(수입이동서류의 작성) 제10조제1항에 따라 수출입규제폐기물의 수입허가(변경허가를 포함한다. 이하 같다)를 받은 자는 해당 수출입규제폐기물을 수입하였을 때에는 대통령령으로 정하는 바에 따라 수입허가를 받은 수출입규제폐기물에 관한 이동서류(이하 ""수입이동서류""라 한다)를 작성하여야 한다. 수입이동서류의 내용을 변경할 때에도 또한 같다. <개정 2017.4.18>"
000154,230781,조문,63,제12조(수입이동서류의 소지의무 등)
000154,230781,항,64,"① 수입허가를 받은 수출입규제폐기물을 처리하는 자는 해당 수입이동서류 및 수출국의 법령에 따라 발행된 이동서류(수출국의 법령에 따라 국가 간 이동 통제 대상 폐기물로 규정된 경우만 해당한다. 이하 ""수출국발행이동서류""라 한다)와 제18조의5에 따른 인계ㆍ인수에 관한 내용을 출력한 서류를 지녀야 하며, 해당 수출입규제폐기물을 인도하는 경우에는 수입이동서류에 인도일과 그 밖에 대통령령으로 정하는 사항을 적고 서명하여야 한다. <개정 2017.4.18, 2020.3.31>"
000154,230781,항,65,"② 수입허가를 받은 수출입규제폐기물을 처리하는 자는 수입이동서류에 적힌 내용을 준수하여야 한다. 다만, 제20조제1항에 따른 반출명령에 따라 반출하는 경우에는 그러하지 아니하다. <개정 2017.4.18>"
000154,230781,조문,66,제13조 삭제 <2013.7.30>
000154,230781,조문,67,"제14조(수출입규제폐기물 처리 결과 등의 통보) 수입허가를 받은 수출입규제폐기물의 처리를 완료한 자는 지체 없이 대통령령으로 정하는 바에 따라 해당 수출입규제폐기물의 수령 및 처리 결과를 적은 서류를 수출국의 주무관청과 그 수출입규제폐기물을 수출한 자에게 보내고, 그 사본을 환경부장관에게 제출하여야 한다. <개정 2017.4.18>"
000154,230781,조문,68,"제15조(수출입규제폐기물의 수출입허가 취소) 환경부장관은 수출입규제폐기물의 수출허가 또는 수입허가를 받은 자가 다음 각 호의 어느 하나에 해당할 때에는 그 허가를 취소할 수 있다. <개정 2017.4.18, 2020.3.31>"
000154,230781,항,69,
000154,230781,호,70,1. 거짓이나 그 밖의 부정한 방법으로 허가를 받았을 때
000154,230781,호,71,2. 제6조제4항 또는 제10조제5항에 따른 조건을 이행하지 아니하였을 때
000154,230781,호,72,2의2. 제6조제6항(제10조제6항 후단에서 준용하는 경우를 포함한다)을 위반하여 자료를 제출하지 아니하였을 때
000154,230781,호,73,2의3. 제6조제7항 또는 제10조제7항을 위반하여 다른 자에게 자기의 명의나 상호를 사용하여 수출입규제폐기물을 수출 또는 수입하게 하거나 수출입규제폐기물 수출허가서ㆍ수입허가서 또는 그 변경허가서를 빌려주었을 때
000154,230781,호,74,2의4. 제6조제8항 또는 제10조제8항을 위반하여 수출입규제폐기물을 처리하였을 때
000154,230781,호,75,3. 수출허가 또는 수입허가를 받은 수출입규제폐기물이 허가 당시 예상하지 못한 환경오염을 유발한다는 새로운 정보가 발견되었을 때
