법령일련번호,MST,구분,문장번호,내용
012050,225081,조문,1,제1조(목적) 이 법은 이동통신단말장치의 공정하고 투명한 유통 질서를 확립하여 이동통신 산업의 건전한 발전과 이용자의 권익을 보호함으로써 공공복리의 증진에 이바지함을 목적으로 한다.
012050,225081,조문,2,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2020.6.9, 2020.12.29>"
012050,225081,항,3,
012050,225081,호,4,"1. ""이동통신서비스""란 「전파법」에 따라 할당받은 주파수를 사용하는 기간통신역무를 말한다."
012050,225081,호,5,"2. ""이동통신사업자""란 이동통신서비스를 제공하는 전기통신사업자를 말한다."
012050,225081,호,6,"3. ""이용자""란 이동통신서비스를 제공받기 위하여 이동통신사업자와 이동통신서비스의 이용에 관한 계약을 체결한 자를 말한다."
012050,225081,호,7,"4. ""이동통신단말장치""란 이용자가 이동통신서비스를 이용하기 위하여 필요한 단말장치를 말한다."
012050,225081,호,8,"5. ""이동통신단말장치 제조업자""란 이동통신단말장치를 제조ㆍ생산하는 자를 말한다."
012050,225081,호,9,"6. ""대리점""이란 이동통신사업자와의 협정에 따라 이동통신사업자와 이용자 간의 계약 체결(체결된 계약 내용을 변경하는 것을 포함한다) 등을 대리 또는 위탁받아 처리하는 자를 말한다."
012050,225081,호,10,"7. ""판매점""이란 대리점과의 협정에 따라 이동통신사업자와 이용자 간의 계약 체결(체결된 계약 내용을 변경하는 것을 포함한다) 등을 복대리 또는 재위탁받아 처리하는 자를 말한다."
012050,225081,호,11,"8. ""출고가""란 이동통신단말장치 제조업자, 이동통신사업자 또는 이동통신사업자와 대통령령으로 정한 특수한 관계가 있는 자(이하 ""특수관계인""이라 한다) 등이 대리점에 이동통신단말장치를 공급하는 가격을 말한다."
012050,225081,호,12,"9. ""지원금""이란 이동통신단말장치 구매가격 할인, 현금 지급, 가입비 보조 등 이동통신단말장치의 구입비용을 지원하기 위하여 이용자에게 제공된 모든 경제적 이익을 말한다."
012050,225081,호,13,"10. ""장려금""이란 다음 각 목의 어느 하나에 해당하는 것을 말한다."
