법령일련번호,MST,구분,문장번호,내용
009940,260491,조문,1,제1장 총칙
009940,260491,조문,2,"제1조(목적) 이 법은 소나무재선충병으로 피해를 받고 있는 산림을 보호하고, 산림자원으로서의 기능을 확보하기 위한 피해방지대책을 강구하여 추진함으로써 국토의 보전에 이바지함을 목적으로 한다. <개정 2010.1.25>"
009940,260491,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2006.9.27, 2010.1.25>"
009940,260491,항,4,
009940,260491,호,5,"1. ""소나무재선충병""(이하 ""재선충병""이라 한다)이란 소나무재선충(이하 ""재선충""이라 한다)에 감염되어 소나무류가 고사하는 병을 말한다."
009940,260491,호,6,"2. ""소나무류""란 소나무, 해송, 잣나무와 그 밖에 산림청장이 재선충병에 감염되는 것으로 인정하여 고시하는 수종을 말한다."
009940,260491,호,7,"3. ""재선충병 감염우려목""(이하 ""감염우려목""이라 한다)이란 제9조제1항에 따른 소나무류반출금지구역의 소나무류 중 재선충병 감염 여부 확인을 받지 아니한 소나무류를 말한다."
009940,260491,호,8,"4. ""훈증""이란 재선충병에 감염된 소나무류(이하 ""감염목""이라 한다) 또는 감염우려목을 벌채ㆍ집재한 후 재선충과 이를 매개하는 솔수염하늘소 등 해충(이하 ""매개충""이라 한다)의 유충을 죽이는 효과가 인정된 농약을 넣은 후 비닐로 밀봉하는 것을 말한다."
009940,260491,조문,9,제3조(산림소유자등의 의무)
009940,260491,항,10,"①산림소유자, 산림소유자 외에 감염목 또는 감염우려목(이하 ""감염목등""이라 한다)의 소유자 및 그 대리인(이하 ""산림소유자등""이라 한다)은 재선충병이 발생하였거나 발생할 우려가 있을 때에는 이를 구제(驅除)ㆍ예방(豫防)하여야 한다. <개정 2006.9.27>"
009940,260491,항,11,"②제1항의 경우 산림소유자등은 농림축산식품부령이 정하는 바에 따라 연접하고 있는 타인의 토지에 들어가서 재선충과 이를 매개하는 매개충을 구제ㆍ예방할 수 있다. <개정 2008.2.29, 2013.3.23>"
009940,260491,항,12,③제2항의 경우 해당 산림의 연접 토지소유자는 재선충병 피해방제를 위한 산림소유자등의 토지 출입에 응하여야 한다.
009940,260491,항,13,④산림소유자등은 제4조의 규정에 의하여 국가 및 지방자치단체가 재선충병 방제를 위해 필요한 조치를 할 경우 협조하여야 한다.
009940,260491,항,14,⑤국가 및 지방자치단체는 제1항의 규정에 따라 산림소유자등이 구제ㆍ예방을 하였을 때에는 예산의 범위 안에서 그 비용을 지원할 수 있다.
009940,260491,조문,15,제4조(국가 및 지방자치단체의 책무) 산림청장 및 지방자치단체의 장은 재선충병을 예방하고 그 확산을 방지하기 위하여 다음 각 호의 사업을 포함하는 재선충병 방제대책을 수립하여 이를 시행하여야 한다.
009940,260491,항,16,
009940,260491,호,17,1. 재선충병의 방제를 위한 조직ㆍ인력ㆍ예산 및 장비 확충
009940,260491,호,18,2. 재선충병의 예방 및 조기발견 신고체계
009940,260491,호,19,3. 재선충병의 방제를 위한 기술연구개발과 지원
009940,260491,호,20,4. 재선충병의 방제를 위한 관계 기관과의 협조대책
009940,260491,호,21,5. 재선충병에 대한 교육 및 홍보
009940,260491,호,22,6. 재선충병에 관한 정보수집 및 분석
009940,260491,조문,23,제5조(방제대책본부)
009940,260491,항,24,"①산림청장은 재선충병이 발생한 지역(이하 ""발생지역""이라 한다)에 대한 방제와 확산을 방지하고 제6조에 따른 예비관찰조사에 필요한 지원을 신속히 강구하기 위하여 산림청에 소나무재선충병중앙방제대책본부(이하 ""중앙방제대책본부""라 한다)를 설치ㆍ운영하여야 한다. <개정 2006.9.27, 2013.4.5>"
009940,260491,항,25,"②발생지역에서 방제대책을 효율적으로 추진하기 위하여 지방자치단체의 장, 지방산림청장 및 지방산림청 국유림관리소장(이하 ""국유림관리소장""이라 한다)은 소나무재선충병지역방제대책본부(이하 ""지역방제대책본부""라 한다)를 설치ㆍ운영하여야 한다. <개정 2006.9.27>"
009940,260491,항,26,"③중앙방제대책본부의 본부장은 산림청장으로 하며, 지역방제대책본부장은 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사(이하 ""시ㆍ도지사""라 한다), 시장ㆍ군수 또는 자치구의 구청장(이하 ""시장ㆍ군수ㆍ구청장""이라 한다), 지방산림청장 또는 국유림관리소장이 된다. <개정 2006.9.27, 2010.1.25, 2013.4.5>"
009940,260491,항,27,④제1항 및 제2항에 따른 중앙방제대책본부와 지역방제대책본부의 구성 및 운영 등에 필요한 사항은 대통령령으로 정한다. <개정 2010.1.25>
009940,260491,조문,28,제2장 방제
009940,260491,조문,29,제6조(예비관찰조사)
009940,260491,항,30,"①시장(특별자치시 및 특별자치도의 경우는 특별자치시장 및 특별자치도지사를 말한다. 이하 같다)ㆍ군수ㆍ구청장 또는 국유림관리소장은 발생지역 및 그 연접지역에 대하여 정기적으로 예비관찰조사를 실시하여야 한다. <개정 2006.9.27, 2010.1.25, 2013.4.5>"
009940,260491,항,31,"②제1항에 따른 예비관찰요령, 예비관찰시기와 예비관찰결과에 대한 조치사항은 산림청장이 정한다. <개정 2010.1.25, 2013.4.5>"
009940,260491,조문,32,제6조의2(타인의 토지에의 출입 등)
009940,260491,항,33,"① 시장ㆍ군수ㆍ구청장 또는 지방산림청장은 재선충병 예비관찰ㆍ방제에 관한 조사ㆍ측량과 방제작업을 하기 위하여 필요한 경우에는 소속 공무원 및 제14조의4에 따른 소나무재선충병 모니터링센터 직원(이하 ""공무원등""이라 한다)으로 하여금 타인의 토지에 출입하게 하거나 다음 각 호의 행위를 하게 할 수 있다. 이 경우 공무원등은 해당 행위 7일 전까지 그 행위의 목적ㆍ내용ㆍ기간 등을 대상 토지ㆍ입목 등의 소유자 또는 점유자에게 통지하여야 한다."
009940,260491,호,34,1. 재료의 적치장 또는 임시도로로 일시사용
009940,260491,호,35,2. 형질의 변경 또는 공작물의 설치
009940,260491,호,36,3. 입목ㆍ죽ㆍ떼 또는 풀의 채취
009940,260491,호,37,4. 입목ㆍ죽ㆍ토석 또는 그 밖의 장애물의 변경ㆍ제거
009940,260491,항,38,② 시장ㆍ군수ㆍ구청장 또는 지방산림청장은 재선충병이 발생하였거나 발생이 의심되는 경우로서 해당 재선충병이 다른 지역으로 급속하게 확산될 우려가 큰 경우에는 공무원등으로 하여금 긴급하게 다음 각 호의 어느 하나에 해당하는 행위를 하게 할 수 있다. 이 경우 제1항 각 호 외의 부분 후단에도 불구하고 그 행위의 목적ㆍ내용ㆍ기간 등을 48시간 전까지 통지하여야 한다. <신설 2019.1.15>
009940,260491,호,39,1. 제6조에 따른 예비관찰조사를 위하여 타인의 토지에 출입하는 행위
009940,260491,호,40,2. 재선충병 감염 및 확산 여부를 확인하기 위하여 소나무류의 일부를 채취하는 행위
009940,260491,항,41,③ 제1항 각 호 외의 부분 전단 및 제2항제1호에 따라 타인의 토지에 출입하거나 제1항 각 호 및 제2항제2호의 행위를 하는 공무원등은 그 권한을 표시하는 증표를 지니고 이를 관계인에게 내보여야 한다. <개정 2019.1.15>
009940,260491,조문,42,제6조의3(토지 출입 등에 따른 손실보상)
009940,260491,항,43,"① 시장ㆍ군수ㆍ구청장 또는 지방산림청장은 제6조의2제1항 및 제2항에 따른 조치로 인하여 손실이 발생하였을 때에는 보상하여야 한다. 다만, 재선충병의 구제ㆍ예방 대상인 토지에서 발생한 손실은 제외한다. <개정 2019.1.15>"
009940,260491,항,44,② 제1항에 따른 손실보상에 관하여는 손실을 입은 자와 그 조치를 한 시장ㆍ군수ㆍ구청장 또는 지방산림청장이 협의하여야 한다.
009940,260491,항,45,③ 제2항에 따른 협의가 성립되지 아니하였을 때에는 대통령령으로 정하는 바에 따라 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」 제51조에 따른 관할 토지수용위원회에 재결을 신청할 수 있다.
009940,260491,항,46,④ 제3항에 따른 재결에 관하여는 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」 제83조부터 제86조까지의 규정을 준용한다.
009940,260491,조문,47,제7조(신고ㆍ보고 및 진단)
009940,260491,항,48,"①재선충병에 감염된 것으로 의심되는 소나무류를 발견한 자는 산림청, 지방산림청, 지방산림청 국유림관리소, 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다), 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다), 읍ㆍ면ㆍ동사무소 등 인근 행정기관에 신속하게 신고하여야 한다. <개정 2006.9.27, 2013.4.5>"
009940,260491,항,49,②제1항의 규정에 따라 신고를 받은 행정기관은 재선충병에 대한 보고 및 진단을 하여야 한다.
009940,260491,항,50,③재선충병의 신고ㆍ보고 및 진단에 관한 사항은 산림청장이 별도로 정한다.
009940,260491,조문,51,제7조의2(역학조사)
009940,260491,항,52,①산림청장 또는 지방자치단체의 장은 재선충병이 발생하였거나 발생할 우려가 있다고 인정하는 경우에는 지체 없이 역학조사를 실시하여야 한다.
