법령일련번호,MST,구분,문장번호,내용
000167,251733,조문,1,제1장 총칙
000167,251733,조문,2,제1조(목적) 이 법은 공장ㆍ건설공사장ㆍ도로ㆍ철도 등으로부터 발생하는 소음ㆍ진동으로 인한 피해를 방지하고 소음ㆍ진동을 적정하게 관리하여 모든 국민이 조용하고 평온한 환경에서 생활할 수 있게 함을 목적으로 한다. <개정 2009.6.9>
000167,251733,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.6.9, 2013.3.22, 2013.8.13, 2016.1.19>"
000167,251733,항,4,
000167,251733,호,5,"1. ""소음(騷音)""이란 기계ㆍ기구ㆍ시설, 그 밖의 물체의 사용 또는 공동주택(「주택법」 제2조제3호에 따른 공동주택을 말한다. 이하 같다) 등 환경부령으로 정하는 장소에서 사람의 활동으로 인하여 발생하는 강한 소리를 말한다."
000167,251733,호,6,"2. ""진동(振動)""이란 기계ㆍ기구ㆍ시설, 그 밖의 물체의 사용으로 인하여 발생하는 강한 흔들림을 말한다."
000167,251733,호,7,"3. ""소음ㆍ진동배출시설""이란 소음ㆍ진동을 발생시키는 공장의 기계ㆍ기구ㆍ시설, 그 밖의 물체로서 환경부령으로 정하는 것을 말한다."
000167,251733,호,8,"4. ""소음ㆍ진동방지시설""이란 소음ㆍ진동배출시설로부터 배출되는 소음ㆍ진동을 없애거나 줄이는 시설로서 환경부령으로 정하는 것을 말한다."
000167,251733,호,9,"5. ""방음시설(防音施設)""이란 소음ㆍ진동배출시설이 아닌 물체로부터 발생하는 소음을 없애거나 줄이는 시설로서 환경부령으로 정하는 것을 말한다."
000167,251733,호,10,"6. ""방진시설""이란 소음ㆍ진동배출시설이 아닌 물체로부터 발생하는 진동을 없애거나 줄이는 시설로서 환경부령으로 정하는 것을 말한다."
000167,251733,호,11,"7. ""공장""이란 「산업집적활성화 및 공장설립에 관한 법률」 제2조제1호의 공장을 말한다. 다만, 「도시계획법」 제12조제1항에 따라 결정된 공항시설 안의 항공기 정비공장은 제외한다."
000167,251733,호,12,"8. ""교통기관""이란 기차ㆍ자동차ㆍ전차ㆍ도로 및 철도 등을 말한다. 다만, 항공기와 선박은 제외한다."
000167,251733,호,13,"9. ""자동차""란 「자동차관리법」 제2조제1호에 따른 자동차와 「건설기계관리법」 제2조제1호에 따른 건설기계 중 환경부령으로 정하는 것을 말한다."
000167,251733,호,14,"10. ""소음발생건설기계""란 건설공사에 사용하는 기계 중 소음이 발생하는 기계로서 환경부령으로 정하는 것을 말한다."
000167,251733,호,15,"11. ""휴대용음향기기""란 휴대가 쉬운 소형 음향재생기기(음악재생기능이 있는 이동전화를 포함한다)로서 환경부령으로 정하는 것을 말한다."
000167,251733,조문,16,제2조의2(국가와 지방자치단체의 책무) 국가와 지방자치단체는 국민의 쾌적하고 건강한 생활환경을 조성하기 위하여 소음ㆍ진동으로 인한 피해를 예방ㆍ관리할 수 있는 시책을 수립ㆍ추진하여야 한다.
