법령일련번호,MST,구분,문장번호,내용
010294,251947,조문,1,제1장 총칙
010294,251947,조문,2,제1조(목적) 이 법은 문화의 다양성과 창의성을 기반으로 아시아 문화와 자원의 상호 교류 및 연구ㆍ창조ㆍ활용을 통하여 국가경쟁력을 확보하는 아시아문화중심도시를 광주광역시에 조성하여 민족문화와 세계문화를 발전시키고 지역균형발전과 국민의 삶의 질 향상에 이바지함을 목적으로 한다. <개정 2023.6.9>
010294,251947,조문,3,제2조(정의) 이 법에서 사용하는 용어의 정의는 다음과 같다.
010294,251947,항,4,
010294,251947,호,5,"1. ""아시아문화중심도시""라 함은 아시아 각국과의 문화 교류를 통하여 아시아 문화의 연구ㆍ창조ㆍ교육 및 산업화 등 일련의 활동이 최대한 보장되도록 국가적 지원의 특례가 실시되는 지역적 단위를 말한다."
010294,251947,호,6,"2. ""조성사업""이라 함은 제5조의 규정에 따른 아시아문화중심도시 종합계획 및 제7조의 규정에 따른 연차별 실시계획에 따라 시행되는 사업을 말한다."
010294,251947,조문,7,제3조(국가 및 광주광역시의 책무)
010294,251947,항,8,①국가는 광주광역시를 아시아문화중심도시로 조성하기 위한 종합적인 시책을 수립ㆍ시행하고 지원하는 방안을 강구하여야 한다.
010294,251947,항,9,②광주광역시는 시민의 참여와 다른 지방자치단체와의 협력을 통하여 광주지역을 아시아문화중심도시로 조성하는데 필요한 계획과 시책을 수립ㆍ시행하여야 한다.
010294,251947,항,10,③국가와 광주광역시는 제1항 및 제2항의 규정에 따른 시책을 수립하고자 할 때에는 미리 문화예술기관 및 단체의 의견을 들어야 한다.
010294,251947,항,11,④제1항 및 제2항의 규정에 따른 아시아문화중심도시의 조성에 관한 계획과 시책의 수립ㆍ시행에 관하여 국가 및 광주광역시장의 요청이 있는 때에는 관련 기관 및 단체는 이에 협조하여야 한다.
010294,251947,조문,12,제4조(시민사회협약의 체결)
010294,251947,항,13,"①광주광역시장은 자율과 합의에 따라 아시아문화중심도시 조성사업을 효율적으로 추진하기 위하여 주요 조성사업 분야별 시민사회단체간 협약(이하 ""시민사회협약""이라 한다)이 체결될 수 있도록 노력하여야 한다."
010294,251947,항,14,"②광주광역시장은 시민사회협약에 관한 다음 각 호의 사항을 심의하기 위하여 제9조의 규정에 따른 실시계획심의위원회 내에 시민사회협약위원회를 구성ㆍ운영하고, 시민사회협약의 실행을 위하여 필요하다고 인정되는 경우 다음 각 호의 사항을 제7조의 규정에 따른 연차별 실시계획에 반영하여 추진할 수 있다."
010294,251947,호,15,1. 조성사업 추진 관련 지역사회발전 및 주민의 권익증진과 사회적 갈등의 해결을 위한 사항
010294,251947,호,16,2. 그 밖에 조성사업 추진과 관련하여 광주광역시장 또는 시민사회협약위원회가 필요하다고 인정하는 사항
010294,251947,항,17,③시민사회협약을 체결하는 자는 시민사회협약에 예산이 수반되거나 주민의 권리 제한ㆍ의무 부과와 관련된 사항을 포함하는 경우 광주광역시장의 의견을 청취하여야 한다.
010294,251947,항,18,"④시민사회협약의 체결당사자, 체결방법 및 제2항의 시민사회협약위원회의 구성 등에 관하여 필요한 사항은 조례로 정한다."
010294,251947,조문,19,제2장 아시아문화중심도시 조성계획의 수립 등
010294,251947,조문,20,제5조(종합계획의 수립)
010294,251947,항,21,"①문화체육관광부장관은 아시아문화중심도시의 조성을 촉진하기 위하여 다음 각 호의 사항을 포함하는 아시아문화중심도시 조성을 위한 기본적이고 종합적인 계획(이하 ""종합계획""이라 한다)을 수립ㆍ시행한다. <개정 2008.2.29>"
010294,251947,호,22,1. 아시아문화중심도시 조성을 위한 기본시책에 관한 사항
010294,251947,호,23,2. 문화예술ㆍ시민문화 및 생태문화의 진흥에 관한 사항
010294,251947,호,24,3. 시민문화교육 및 전문인력 양성 등에 관한 사항
010294,251947,호,25,4. 아시아문화중심도시 조성과 관련된 문화시설의 설치ㆍ운영에 관한 사항
010294,251947,호,26,5. 문화교류 활성화에 관한 사항
010294,251947,호,27,6. 지역문화산업ㆍ관광산업의 진흥 및 기반조성에 관한 사항
010294,251947,호,28,7. 조성사업 등에 필요한 투자재원의 조달에 관한 사항
010294,251947,호,29,8. 아시아문화중심도시 조성사업과 문화적 통합성 및 기능적 연계성을 지니는 광주광역시 외의 지역과 공동으로 추진하는 사업에 관한 사항
010294,251947,호,30,9. 그 밖에 아시아문화중심도시 조성을 위하여 필요하다고 인정되는 사항
