법령일련번호,MST,구분,문장번호,내용
009411,258035,조문,1,제1장 총칙 <개정 2009.1.30>
009411,258035,조문,2,제1조(목적) 이 법은 경제자유구역의 지정 및 운영을 통하여 외국인투자기업 및 국내복귀기업의 경영환경과 외국인의 생활여건을 개선함으로써 외국인투자와 기업 유치를 촉진하고 나아가 국가경쟁력의 강화와 지역 간의 균형발전을 도모함을 목적으로 한다. <개정 2021.6.15>
009411,258035,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2018.4.17, 2021.6.15>"
009411,258035,항,4,
009411,258035,호,5,"1. ""경제자유구역""이란 외국인투자기업 및 국내복귀기업의 경영환경과 외국인의 생활여건을 개선하기 위하여 조성된 지역으로서 제4조에 따라 지정ㆍ고시되는 지역을 말한다."
009411,258035,호,6,2. 삭제 <2011.4.4>
009411,258035,호,7,"3. ""외국인""이란 「외국인투자 촉진법」 제2조제1항제1호에 해당하는 자를 말한다."
009411,258035,호,8,"4. ""외국인투자기업""이란 「외국인투자 촉진법」 제2조제1항제6호에 따른 기업을 말한다."
009411,258035,호,9,"5. ""외국교육기관""이란 외국의 법령에 근거하여 설립ㆍ운영되는 학교(분교를 포함한다)를 말한다."
009411,258035,호,10,"6. ""국내복귀기업""이란 「해외진출기업의 국내복귀 지원에 관한 법률」 제7조에 따라 지원대상으로 선정된 기업을 말한다."
009411,258035,호,11,"7. ""첨단기술 및 첨단제품""이란 「산업발전법」 제5조에 따른 범위에서 산업통상자원부장관으로부터 확인서를 발급받은 기술 및 제품을 말한다."
009411,258035,호,12,"8. ""핵심전략산업""이란 경제자유구역별 특성과 여건을 활용하여 특화시키려는 산업으로서 제7조의7에 따라 선정된 산업을 말한다."
009411,258035,조문,13,제2조의2(국가 등의 책무) 국가와 지방자치단체는 경제자유구역을 지정한 목적이 달성되도록 운영에 필요한 행정적ㆍ재정적 지원을 하여야 한다.
009411,258035,조문,14,"제2조의3(다른 법률과의 관계) 이 법에 따른 경제자유구역에 대한 지원과 규제의 특례에 관한 규정은 다른 법률에 따른 지원과 규제의 특례에 관한 규정에 우선하여 적용한다. 다만, 다른 법률에 이 법에 따른 규제에 관한 특례보다 완화되는 규정이 있으면 그 법률에서 정하는 바에 따른다."
009411,258035,조문,15,"제3조(다른 계획과의 관계) 이 법에 따른 경제자유구역개발계획은 다른 법률에 따른 개발계획에 우선한다. 다만, 「국토기본법」 제6조제2항제1호에 따른 국토종합계획, 「수도권정비계획법」에 따른 수도권정비계획 및 「군사기지 및 군사시설 보호법」에 따른 계획에 대하여는 그러하지 아니하다."
009411,258035,조문,16,제2장 경제자유구역기본계획의 수립 및 경제자유구역의 지정 등 <개정 2011.4.4>
009411,258035,조문,17,제3조의2(경제자유구역기본계획의 수립)
