법령일련번호,MST,구분,문장번호,내용
011902,248915,조문,1,제1장 총칙
011902,248915,조문,2,"제1조(목적) 이 법은 정보통신을 진흥하고 정보통신을 기반으로 한 융합의 활성화를 위한 정책 추진 체계, 규제 합리화와 인력 양성, 벤처육성 및 연구개발 지원 등을 규정함으로써 정보통신의 국제경쟁력을 제고하고 국민경제의 지속적인 발전을 도모하여 국민의 삶의 질 향상에 이바지함을 목적으로 한다."
011902,248915,조문,3,제2조(정의)
011902,248915,항,4,① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2020.6.9>
011902,248915,호,5,"1. ""정보통신""이란 「전기통신사업법」 제2조제2호에 따른 전기통신설비 또는 컴퓨터 등을 이용하거나 활용한 정보의 수집ㆍ가공ㆍ저장ㆍ처리ㆍ검색ㆍ송신ㆍ수신 및 서비스 제공 등과 관련되는 기기ㆍ기술ㆍ서비스 및 산업 등 일련의 활동과 수단을 말하며, 다음 각 목의 것을 포함한다."
011902,248915,목,6,가. 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제2조제2호에 따른 정보통신서비스
011902,248915,목,7,나. 「방송통신발전 기본법」 제2조제5호에 따른 방송통신서비스
011902,248915,목,8,다. 「정보통신산업 진흥법」 제2조제2호에 따른 정보통신산업
011902,248915,목,9,라. 「문화산업진흥 기본법」 제2조제5호에 따른 디지털콘텐츠의 제작ㆍ유통 등과 관련된 기술ㆍ서비스 및 산업
011902,248915,목,10,"마. 양자(量子)역학적 효과를 기반으로 하는 양자암호 및 통신, 양자센서 및 소자, 양자컴퓨터 등을 가능하게 하는 기술(이하 ""양자정보통신기술""이라 한다)"
011902,248915,호,11,"2. ""정보통신융합""이란 정보통신 간 또는 정보통신과 다른 산업 간에 기술 또는 서비스의 결합 또는 복합을 통하여 새로운 사회적ㆍ시장적 가치를 창출하는 창의적이고 혁신적인 활동 및 현상을 말한다."
011902,248915,호,12,"3. ""중소기업""이란 「중소기업기본법」 제2조제1항에 따른 중소기업을 말한다."
011902,248915,호,13,"4. ""벤처""란 「벤처기업육성에 관한 특별조치법」 제2조제1항에 따른 벤처기업 및 「1인 창조기업 육성에 관한 법률」 제2조에 따른 1인 창조기업을 말한다."
