법령일련번호,MST,구분,문장번호,내용
000262,247277,조문,1,제1장 총칙 <개정 2011.5.30>
000262,247277,조문,2,제1조(목적) 이 법은 지하수의 적절한 개발ㆍ이용과 효율적인 보전ㆍ관리에 관한 사항을 정함으로써 적정한 지하수개발ㆍ이용을 도모하고 지하수오염을 예방하여 공공의 복리증진과 국민경제의 발전에 이바지함을 목적으로 한다.
000262,247277,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2020.5.26, 2023.1.3>"
000262,247277,항,4,
000262,247277,호,5,"1. ""지하수""란 지하의 지층(地層)이나 암석 사이의 빈틈을 채우고 있거나 흐르는 물을 말한다."
000262,247277,호,6,"1의2. ""유출지하수""란 지하시설물 또는 건축물의 공사 등 인위적인 행위로 인하여 자연히 흘러나오는 지하수를 말한다."
000262,247277,호,7,"2. ""지하수영향조사""란 지하수의 개발ㆍ이용이 주변지역에 미치는 영향을 분석ㆍ예측하는 조사를 말한다."
000262,247277,호,8,"3. ""지하수보전구역""이란 지하수의 수량(水量)이나 수질을 보전하기 위하여 필요한 구역으로서 제12조에 따라 지정된 구역을 말한다."
000262,247277,호,9,"4. ""지하수개발ㆍ이용시공업""이란 지하수개발ㆍ이용을 위한 시설(이하 ""지하수개발ㆍ이용시설""이라 한다)을 시공하는 사업을 말한다."
000262,247277,호,10,"4의2. ""유출지하수 이용시설""이란 유출지하수를 이용할 수 있도록 처리하는 시설을 말한다."
000262,247277,호,11,"5. ""지하수정화업""이란 지하수에 들어있는 오염물질을 제거ㆍ분해 또는 희석하여 지하수의 수질을 개선하는 사업을 말한다."
000262,247277,호,12,"6. ""원상복구""란 원상복구 대상인 시설 또는 토지에 오염물질의 유입을 막고 사람의 보건 및 안전에 위험을 주지 아니하도록 해당 시설을 해체하거나 해당 토지를 적절하게 되메우는 것을 말한다."
000262,247277,조문,13,제2조의2(지하수관리의 기본원칙)
000262,247277,항,14,"① 지하수는 현재와 미래 세대를 위한 공적 자원으로서 공공이익의 증진에 적합하도록 보전ㆍ관리되어야 하며, 그에 따른 혜택은 모든 국민이 골고루 누릴 수 있도록 배분되어야 한다."
000262,247277,항,15,② 지하수는 물순환을 통하여 지표수(地表水)를 포함한 모든 형상의 수자원과 긴밀하게 연관되는 특성을 고려하여 상호 균형을 이루도록 통합적으로 관리되어야 한다.
