법령일련번호,MST,구분,문장번호,내용
010601,255413,조문,1,제1장 총칙
010601,255413,조문,2,제1조(목적) 이 법은 선박평형수 및 그 침전물을 효과적으로 처리ㆍ교환ㆍ주입ㆍ배출하도록 관리함으로써 유해수중생물의 국내 유입을 통제하고 해양생태계의 보존에 이바지하는 것을 목적으로 한다.
010601,255413,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2014.3.24, 2017.3.21, 2018.12.31, 2020.2.18>"
010601,255413,항,4,
010601,255413,호,5,"1. ""선박""이란 「선박안전법」 제2조제1호에 따른 선박을 말한다."
010601,255413,호,6,"1의2. ""총톤수""란 「선박법」 제3조제1항제1호에 따른 국제총톤수를 말한다."
010601,255413,호,7,"2. ""선박평형수(船舶平衡水)""란 선박의 중심을 잡기 위하여 선박에 실려 있는 물(그 물에 녹아 있는 물질 또는 그 물속에 서식하는 수중생물체ㆍ병원균을 포함한다)을 말한다."
010601,255413,호,8,"3. ""침전물""이란 선박평형수를 선박에 싣는 과정에서 선박에 들어와 선박평형수에 침전된 물질 또는 선박평형수를 배출한 후 선박에 남는 물질을 말한다."
010601,255413,호,9,"4. ""처리""란 유해수중생물을 기계적ㆍ물리적ㆍ화학적 또는 생물학적 방법을 사용하여 제거하거나 또는 무해(無害)하게 하는 것을 말한다."
010601,255413,호,10,"5. ""교환""이란 선박에 실려 있는 선박평형수를 선박의 밖에 있는 물로 바꾸는 것을 말한다."
010601,255413,호,11,"6. ""주입""이란 선박의 밖으로부터 선박의 안으로 선박평형수를 싣는 것을 말한다."
010601,255413,호,12,"7. ""배출""이란 선박의 안에서부터 선박의 밖으로 선박평형수 또는 침전물을 내보내는 것을 말한다. 다만, 학술 목적의 조사ㆍ연구와 관련한 것을 제외한다."
010601,255413,호,13,"8. ""유해수중생물""이란 강ㆍ호소(湖沼)ㆍ바다 등의 수역에 유입될 경우 자연환경ㆍ사람ㆍ재화 또는 수중생물의 다양성에 해로운 결과를 미치거나 해당 수역을 이용ㆍ개발하는 데에 장애가 되는 수중생물체 또는 병원균을 말한다."
010601,255413,호,14,"9. ""선박평형수관리""란 선박평형수 또는 침전물을 처리, 교환, 주입 또는 배출하는 등 선박평형수를 통한 유해수중생물의 유입을 통제하는 것을 말한다."
010601,255413,호,15,"10. ""처리물질""이란 유해수중생물을 처리하는 데에 사용되는 물질이나 생물체(바이러스 및 균류를 포함한다)를 말한다."
010601,255413,호,16,"11. ""관할수역""이란 다음 각 목의 수역을 말한다."
010601,255413,목,17,가. 「영해 및 접속수역법」 제1조에 따른 영해
010601,255413,목,18,나. 「영해 및 접속수역법」 제3조에 따른 내수
010601,255413,목,19,다. 「배타적 경제수역 및 대륙붕에 관한 법률」 제2조에 따른 배타적경제수역
010601,255413,호,20,"12. ""건조된 선박""이란 용골이 거치되거나 이와 동등한 건조단계(선박의 전체 건조 구조물 견적 중량의 1퍼센트 또는 50톤 이상의 조립이 이루어진 단계)에 있는 선박과 해양수산부령으로 정하는 주요개조(主要改造)를 시작하는 선박을 말한다."
010601,255413,조문,21,제3조(적용 범위)
010601,255413,항,22,"① 이 법은 「선박법」 제2조에 따른 대한민국선박(이하 ""대한민국선박""이라 한다)으로서 국제항해에 취항하는 선박(「선박안전법」 제2조제1호에 따른 선박 중 부유식 해상구조물을 포함한다)에 대하여 적용한다."
010601,255413,항,23,"② 대한민국선박 외의 선박으로서 국제항해에 취항하는 선박(이하 ""외국선박""이라 한다)이 관할수역에서 항해하거나 정박하고 있는 경우에는 이 법을 적용한다. 다만, 제9조제1항, 제11조부터 제16조까지, 제27조, 제29조, 제30조 및 제32조는 외국선박에 대하여 적용하지 아니한다."
010601,255413,항,24,"③ 제1항 및 제2항에도 불구하고 다음 각 호의 어느 하나에 해당하는 선박에 대하여는 대통령령으로 정하는 바에 따라 이 법의 전부 또는 일부를 적용하지 아니하거나 완화하여 적용할 수 있다. <개정 2008.2.29, 2013.3.23, 2014.3.24, 2018.12.31, 2020.2.18>"
010601,255413,호,25,1. 선박평형수를 실을 수 없도록 건조된 선박
010601,255413,호,26,"2. 군함, 해군 보조함, 경찰용 선박, 국가 또는 지방자치단체가 소유하거나 운항하는 선박으로서 비상업적인 목적으로만 사용되는 선박"
010601,255413,호,27,3. 다음 각 목에 모두 해당하는 소형 선박
010601,255413,목,28,가. 선박의 길이가 50미터 미만으로서 해양수산부령으로 정하는 규모의 선박
010601,255413,목,29,"나. 수색, 경주 등 해양수산부령으로 정하는 용도의 선박"
010601,255413,호,30,4. 대한민국정부와 외국정부 사이에 이 법의 적용 범위에 관한 협정을 체결한 경우의 해당 선박
010601,255413,호,31,5. 조난자의 구조 등 해양수산부령으로 정하는 긴급한 사정이 발생한 경우의 해당 선박
010601,255413,호,32,6. 선박평형수관리에 관한 새로운 기술을 개발ㆍ시험 또는 평가하기 위하여 제8조의2에 따라 선박평형수관리를 위한 설비를 설치한 경우의 해당 선박
010601,255413,호,33,7. 밀폐된 선박평형수탱크(선박평형수를 담을 수 있는 선박의 탱크를 말한다. 이하 같다)에 영구적인 선박평형수만 적재한 선박
010601,255413,호,34,8. 공해상에서 주입한 선박평형수와 침전물을 공해상에서 배출하는 경우의 해당 선박
010601,255413,호,35,"9. 모든 선박평형수와 침전물을 주입한 장소와 같은 해역에서만 배출하는 경우의 해당 선박. 다만, 다른 지역에서 주입되고 관리되지 아니한 선박평형수와 침전물이 섞이지 아니하여야 한다."
010601,255413,호,36,10. 국내 관할수역에서만 항해하는 외국선박
010601,255413,호,37,11. 국제해사기구의 결정에 따라 해양수산부령으로 정하는 선박
010601,255413,조문,38,"제4조(국제협약과의 관계) 선박평형수의 관리 및 유해수중생물의 유입과 관련하여 국제적으로 발효된 「2004년 선박평형수 및 침전물의 통제 및 관리를 위한 국제협약」(이하 ""국제협약""이라 한다)의 기준과 이 법에서 규정하는 내용이 다른 경우에는 해당 국제협약의 기준을 우선하여 적용한다. 다만, 이 법에서 규정하는 내용이 국제협약의 기준보다 강화된 기준을 포함하는 경우에는 이 법의 규정을 우선하여 적용한다. <개정 2018.12.31>"
010601,255413,조문,39,제4조의2(국가의 책무 등)
010601,255413,항,40,① 해양수산부장관은 국가 간 선박평형수의 이동에 의한 해양생태계의 피해를 방지하기 위하여 노력하여야 한다.
010601,255413,항,41,"② 해양수산부장관은 외국 및 국제기구 등과 선박평형수 관리에 관한 기술협력, 교육ㆍ훈련, 정보교환, 공동조사ㆍ연구를 위한 기구설치 등 효율적인 국제협력을 추진하기 위하여 노력하여야 한다."
010601,255413,항,42,"③ 해양수산부장관은 국제협약 이행을 위한 국내 법령, 제도 및 선박평형수 수용시설 등에 관한 정보를 국제해사기구에 제출하거나 이를 국제협약의 당사국들이 해양생태계 보호를 위한 활동에 이용하게 할 수 있다."
010601,255413,항,43,"④ 해양수산부장관은 제8조에 따른 선박평형수를 처리하기 위하여 선박에 설치된 설비의 고장, 손상, 선박사고 등 긴급한 경우 선박에서 육상으로 배출되는 선박평형수를 저장하기 위한 시설을 설치ㆍ운영할 수 있다."
010601,255413,조문,44,제2장 선박평형수의 배출 금지 및 특별수역의 지정 등
010601,255413,조문,45,"제5조(입항 보고) 관할수역 외의 수역에서 관할수역에 들어오는 선박은 해양수산부령으로 정하는 바에 따라 해양수산부장관에게 입항 보고를 하여야 한다. <개정 2008.2.29, 2013.3.23, 2020.2.18>"
010601,255413,조문,46,"제6조(선박평형수의 배출 금지) 선박의 소유자(선박을 임차한 경우에는 선박임차인을 말한다. 이하 같다)는 관할수역에서 선박평형수 또는 침전물을 배출하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2008.2.29, 2013.3.23, 2014.3.24, 2018.12.31>"
010601,255413,항,47,
010601,255413,호,48,"1. 제8조제1항에 따라 선박평형수의 교환을 위한 설비를 설치한 선박이 해양수산부령으로 정하는 수역에서 해양수산부령으로 정하는 방법으로 선박평형수를 교환 또는 주입한 후 이를 배출하는 경우. 다만, 본문의 교환방법은 해양수산부령으로 정하는 시기까지만 이용할 수 있다."
010601,255413,호,49,2. 선박평형수 또는 침전물에 포함된 유해수중생물을 해양수산부령으로 정하는 기준에 맞게 처리한 경우
010601,255413,호,50,3. 선박평형수 또는 침전물을 제21조에 따른 선박평형수처리업자의 처리시설 또는 국제협약 당사국인 외국정부가 지정한 처리시설에 배출하는 경우
010601,255413,호,51,"4. 선박의 선장이 거친 날씨, 설비의 고장 등의 부득이한 사유로 선박평형수를 교환하는 것이 선박의 안전에 위협이 된다고 판단하여 교환하지 아니한 선박평형수를 해양수산부장관이 고시하는 방법으로 배출하는 경우"
010601,255413,호,52,5. 제1호 및 제2호의 경우 외에 관련 국제기구가 승인한 방법 및 해양수산부령으로 정하는 방법으로 배출하는 경우
010601,255413,조문,53,제7조(특별수역의 지정 등)
010601,255413,항,54,"① 해양수산부장관은 유해수중생물의 유입 등으로 인한 수중생태계의 교란 또는 파괴를 예방하기 위하여 관할수역 중 일부를 해양수산부령으로 정하는 바에 따라 선박평형수의 특별한 관리를 위한 수역(이하 ""특별수역""이라 한다)으로 지정ㆍ고시할 수 있다. 이 경우 특별수역을 항해하거나 특별수역에 정박하는 선박에 대하여 선박평형수의 교환ㆍ주입ㆍ배출의 금지, 그 밖에 필요한 조치(이하 ""특별조치""라 한다)를 명하여야 한다. <개정 2008.2.29, 2013.3.23>"
010601,255413,항,55,"② 해양수산부장관은 제1항에 따라 특별수역을 지정ㆍ고시하려면 해양수산부령으로 정하는 바에 따라 그 특별조치로 인하여 해양생태계가 영향을 받을 수 있는 국가의 정부와 미리 협의하여야 한다. <개정 2008.2.29, 2013.3.23>"
010601,255413,항,56,"③ 해양수산부장관은 특별수역을 지정ㆍ고시한 경우에는 해양수산부령으로 정하는 바에 따라 다음 각 호의 선박 등에게 그 내용을 통보하여야 한다. <개정 2008.2.29, 2013.3.23>"
010601,255413,호,57,1. 특별수역을 정기적으로 항해하는 선박
010601,255413,호,58,2. 특별조치로 인하여 해양생태계가 영향을 받을 수 있는 국가의 정부
