법령일련번호,MST,구분,문장번호,내용
014032,230103,조문,1,제1조(목적) 이 법은 한국광해광업공단을 설립하여 광산피해를 적정하게 관리하고 광물자원산업을 육성ㆍ지원함으로써 광산지역의 경제활성화와 광물자원의 안정적 수급을 도모하여 국민경제의 발전에 이바지함을 목적으로 한다.
014032,230103,조문,2,"제2조(법인격) 한국광해광업공단(이하 ""공단""이라 한다)은 법인으로 한다."
014032,230103,조문,3,제3조(사무소)
014032,230103,항,4,① 공단의 주된 사무소의 소재지는 정관으로 정한다.
014032,230103,항,5,② 공단은 그 업무수행을 위하여 필요한 경우에는 이사회의 의결을 거쳐 국내외의 필요한 곳에 지사ㆍ출장소ㆍ사무소 또는 주재원(駐在員)을 둘 수 있다.
014032,230103,조문,6,"제4조(자본금) 공단의 자본금은 3조원으로 하고, 그 전액을 정부가 출자(出資)한다."
014032,230103,조문,7,제5조(등기)
014032,230103,항,8,① 공단은 주된 사무소의 소재지에서 설립등기를 함으로써 성립한다.
014032,230103,항,9,"② 제1항에 따른 공단의 설립등기, 지사ㆍ출장소 또는 사무소의 설치등기ㆍ이전등기ㆍ변경등기에 관한 사항, 그 밖에 공단의 등기에 필요한 사항은 대통령령으로 정한다."
014032,230103,항,10,③ 공단은 등기가 필요한 사항에 관하여는 그 등기를 한 후가 아니면 제3자에게 대항하지 못한다.
014032,230103,조문,11,"제6조(사장의 대표권 제한) 공단의 이익과 사장(社長)의 이익이 상반되는 사항에 대하여는 사장이 공단을 대표하지 못하며, 감사(「공공기관의 운영에 관한 법률」에 따라 감사위원회를 설치한 경우에는 감사위원회를 말한다)가 공단을 대표한다."
014032,230103,조문,12,제7조(대리인의 선임) 사장은 정관으로 정하는 바에 따라 직원 중에서 공단의 업무에 관한 재판상 또는 재판 외의 모든 행위를 할 수 있는 권한을 가진 대리인을 선임할 수 있다.
014032,230103,조문,13,제8조(사업)
014032,230103,항,14,① 공단은 제1조의 목적을 달성하기 위하여 다음 각 호의 사업을 한다.
014032,230103,호,15,1. 「광산피해의 방지 및 복구에 관한 법률」 제11조에 따른 광해방지사업
014032,230103,호,16,2. 광산별 광해방지계획의 수립 및 광해방지대책 강구
014032,230103,호,17,"3. 광해방지에 관한 국제 기술협력사업, 국제조달사업 및 공적개발원조사업"
014032,230103,호,18,4. 광해로 인한 손해배상
014032,230103,호,19,5. 광산지역의 환경개선사업
014032,230103,호,20,6. 광업권자 또는 조광권자가 다른 법률에서 부담하여야 할 채무 등의 이행보증
014032,230103,호,21,7. 「석탄산업법」 제29조제1호부터 제8호까지의 규정에 의한 사업의 지원
014032,230103,호,22,8. 「폐광지역 개발 지원에 관한 특별법」 제3조에 따른 폐광지역진흥지구의 지역경제 활성화를 위한 사업 및 대체산업 육성을 위한 융자 사업
014032,230103,호,23,9. 광물자원(석재 및 골재자원을 포함한다)의 탐사ㆍ개발 및 이와 관련된 사업을 하는 법인(외국법인을 포함한다)에 대한 출자와 경영
014032,230103,호,24,10. 광업과 관련된 해외투자사업의 관리ㆍ처분 및 광물자원(석재 및 골재자원을 포함한다)의 민간개발에 대한 지원
014032,230103,호,25,11. 광물자원의 탐사ㆍ개발ㆍ가공ㆍ비축에 소요되는 자금의 융자
014032,230103,호,26,12. 광산물의 비축ㆍ매매 및 대여
014032,230103,호,27,13. 광물자원 관련 시설ㆍ장비의 매매 및 대여
014032,230103,호,28,14. 광산 안전을 위한 교육훈련ㆍ기술지도 및 장비지원
014032,230103,호,29,15. 광물탐사자료의 수집ㆍ활용 및 관리
014032,230103,호,30,16. 남북 간 광물자원 개발 및 광물자원산업분야 협력사업
014032,230103,호,31,17. 제1호부터 제16호까지의 사업 및 이와 관련되는 사업 또는 분야에 대한 용역ㆍ연구ㆍ통계관리ㆍ정보화 및 부대사업
014032,230103,호,32,18. 그 밖에 국가 또는 지방자치단체로부터 위탁받은 사업
014032,230103,항,33,② 제1항제12호에 따른 광산물의 비축을 위한 대상품목 및 방법 등 필요한 사항은 산업통상자원부장관이 기획재정부장관과 협의하여 정한다.
014032,230103,조문,34,제9조(경비 등의 부담)
014032,230103,항,35,① 공단은 대통령령으로 정하는 바에 따라 제8조제1항에 따른 사업을 하는 데 필요한 경비를 관계 기관 또는 수익자에게 부담하게 할 수 있다.
014032,230103,항,36,② 공단은 제8조의 사업에 관하여 산업통상자원부장관의 승인을 받아 수수료를 징수할 수 있다.
014032,230103,조문,37,제10조(자금의 조달 등)
014032,230103,항,38,① 공단은 그 운영과 사업에 필요한 자금을 다음 각 호의 재원으로 조성한다.
014032,230103,호,39,1. 자본금과 적립금
014032,230103,호,40,2. 국내외로부터의 차입금(借入金)
014032,230103,호,41,3. 제11조의 사채 발행으로 조성되는 자금
014032,230103,호,42,4. 「광산피해의 방지 및 복구에 관한 법률」 제22조에 따른 광해방지사업금
014032,230103,호,43,5. 자산운용수익금
014032,230103,호,44,6. 제15조에 따른 보조금과 출연금
014032,230103,호,45,7. 그 밖의 수입금
014032,230103,항,46,② 제8조제1항제11호에 따라 융자되는 자금의 관리 등에 필요한 사항은 대통령령으로 정한다.
014032,230103,조문,47,제11조(사채의 발행)
014032,230103,항,48,① 공단은 이사회의 의결을 거쳐 자본금과 적립금을 합한 금액의 2배를 초과하지 아니하는 범위에서 사채(社債)를 발행할 수 있다.
014032,230103,항,49,② 정부는 공단이 발행하는 사채의 원리금 상환을 보증할 수 있다.
014032,230103,항,50,"③ 사채의 소멸시효는 그 상환일부터 계산하여 원금은 5년, 이자는 2년이 지나면 완성된다."
014032,230103,항,51,④ 그 밖에 사채의 발행에 필요한 사항은 대통령령으로 정한다.
014032,230103,조문,52,제12조(손익금의 처리)
