법령일련번호,MST,구분,문장번호,내용
001499,255451,조문,1,제1장 총칙
001499,255451,조문,2,제1조(목적) 이 법은 사료의 수급안정ㆍ품질관리 및 안전성확보에 관한 사항을 규정함으로써 사료의 안정적인 생산과 품질향상을 통하여 축산업의 발전에 이바지하는 것을 목적으로 한다.
001499,255451,조문,3,제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2013.3.23>
001499,255451,항,4,
001499,255451,호,5,"1. ""사료""란 「축산법」에 따른 가축이나 그 밖에 농림축산식품부장관이 정하여 고시하는 동물ㆍ어류 등(이하 ""동물등""이라 한다)에 영양이 되거나 그 건강유지 또는 성장에 필요한 것으로서 단미사료(單味飼料)ㆍ배합사료(配合飼料) 및 보조사료(補助飼料)를 말한다. 다만, 동물용의약으로서 섭취하는 것을 제외한다."
001499,255451,호,6,"2. ""단미사료""란 식물성ㆍ동물성 또는 광물성 물질로서 사료로 직접 사용되거나 배합사료의 원료로 사용되는 것으로서 농림축산식품부장관이 정하여 고시하는 것을 말한다."
001499,255451,호,7,"3. ""배합사료""란 단미사료ㆍ보조사료 등을 적정한 비율로 배합 또는 가공한 것으로서 용도에 따라 농림축산식품부장관이 정하여 고시하는 것을 말한다."
001499,255451,호,8,"4. ""보조사료""란 사료의 품질저하 방지 또는 사료의 효용을 높이기 위하여 사료에 첨가하는 것으로서 농림축산식품부장관이 정하여 고시하는 것을 말한다."
001499,255451,호,9,"5. ""제조업""이란 사료를 제조(혼합ㆍ배합ㆍ화합 또는 가공하는 경우를 포함한다. 이하 같다)하여 판매 또는 공급하는 업을 말한다."
001499,255451,호,10,"6. ""수입업""이란 사료를 수입하여 판매(단순히 재포장하는 경우를 포함한다. 이하 같다)하는 업을 말한다."
001499,255451,호,11,"7. ""제조업자""란 제조업을 영위하는 자를 말한다."
001499,255451,호,12,"8. ""수입업자""란 수입업을 영위하는 자를 말한다."
001499,255451,호,13,"9. ""판매업자""란 제조업자 및 수입업자 외의 자로서 사료의 판매를 업으로 하는 자를 말한다."
001499,255451,조문,14,제3조(사료시책의 수립ㆍ시행 및 재정지원)
