법령일련번호,MST,구분,문장번호,내용
001513,255455,조문,1,제1장 총칙
001513,255455,조문,2,제1조(목적) 이 법은 수출입 식물 등과 국내 식물을 검역하고 식물에 해를 끼치는 병해충을 방제(防除)하기 위하여 필요한 사항을 규정함으로써 농림업 생산의 안전과 증진에 이바지하고 자연환경을 보호하는 것을 목적으로 한다. <개정 2016.12.2>
001513,255455,조문,3,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2010.2.4, 2011.7.14, 2013.3.23, 2016.12.2>"
001513,255455,항,4,
001513,255455,호,5,"1. ""식물""이란 다음 각 목의 어느 하나에 해당하는 것으로서 제2호의 병해충을 제외한 것을 말한다."
001513,255455,목,6,가. 종자식물(種子植物)ㆍ양치식물(羊齒植物)ㆍ이끼식물ㆍ버섯류
001513,255455,목,7,나. 가목에 규정된 것의 씨앗ㆍ과실 및 가공품(병해충이 잠복할 수 없도록 가공한 것으로서 농림축산식품부령으로 정하는 것은 제외한다)
001513,255455,호,8,"2. ""병해충""이란 다음 각 목의 것을 말한다."
001513,255455,목,9,가. 진균(眞菌)ㆍ점균(粘菌)ㆍ세균(細菌)ㆍ바이러스 등의 미생물로서 식물에 해를 끼치는 것
001513,255455,목,10,"나. 곤충, 응애, 선충(線蟲), 달팽이와 그 밖의 무척추동물로서 식물에 해를 끼치는 것"
001513,255455,목,11,다. 잡초(그 씨앗을 포함한다)로서 농림축산식품부장관이 정하여 고시하는 것
001513,255455,호,12,"3. ""식물검역대상물품""이란 식물과 그 식물을 넣거나 싸는 용기ㆍ포장, 병해충 및 농림축산식품부령으로 정하는 흙(이하 ""흙""이라 한다)을 말한다."
001513,255455,호,13,"4. ""규제병해충""이란 소독ㆍ폐기 등의 조치를 취하지 아니할 경우 식물에 해를 끼치는 정도가 크다고 인정되는 것으로서 검역병해충 및 규제비검역병해충을 말한다."
001513,255455,호,14,"5. ""검역병해충""이란 잠재적으로 큰 경제적 피해를 줄 우려가 있는 다음 각 목의 병해충으로서 농림축산식품부령으로 정하는 것을 말한다."
001513,255455,목,15,가. 국내에 분포되어 있지 아니한 병해충
001513,255455,목,16,나. 국내의 일부 지역에 분포되어 있지만 발생예찰(發生豫察) 등 조치를 취하고 있는 병해충
001513,255455,호,17,"6. ""규제비검역병해충""이란 검역병해충이 아닌 병해충 중에서 재식용(栽植用) 식물에 대하여 경제적으로 수용할 수 없는 정도의 해를 끼쳐 국내에서 규제되는 병해충으로서 농림축산식품부령으로 정하는 것을 말한다."
001513,255455,호,18,"7. ""잠정규제병해충""이란 수입검역 과정에서 처음 발견되었거나 제6조에 따른 병해충위험분석을 실시 중인 병해충으로서 규제병해충에 준하여 잠정적으로 소독ㆍ폐기 등의 조치를 취하는 병해충을 말한다."
001513,255455,호,19,"7의2. ""병해충 전염우려물품""이란 식물검역대상물품이 아닌 물품 중 제6조에 따른 병해충위험분석 결과 검역하지 아니하고 수입할 경우 병해충이 해당 물품에 섞여 들어와 국내 식물에 피해를 입힐 우려가 있다고 인정되는 것으로서 목재가구ㆍ폐지 등 농림축산식품부령으로 정하는 물품을 말한다."
001513,255455,호,20,"8. ""분포조사""란 병해충이 발생하였거나 발생할 우려가 있다고 인정되는 경우에 그 병해충의 예방과 확산방지 등을 위하여 수행하는 다음 각 목의 조사활동을 말한다."
001513,255455,목,21,가. 병해충의 분포지역에 대한 조사활동
001513,255455,목,22,나. 병해충의 발생밀도 및 피해 정도에 대한 조사활동
001513,255455,호,23,"9. ""역학조사""란 병해충이 발생하였거나 발생할 우려가 있다고 인정되는 경우에 그 병해충의 예방 및 확산방지 등을 위하여 수행하는 다음 각 목의 활동을 말한다."
001513,255455,목,24,가. 병해충의 감염원 추적을 위한 활동
001513,255455,목,25,나. 병해충의 유입경로 규명을 위한 활동
001513,255455,조문,26,제3조(국가 및 지방자치단체의 책무 등)
001513,255455,항,27,① 국가 및 지방자치단체는 병해충의 유입ㆍ확산을 방지하기 위하여 검역ㆍ예찰ㆍ방제 등 필요한 조치를 하여야 한다.
001513,255455,항,28,② 식물의 소유자나 관리자는 제1항에 따른 조치에 적극 협조하여야 한다.
001513,255455,조문,29,제3조의2(국가식물병해충통합정보시스템의 구축ㆍ운영)
001513,255455,항,30,"① 농림축산식품부장관은 병해충을 예방하고 방제 상황을 효율적으로 관리하기 위하여 전자정보시스템(이하 ""국가식물병해충통합정보시스템""이라 한다)을 구축하여 운영할 수 있다."
001513,255455,항,31,"② 농림축산식품부장관은 병해충의 확산을 방지하기 위하여 필요하다고 인정하면 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사, 시장ㆍ군수 또는 자치구의 구청장(이하 ""지방자치단체장""이라 한다)에게 농림축산식품부령으로 정하는 바에 따라 병해충 발생 현황, 방제 상황 등에 대하여 국가식물병해충통합정보시스템에 입력할 것을 요청할 수 있다. 이 경우 입력을 요청받은 지방자치단체장은 특별한 사유가 없으면 이에 따라야 한다."
001513,255455,항,32,③ 그 밖에 국가식물병해충통합정보시스템의 구축ㆍ운영 등에 필요한 사항은 농림축산식품부령으로 정한다.
001513,255455,조문,33,제4조
001513,255455,조문,34,제5조
001513,255455,조문,35,제2장 검역
001513,255455,조문,36,제1절 통칙
001513,255455,조문,37,제6조(병해충위험분석)
001513,255455,항,38,"① 농림축산식품부장관은 외국으로부터 병해충이 국내에 유입될 경우 농작물ㆍ자연환경 등에 미칠 수 있는 경제적 손실 등을 방지하기 위하여 그 위험 정도를 평가하고 그 위험 정도를 줄일 수 있는 방안을 마련하는 병해충 위험에 관한 분석ㆍ평가(이하 ""병해충위험분석""이라 한다)를 하여야 한다. <개정 2013.3.23>"
001513,255455,항,39,"② 병해충위험분석의 방법, 절차, 그 밖에 필요한 사항은 농림축산식품부령으로 정한다. <개정 2013.3.23>"
001513,255455,조문,40,제7조(식물검역대상물품의 안전관리) 수입 중이거나 국내 지역을 경유하는 식물검역대상물품을 수송하거나 보관하는 자는 그 식물검역대상물품에 붙어있는 병해충이 퍼지지 아니하도록 밀폐형 컨테이너나 용기에 넣는 등 농림축산식품부령으로 정하는 기준에 따라 안전하게 수송하거나 보관하여야 한다. <개정 2013.3.23>
001513,255455,조문,41,제7조의2(식물검역관)
001513,255455,항,42,"① 이 법에 따른 검역 또는 방제 업무에 종사하게 하기 위하여 농림축산식품부 및 농림축산식품부에 두는 식물 검역 업무를 담당하는 기관(이하 ""식물검역기관""이라 한다)에 식물검역관을 두고, 지방자치단체에 지방공무원인 식물검역관을 둘 수 있다. 이 경우 지방자치단체에 두는 식물검역관의 업무범위는 농림축산식품부령으로 정한다. <개정 2011.7.14, 2013.3.23>"
001513,255455,항,43,"② 제1항에 따른 식물검역관의 자격, 선발 절차, 그 밖에 필요한 사항은 농림축산식품부령으로 정한다. <개정 2011.7.14, 2013.3.23>"
001513,255455,조문,44,제7조의3(식물검역관의 권한 등)
001513,255455,항,45,"① 식물검역관은 규제병해충, 잠정규제병해충 또는 제32조제3항에 따른 방제 대상 병해충이 붙어 있다고 의심되는 식물검역대상물품ㆍ토지ㆍ저장소ㆍ창고ㆍ사업장ㆍ선박ㆍ차량 또는 항공기 등을 검사할 수 있다. <개정 2011.7.14>"
001513,255455,항,46,"② 식물검역관은 제1항에 따른 검사 결과 규제병해충, 잠정규제병해충 또는 제32조제3항에 따른 방제 대상 병해충이 검출되거나 제10조제1항에 따른 금지품이 발견되면 그 식물검역대상물품ㆍ토지ㆍ저장소ㆍ창고ㆍ사업장ㆍ선박ㆍ차량 또는 항공기 등을 소유한 자 또는 소유자로부터 처분권한을 위임받은 대리인(이하 ""대리인""이라 한다)에게 소독ㆍ폐기, 그 밖에 필요한 조치를 다음 각 호의 장소 또는 시설에서 하도록 명할 수 있다. <개정 2011.7.14, 2016.12.2>"
001513,255455,호,47,1. 제1항에 따른 검사를 한 장소
001513,255455,호,48,2. 제14조제1항에 따른 검역장소 중 식물검역기관의 장이 수입항별로 정하여 고시하는 지역 내에 있는 검역장소
001513,255455,호,49,3. 농림축산식품부장관이 정하여 고시하는 소독시설이나 「폐기물관리법」 제2조제8호에 따른 폐기물처리시설
001513,255455,항,50,"③ 식물검역관은 제1항에 따른 검사를 위하여 필요하다고 인정하면 토지ㆍ저장소ㆍ창고ㆍ사업장ㆍ선박ㆍ차량 또는 항공기 등에 출입하여 관계인에게 질문을 하거나 화물 목록(전자문서를 포함한다. 이하 같다)을 확인할 수 있으며, 검사에 필요한 최소량의 시험용 재료를 무상으로 수거할 수 있다. <개정 2011.7.14, 2016.12.2>"
001513,255455,항,51,"④ 누구든지 정당한 사유 없이 제1항에 따른 검사나 제3항에 따른 출입, 화물 목록의 확인 및 수거를 거부ㆍ방해하거나 기피하여서는 아니 된다. <신설 2011.7.14, 2016.12.2>"
001513,255455,항,52,⑤ 식물검역관이 이 법에 따라 직무를 수행할 때에는 그 권한을 표시하는 증표를 지니고 이를 관계인에게 내보여야 한다. <개정 2011.7.14>
001513,255455,조문,53,제7조의4(식물검역기술개발계획)
001513,255455,항,54,① 농림축산식품부장관은 병해충의 예방ㆍ진단ㆍ소독방법 등을 포함하는 종합적인 식물검역기술개발계획을 수립하고 시행하여야 한다. <개정 2013.3.23>
001513,255455,항,55,②제1항에 따른 식물검역기술개발계획을 수립하고 시행하는 데에 필요한 사항은 대통령령으로 정한다.
001513,255455,조문,56,제2절 수입검역
001513,255455,조문,57,제8조(식물검역증명서 등)
001513,255455,항,58,"① 식물과 그 식물을 넣거나 싸는 용기ㆍ포장(이하 ""식물등""이라 한다)을 수입하려는 자는 식물검역증명서 또는 전자식물검역증명서(이하 ""검역증명서""라 한다)를 첨부ㆍ전송하여야 한다."
001513,255455,항,59,② 제1항에 따른 검역증명서는 수출국의 정부기관에서 발급한 것으로서 「국제식물보호협약」의 서식에 따른 것이어야 한다.
001513,255455,항,60,③ 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 검역증명서를 첨부ㆍ전송하지 아니할 수 있다. <개정 2018.12.31>
001513,255455,호,61,1. 식물 검역에 관한 정부기관이 없는 국가로부터 수입하는 경우
001513,255455,호,62,"2. 휴대하거나 우편ㆍ탁송 또는 이사물품으로 수입하는 경우. 다만, 재식용 또는 번식용 식물은 농림축산식품부장관이 정하여 고시하는 수량 이하로서 농림축산식품부령에 따라 재식용 또는 번식용 식물의 검역증명서 첨부 제외 승인을 받은 경우로 한정한다."
001513,255455,호,63,3. 그 밖에 검역증명서를 첨부ㆍ전송하는 것이 곤란한 경우로서 농림축산식품부령으로 정하는 경우
001513,255455,항,64,④ 제1항 및 제2항에 따라 첨부ㆍ전송된 검역증명서 내용의 인정에 관하여 필요한 세부 기준은 농림축산식품부장관이 정하여 고시한다.
001513,255455,조문,65,"제9조(수입항) 식물검역대상물품은 항만ㆍ공항ㆍ기차역 등 농림축산식품부령으로 정하는 장소(이하 ""수입항""이라 한다) 외의 장소를 통하여 수입하지 못한다. <개정 2013.3.23>"
