법령일련번호,MST,구분,문장번호,내용
013987,228481,조문,1,제1조(목적) 이 법은 국립소방병원을 설립·운영하여 소방공무원의 진료와 특수근무환경에 따른 건강유해인자 분석 및 질병연구를 통하여 소방공무원의 건강관리에 이바지함을 목적으로 한다.
013987,228481,조문,2,"제2조(법인) 국립소방병원(이하 ""소방병원""이라 한다)은 법인으로 한다."
013987,228481,조문,3,제3조(설립)
013987,228481,항,4,① 소방병원은 주된 사무소의 소재지에서 설립등기를 함으로써 성립한다.
013987,228481,항,5,② 제1항에 따른 설립등기사항은 다음 각 호와 같다.
013987,228481,호,6,1. 목적
013987,228481,호,7,2. 명칭
013987,228481,호,8,3. 주된 사무소 및 부속기관
013987,228481,호,9,4. 임원의 성명과 주소
013987,228481,호,10,5. 공고의 방법
013987,228481,조문,11,제4조(정관)
013987,228481,항,12,① 소방병원의 정관에는 다음 각 호의 사항이 포함되어야 한다.
013987,228481,호,13,1. 목적
013987,228481,호,14,2. 명칭
013987,228481,호,15,3. 주된 사무소 및 부속기관의 소재지
013987,228481,호,16,4. 사업에 관한 사항
013987,228481,호,17,5. 자산 및 회계에 관한 사항
013987,228481,호,18,6. 이사회에 관한 사항
013987,228481,호,19,7. 기구와 임원 및 직원에 관한 사항
013987,228481,호,20,8. 정관의 변경에 관한 사항
013987,228481,호,21,9. 해산에 관한 사항
013987,228481,호,22,10. 공고의 방법에 관한 사항
013987,228481,호,23,11. 인력 및 기술지원을 위한 협약의 체결에 관한 사항
013987,228481,항,24,② 소방병원의 정관을 변경할 때에는 소방청장의 인가를 받아야 한다.
013987,228481,조문,25,제5조(사업)
013987,228481,항,26,① 소방병원은 다음 각 호의 사업을 한다.
013987,228481,호,27,"1. 소방공무원, 「소방기본법」 제3조에 따른 소방업무를 행하는 기관에 근무하는 공무원, 소방교육기관에서 교육을 받고 있는 사람 및 의무소방원 등(이하 이 조에서 ""소방공무원등""이라 한다)의 진료"
013987,228481,호,28,2. 소방공무원등의 특수근무환경에 따른 건강유해인자 분석 및 질병에 관한 조사·연구
013987,228481,호,29,3. 「소방공무원 보건안전 및 복지 기본법」 제16조에 따른 소방공무원의 특수건강진단
013987,228481,호,30,4. 「응급의료에 관한 법률」 제2조제2호에 따른 응급의료사업
013987,228481,호,31,5. 「공공보건의료에 관한 법률」 제2조제2호에 따른 공공보건의료사업
013987,228481,호,32,6. 「소방공무원 보건안전 및 복지 기본법」 제10조제2항에 따른 소방전문치료센터와의 협력 및 지원
013987,228481,호,33,7. 「119구조·구급에 관한 법률」 제25조제1항에 따른 구조·구급대원의 교육훈련 프로그램 운영
013987,228481,호,34,8. 소방공무원등 및 주민에 대한 보건교육 사업
013987,228481,호,35,9. 제1호부터 제8호까지의 사업에 부대하는 사업
013987,228481,호,36,10. 그 밖에 소방청장이 필요하다고 인정한 보건의료사업의 수행 및 관리
013987,228481,항,37,"② 소방병원의 구체적인 진료대상과 범위, 그 밖에 필요한 사항은 대통령령으로 정한다."
013987,228481,조문,38,제6조(임원)
013987,228481,항,39,"① 소방병원에 임원으로서 원장 1명을 포함한 9명 이내의 이사와 감사 1명을 두고, 원장을 제외한 임원은 비상근으로 한다."
013987,228481,항,40,② 원장·이사 및 감사는 정관으로 정하는 바에 따라 소방청장이 임명한다.
013987,228481,항,41,③ 이사 중에는 공공보건의료에 관한 지식과 경험이 풍부하거나 병원경영에 관한 전문성을 가진 외부인사 2명 이상이 포함되어야 한다.
013987,228481,항,42,"④ 원장 및 이사의 임기는 3년으로 하며, 한 차례만 연임할 수 있다."
013987,228481,항,43,"⑤ 감사의 임기는 2년으로 하며, 한 차례만 연임할 수 있다."
013987,228481,항,44,⑥ 감사는 매년 종합감사보고서를 작성하여 소방청장과 이사회에 제출하여야 한다.
013987,228481,항,45,⑦ 원장·이사 및 감사가 임기 중 궐위된 경우 새로 임명되는 원장·이사 및 감사의 임기는 새로 시작한다.
013987,228481,조문,46,제7조(임원의 결격사유) 다음 각 호의 어느 하나에 해당하는 사람은 소방병원의 임원이 될 수 없다.
013987,228481,항,47,
013987,228481,호,48,1. 대한민국 국민이 아닌 사람
013987,228481,호,49,2. 「국가공무원법」 제33조 각 호의 어느 하나에 해당하는 사람
013987,228481,조문,50,제8조(겸직)
013987,228481,항,51,① 「고등교육법」 제2조제1호에 따른 대학에 근무하는 교육공무원이나 그 밖에 대학·연구기관·의료기관에 근무하는 사람은 제5조에 따른 사업을 수행하기 위하여 필요한 경우 그 소속 대학·연구기관·의료기관의 장의 허가를 받아 소방병원의 연구 또는 진료업무를 겸할 수 있다.
013987,228481,항,52,② 제1항에 따라 소방병원의 업무를 겸하는 사람의 직무 및 보수와 그 밖에 겸직에 필요한 사항은 대통령령으로 정한다.
013987,228481,조문,53,제9조(원장)
013987,228481,항,54,"① 원장은 소방병원을 대표하며 업무를 총괄하고, 소속 직원을 지휘·감독한다."
013987,228481,항,55,② 원장은 다음 각 호의 어느 하나에 해당하는 경우를 제외하고 임기 중 본인의 의사에 반하여 해임되지 아니한다.
013987,228481,호,56,1. 이 법 또는 이 법에 따른 명령이나 정관을 위반한 경우
013987,228481,호,57,2. 회계부정이나 고의 또는 중대한 과실로 인하여 소방병원의 운영에 지장을 초래한 경우
013987,228481,호,58,3. 신체적·정신적 장애로 인하여 직무수행이 매우 곤란하게 되거나 불가능하게 된 경우
013987,228481,호,59,4. 제20조제1항에 따른 운영평가 결과 실적이 부진한 경우
013987,228481,항,60,③ 제2항 각 호의 어느 하나에 해당하여 원장을 해임하고자 할 때에는 이사 정수의 3분의 2 이상의 찬성에 의한 의결을 거쳐 소방청장에게 해임건의가 있어야 한다.
013987,228481,항,61,④ 원장이 부득이한 사유로 직무를 수행할 수 없으면 이사 중 정관으로 정하는 자가 그 직무를 대행한다.
013987,228481,조문,62,제10조(직원의 임면)
013987,228481,항,63,① 소방병원에는 필요한 직원을 둔다.
013987,228481,항,64,② 직원은 정관으로 정하는 바에 따라 원장이 임면한다.
013987,228481,조문,65,제11조(이사회)
013987,228481,항,66,① 소방병원에 다음 각 호의 사항을 심의·의결하기 위하여 이사회를 둔다.
013987,228481,호,67,1. 정관의 변경에 관한 사항
013987,228481,호,68,2. 조직에 관한 사항
013987,228481,호,69,3. 사업계획 및 예산·결산에 관한 사항
013987,228481,호,70,4. 재산의 취득과 처분에 관한 사항
013987,228481,호,71,5. 기부금의 관리·운용 및 사용에 관한 사항
013987,228481,호,72,6. 그 밖에 소방병원의 운영과 관련하여 이 법이나 정관에 이사회의 권한으로 규정된 사항
013987,228481,항,73,② 이사회는 원장과 이사로 구성한다.
013987,228481,항,74,"③ 원장은 이사회를 소집하고, 그 의장이 된다."
013987,228481,항,75,④ 이사회는 재적위원 과반수의 출석으로 개의하고 출석위원 과반수의 찬성으로 의결한다.
013987,228481,항,76,⑤ 감사는 이사회에 출석하여 발언할 수 있다.
013987,228481,항,77,⑥ 이사회 운영에 필요한 사항은 정관으로 정한다.
013987,228481,조문,78,"제12조(재원) 소방병원은 제5조에 따른 사업의 수익금, 제13조에 따른 출연금, 기부금, 그 밖의 수입금으로 운영한다."
013987,228481,조문,79,제13조(출연 또는 보조)
013987,228481,항,80,① 국가는 소방병원의 사업과 운영에 드는 경비를 예산의 범위에서 출연 또는 보조할 수 있다.
013987,228481,항,81,② 소방병원은 매 사업연도의 4월 30일까지 다음 사업연도의 출연금예산요구서를 대통령령으로 정하는 바에 따라 소방청장에게 제출하여야 한다.
013987,228481,항,82,③ 개인이나 법인 또는 단체는 소방병원의 사업을 지원하기 위하여 소방병원에 금전이나 그 밖의 재산을 출연할 수 있다.
013987,228481,조문,83,제14조(국유재산 등의 무상 대부)
013987,228481,항,84,① 국가는 소방병원의 설립·운영에 필요하면 「국유재산법」에도 불구하고 국유재산을 무상으로 대부할 수 있다.
013987,228481,항,85,② 제1항에 따른 국유재산의 무상 대부에 관한 사항은 대통령령으로 정한다.
013987,228481,조문,86,제15조(사업연도) 소방병원의 사업연도는 정부의 회계연도에 따른다.
013987,228481,조문,87,제16조(사업계획서 등의 제출 등)
013987,228481,항,88,① 소방병원은 대통령령으로 정하는 바에 따라 매 사업연도 개시 전까지 사업계획서와 예산서를 작성·제출하여 소방청장의 승인을 받아야 한다.
013987,228481,항,89,② 소방병원은 제1항에 따른 사업계획서와 예산서의 내용 중 대통령령으로 정하는 중요 내용을 변경하려면 미리 그 변경할 내용과 사유를 명시한 사업계획서와 예산서를 제출하여 소방청장으로부터 승인을 받아야 한다.
013987,228481,조문,90,제17조(결산서의 제출) 소방병원은 대통령령으로 정하는 바에 따라 매 사업연도의 수입·지출의 결산서를 작성하여 「공인회계사법」 제23조에 따른 회계법인의 회계감사를 받은 후 이사회의 심의·의결을 거쳐 다음 회계연도 개시 후 2개월 이내에 소방청장에게 제출하여야 한다.
013987,228481,조문,91,제18조(업무협력 및 협약체결)
013987,228481,항,92,"① 소방병원은 다른 의료기관이나 대학·연구기관과 협력하여 소방공무원등의 건강관리와 관련한 연구, 사업수행 및 기술 지원 등에 관한 업무를 추진할 수 있다."
013987,228481,항,93,② 원장은 제5조에 따른 사업을 수행하기 위하여 필요하면 다른 의료기관이나 대학·연구기관과 인력과 기술의 지원에 관한 협약을 체결할 수 있다.
013987,228481,조문,94,제19조(관리·운영의 위탁)
013987,228481,항,95,① 소방청장은 다음 각 호의 어느 하나에 해당하는 자에게 소방병원 관리·운영의 전부 또는 일부를 위탁할 수 있다.
013987,228481,호,96,1. 「의료법」에 따라 설립된 의료법인
013987,228481,호,97,2. 다른 법률에 따라 의학·약학 등에 관한 교육 연구와 진료를 위하여 설립된 법인
013987,228481,항,98,② 소방병원의 관리·운영을 위탁하고자 할 때에는 이사회의 의결을 거쳐야 한다.
013987,228481,항,99,"③ 제1항 및 제2항에 따라 소방병원의 관리·운영을 위탁할 경우 소방청장은 필요한 사항에 대하여 위탁 계약을 체결하여야 하며, 위탁 기간은 위탁자와 수탁자 상호 협의에 따라 결정한다."
013987,228481,항,100,"④ 위탁의 방법, 절차, 기간 등 관리·운영의 위탁에 필요한 구체적인 사항은 대통령령으로 정한다."
013987,228481,조문,101,제20조(운영평가 및 지도·감독)
013987,228481,항,102,① 소방청장은 소방병원에 대한 운영평가를 실시하고 그 결과에 따라 필요한 조치를 강구하여야 한다.
013987,228481,항,103,"② 제1항에 따른 운영평가의 기준은 소방병원의 경영상태, 제5조제1항에 따른 사업의 성과 및 고객서비스 등을 포함한다."
013987,228481,항,104,③ 제1항 및 제2항에 따른 운영평가의 세부기준과 절차 등에 필요한 사항은 대통령령으로 정한다.
013987,228481,항,105,"④ 소방청장은 소방병원의 업무를 지도·감독하며, 업무·회계 및 재산 등에 관한 사항을 보고하게 하거나 필요한 서류를 제출하게 할 수 있다."
013987,228481,조문,106,제21조(공무원의 파견) 소방병원은 그 업무를 수행하기 위하여 필요하면 소방청장을 거쳐 관계 행정기관의 장에게 그 소속 공무원의 파견을 요청할 수 있다.
013987,228481,조문,107,제22조(「민법」의 준용) 소방병원에 관하여 이 법에서 규정한 것 외에는 「민법」 중 재단법인에 관한 규정을 준용한다.
013987,228481,조문,108,제23조(비밀유지 의무) 소방병원의 임직원 또는 그 직에 있었던 사람은 직무상 알게 된 비밀을 누설하거나 도용해서는 아니 된다.
013987,228481,조문,109,제24조(유사명칭의 사용금지) 이 법에 따른 소방병원이 아니면 국립소방병원 또는 이와 유사한 명칭을 사용하여서는 아니 된다.
013987,228481,조문,110,제25조(벌칙 적용에서 공무원 의제) 소방병원의 임직원 및 제19조에 따라 위탁받은 업무에 종사하는 법인의 임직원은 「형법」 제129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다.
013987,228481,조문,111,제26조(벌칙) 제23조를 위반하여 직무상 알게 된 비밀을 누설하거나 도용한 사람은 3년 이하의 징역 또는 3천만원 이하의 벌금에 처한다.
013987,228481,조문,112,제27조(과태료)
013987,228481,항,113,① 제24조를 위반하여 국립소방병원 또는 이와 유사한 명칭을 사용한 사람에게는 500만원 이하의 과태료를 부과한다.
013987,228481,항,114,② 제1항에 따른 과태료는 대통령령으로 정하는 바에 따라 소방청장이 부과·징수한다.
