법령일련번호,MST,구분,문장번호,내용
012523,254123,조문,1,제1장 총칙
012523,254123,조문,2,"제1조(목적) 이 법은 항공정책의 수립 및 항공사업에 관하여 필요한 사항을 정하여 대한민국 항공사업의 체계적인 성장과 경쟁력 강화 기반을 마련하는 한편, 항공사업의 질서유지 및 건전한 발전을 도모하고 이용자의 편의를 향상시켜 국민경제의 발전과 공공복리의 증진에 이바지함을 목적으로 한다."
012523,254123,조문,3,제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2017.1.17>
012523,254123,항,4,
012523,254123,호,5,"1. ""항공사업""이란 이 법에 따라 국토교통부장관의 면허, 허가 또는 인가를 받거나 국토교통부장관에게 등록 또는 신고하여 경영하는 사업을 말한다."
012523,254123,호,6,"2. ""항공기""란 「항공안전법」 제2조제1호에 따른 항공기를 말한다."
012523,254123,호,7,"3. ""경량항공기""란 「항공안전법」 제2조제2호에 따른 경량항공기를 말한다."
012523,254123,호,8,"4. ""초경량비행장치""란 「항공안전법」 제2조제3호에 따른 초경량비행장치를 말한다."
012523,254123,호,9,"5. ""공항""이란 「공항시설법」 제2조제3호에 따른 공항을 말한다."
012523,254123,호,10,"6. ""비행장""이란 「공항시설법」 제2조제2호에 따른 비행장을 말한다."
012523,254123,호,11,"7. ""항공운송사업""이란 국내항공운송사업, 국제항공운송사업 및 소형항공운송사업을 말한다."
012523,254123,호,12,"8. ""항공운송사업자""란 국내항공운송사업자, 국제항공운송사업자 및 소형항공운송사업자를 말한다."
012523,254123,호,13,"9. ""국내항공운송사업""이란 타인의 수요에 맞추어 항공기를 사용하여 유상으로 여객이나 화물을 운송하는 사업으로서 국토교통부령으로 정하는 일정 규모 이상의 항공기를 이용하여 다음 각 목의 어느 하나에 해당하는 운항을 하는 사업을 말한다."
012523,254123,목,14,가. 국내 정기편 운항: 국내공항과 국내공항 사이에 일정한 노선을 정하고 정기적인 운항계획에 따라 운항하는 항공기 운항
012523,254123,목,15,나. 국내 부정기편 운항: 국내에서 이루어지는 가목 외의 항공기 운항
012523,254123,호,16,"10. ""국내항공운송사업자""란 제7조제1항에 따라 국토교통부장관으로부터 국내항공운송사업의 면허를 받은 자를 말한다."
012523,254123,호,17,"11. ""국제항공운송사업""이란 타인의 수요에 맞추어 항공기를 사용하여 유상으로 여객이나 화물을 운송하는 사업으로서 국토교통부령으로 정하는 일정 규모 이상의 항공기를 이용하여 다음 각 목의 어느 하나에 해당하는 운항을 하는 사업을 말한다."
012523,254123,목,18,가. 국제 정기편 운항: 국내공항과 외국공항 사이 또는 외국공항과 외국공항 사이에 일정한 노선을 정하고 정기적인 운항계획에 따라 운항하는 항공기 운항
012523,254123,목,19,나. 국제 부정기편 운항: 국내공항과 외국공항 사이 또는 외국공항과 외국공항 사이에 이루어지는 가목 외의 항공기 운항
012523,254123,호,20,"12. ""국제항공운송사업자""란 제7조제1항에 따라 국토교통부장관으로부터 국제항공운송사업의 면허를 받은 자를 말한다."
012523,254123,호,21,"13. ""소형항공운송사업""이란 타인의 수요에 맞추어 항공기를 사용하여 유상으로 여객이나 화물을 운송하는 사업으로서 국내항공운송사업 및 국제항공운송사업 외의 항공운송사업을 말한다."
012523,254123,호,22,"14. ""소형항공운송사업자""란 제10조제1항에 따라 국토교통부장관에게 소형항공운송사업을 등록한 자를 말한다."
012523,254123,호,23,"15. ""항공기사용사업""이란 항공운송사업 외의 사업으로서 타인의 수요에 맞추어 항공기를 사용하여 유상으로 농약살포, 건설자재 등의 운반, 사진촬영 또는 항공기를 이용한 비행훈련 등 국토교통부령으로 정하는 업무를 하는 사업을 말한다."
012523,254123,호,24,"16. ""항공기사용사업자""란 제30조제1항에 따라 국토교통부장관에게 항공기사용사업을 등록한 자를 말한다."
012523,254123,호,25,"17. ""항공기정비업""이란 타인의 수요에 맞추어 다음 각 목의 어느 하나에 해당하는 업무를 하는 사업을 말한다."
012523,254123,목,26,"가. 항공기, 발동기, 프로펠러, 장비품 또는 부품을 정비ㆍ수리 또는 개조하는 업무"
012523,254123,목,27,나. 가목의 업무에 대한 기술관리 및 품질관리 등을 지원하는 업무
012523,254123,호,28,"18. ""항공기정비업자""란 제42조제1항에 따라 국토교통부장관에게 항공기정비업을 등록한 자를 말한다."
012523,254123,호,29,"19. ""항공기취급업""이란 타인의 수요에 맞추어 항공기에 대한 급유, 항공화물 또는 수하물의 하역과 그 밖에 국토교통부령으로 정하는 지상조업(地上操業)을 하는 사업을 말한다."
012523,254123,호,30,"20. ""항공기취급업자""란 제44조제1항에 따라 국토교통부장관에게 항공기취급업을 등록한 자를 말한다."
012523,254123,호,31,"21. ""항공기대여업""이란 타인의 수요에 맞추어 유상으로 항공기, 경량항공기 또는 초경량비행장치를 대여(貸與)하는 사업(제26호나목의 사업은 제외한다)을 말한다."
012523,254123,호,32,"22. ""항공기대여업자""란 제46조제1항에 따라 국토교통부장관에게 항공기대여업을 등록한 자를 말한다."
012523,254123,호,33,"23. ""초경량비행장치사용사업""이란 타인의 수요에 맞추어 국토교통부령으로 정하는 초경량비행장치를 사용하여 유상으로 농약살포, 사진촬영 등 국토교통부령으로 정하는 업무를 하는 사업을 말한다."
012523,254123,호,34,"24. ""초경량비행장치사용사업자""란 제48조제1항에 따라 국토교통부장관에게 초경량비행장치사용사업을 등록한 자를 말한다."
012523,254123,호,35,"25. ""항공레저스포츠""란 취미ㆍ오락ㆍ체험ㆍ교육ㆍ경기 등을 목적으로 하는 비행[공중에서 낙하하여 낙하산(落下傘)류를 이용하는 비행을 포함한다]활동을 말한다."
012523,254123,호,36,"26. ""항공레저스포츠사업""이란 타인의 수요에 맞추어 유상으로 다음 각 목의 어느 하나에 해당하는 서비스를 제공하는 사업을 말한다."
012523,254123,목,37,"가. 항공기(비행선과 활공기에 한정한다), 경량항공기 또는 국토교통부령으로 정하는 초경량비행장치를 사용하여 조종교육, 체험 및 경관조망을 목적으로 사람을 태워 비행하는 서비스"
012523,254123,목,38,"나. 다음 중 어느 하나를 항공레저스포츠를 위하여 대여하여 주는 서비스						

						    1) 활공기 등 국토교통부령으로 정하는 항공기
						

						    2) 경량항공기
						

						    3) 초경량비행장치"
012523,254123,목,39,"다. 경량항공기 또는 초경량비행장치에 대한 정비, 수리 또는 개조서비스"
012523,254123,호,40,"27. ""항공레저스포츠사업자""란 제50조제1항에 따라 국토교통부장관에게 항공레저스포츠사업을 등록한 자를 말한다."
012523,254123,호,41,"28. ""상업서류송달업""이란 타인의 수요에 맞추어 유상으로 「우편법」 제1조의2제7호 단서에 해당하는 수출입 등에 관한 서류와 그에 딸린 견본품을 항공기를 이용하여 송달하는 사업을 말한다."
012523,254123,호,42,"29. ""상업서류송달업자""란 제52조제1항에 따라 국토교통부장관에게 상업서류송달업을 신고한 자를 말한다."
012523,254123,호,43,"30. ""항공운송총대리점업""이란 항공운송사업자를 위하여 유상으로 항공기를 이용한 여객 또는 화물의 국제운송계약 체결을 대리(代理)[사증(査證)을 받는 절차의 대행은 제외한다]하는 사업을 말한다."
